Precio,Expensas,Calle,Altura,Piso,Link,Ambientes,Dormitorios,Baños,Toilettes,Estado,Antiguedad,Disposicion,Orientacion,Tipo_Balcon,Apto_Profesional,Apto_Credito,Tipo_Unidad,Tipo_Operacion,Sup_Cubierta_m2,Sup_Total_m2,Sup_Descubierta_m2,Precio_Ficha,Expensas_Ficha,Cant_Pisos_Edificio,Deptos_Por_Piso,Antiguedad_Edificio,Estado_Edificio,Aire_acondicionado_individual,Electricidad,Losa_radiante,Gas_natural,Agua_corriente,Agua_caliente,Balcón,Terraza,Jardín,Patio,Baulera,Cochera,Muebles_de_cocina,Lavarropas,Lavavajillas,Conexión_para_lavarropas,Permite_Mascotas,Apto_Crédito,Ascensor,Pileta,Piscina,Parrilla,SUM,Gimnasio,Sauna,Laundry,Seguridad_24hs,Vigilancia,Acceso_para_personas_con_movilidad_reducida,Pavimento,ABL,Smart_Amenities,Smart_Losa_Central,Smart_Luminoso,Smart_Balcon_Aterrazado
1.500 USD,1 ARS,Avenida Ingeniero Huergo,400,N/A,https://www.remax.com.ar/listings/alquiler-dos-ambientes-con-cochera-puerto-madero,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,N/A,45.26,N/A,N/A,1,N/A,N/A,N/A,N/A,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
750.000 ARS,250.000 ARS,SALTA,800,N/A,https://www.remax.com.ar/listings/3-ambientes-en-montserrat-excelente-uade,3,2,1,N/A,N/A,N/A,frente,N/A,N/A,N/A,N/A,N/A,N/A,50,50,N/A,N/A,250.000,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
800.000 ARS,236.000 ARS,PEÑA,2200,N/A,https://www.remax.com.ar/listings/alquila-2-ambientes-en-recoleta,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,44,4,N/A,236.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
500.000 ARS,90.000 ARS,NAZCA,2000,N/A,https://www.remax.com.ar/listings/departamento-2-ambientes-alquiler-villa-santa-rita,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,40.1,40.1,N/A,N/A,90.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.200 USD,250.000 ARS,GUIDO,1900,N/A,https://www.remax.com.ar/listings/alquiler-departamento-senorial-dos-amb-en-recoleta,2,1,1,N/A,N/A,N/A,frente,noreste,N/A,N/A,N/A,N/A,N/A,44,44,N/A,N/A,250.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2.500 USD,N/A,URIARTE,2100,N/A,https://www.remax.com.ar/listings/alquiler-ph-residencial-y-o-comercial,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,160,260,100,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
700 USD,200.000 ARS,JUNCAL,800,N/A,https://www.remax.com.ar/listings/departamento-alquiler-monoambiente-dividido,1,N/A,1,N/A,N/A,N/A,contrafrente,este,N/A,N/A,N/A,N/A,N/A,44,49.5,5.5,N/A,200.000,N/A,N/A,N/A,N/A,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
750.000 ARS,134.000 ARS,ZAPIOLA,2400,N/A,https://www.remax.com.ar/listings/alquiler-oficina-estudio-belgrano-balcon-terraza,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.09,68.3,1.5,N/A,134.000,N/A,N/A,N/A,N/A,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
650.000 ARS,160.000 ARS,RIVADAVIA,9800,N/A,https://www.remax.com.ar/listings/alquiler-de-monoambiente-en-villa-luro,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.5,31.5,N/A,N/A,160.000,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
550.000 ARS,100.000 ARS,BULNES,700,N/A,https://www.remax.com.ar/listings/alquiler-departamento-monoambiente-1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.26,31.76,3.5,N/A,100.000,N/A,N/A,N/A,N/A,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6.900 USD,N/A,Avenida Juan B. Justo,4800,N/A,https://www.remax.com.ar/listings/alquiler-local-comercial-en-esquina-ex-banco,N/A,N/A,3,N/A,N/A,N/A,N/A,norte,N/A,sí,N/A,N/A,N/A,362.56,417.01,35.6,N/A,N/A,N/A,N/A,N/A,N/A,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
890.000 ARS,250.000 ARS,IBERA,2500,N/A,https://www.remax.com.ar/listings/alquiler-2-amb-c-balcon-nunez-luminoso,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.68,45.16,2.48,N/A,250.000,N/A,N/A,N/A,N/A,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
600.000 ARS,115.000 ARS,Avenida Pedro Goyena,1600,N/A,https://www.remax.com.ar/listings/alquiler-monoambiente-con-balcon-en-caballito,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28,32,4,N/A,115.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
610.000 ARS,113.000 ARS,ESPARZA,0,N/A,https://www.remax.com.ar/listings/alquiler-departa-2-ambientes-en-balvanera,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.49,40.49,N/A,N/A,113.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
750.000 ARS,190.000 ARS,SANABRIA,3100,N/A,https://www.remax.com.ar/listings/alquila-2-amb-con-2-patios-devoto-oportunidad,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42,123,13,N/A,190.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.100 USD,390.000 ARS,BAHIA BLANCA,200,N/A,https://www.remax.com.ar/listings/4-ambientes-en-floresta-excelente-ubicacion,4,4,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,103.28,123.28,20,N/A,390.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
990.000 ARS,440.000 ARS,JURAMENTO,2000,N/A,https://www.remax.com.ar/listings/alquiler-oficina-cochera-belgrano,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54.17,54.17,N/A,N/A,440.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
600.000 ARS,220.000 ARS,CABILDO AV.,3600,N/A,https://www.remax.com.ar/listings/departamento-monombiente-en-alquiler-nunez-pileta-1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.84,31.54,3.22,N/A,220.000,N/A,N/A,N/A,N/A,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
2.150.000 ARS,400.000 ARS,SENILLOSA,200,N/A,https://www.remax.com.ar/listings/alquiler-4-amb-amplio-luminoso-cochera-caballito,4,3,2,N/A,N/A,N/A,N/A,este,N/A,N/A,N/A,N/A,N/A,160,175,N/A,N/A,400.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
7.000.000 ARS,N/A,CABILDO AV.,1500,N/A,https://www.remax.com.ar/listings/local-en-excelente-ubicacion-114-metros-totales,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,114,114,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
650.000 ARS,160.000 ARS,Santos Dumont,2400,N/A,https://www.remax.com.ar/listings/alquiler-monoambiente-santos-dumont,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33,37,4,N/A,160.000,N/A,N/A,N/A,N/A,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1.260.000 ARS,", ARS",DEL LIBERTADOR AV.,6900,N/A,https://www.remax.com.ar/listings/alquiler-oficina-con-cochera-cubierta-en-nunez,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52.4,52.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
650.000 ARS,180.000 ARS,PASO,100,N/A,https://www.remax.com.ar/listings/departamento-de-3-ambientes-y-balcon-al-frente,3,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53.78,74.25,N/A,N/A,180.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
650.000 ARS,148.000 ARS,Avenida Angel Gallardo,800,N/A,https://www.remax.com.ar/listings/alquiler-departamento-2-ambientes-caballito-1,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.53,36.96,2.43,N/A,148.000,N/A,N/A,N/A,N/A,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1.700 USD,N/A,Franklin Delano Roosevelt,5700,N/A,https://www.remax.com.ar/listings/alquiler-local-subsuelo-en-villa-urquiza,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,118.15,118.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
900.000 ARS,207.000 ARS,BELGRANO,3600,N/A,https://www.remax.com.ar/listings/alquiler-3-ambientes-almagro-balcon-sum-laundry,3,2,1,N/A,N/A,N/A,contrafrente,N/A,N/A,sí,N/A,N/A,N/A,54.77,61.5,6.73,N/A,207.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
2.500 USD,157.000 ARS,Benito Juárez,3800,N/A,https://www.remax.com.ar/listings/dpto-4-amb-devoto-alquiler-prof-comercial-premium,4,3,2,N/A,N/A,N/A,frente,N/A,N/A,sí,N/A,N/A,N/A,116.58,123.52,6.94,N/A,157.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
350.000 ARS,397.059 ARS,LAVALLE,700,N/A,https://www.remax.com.ar/listings/alquiler-departamento-2-ambs-san-nicolas,2,1,1,N/A,N/A,N/A,frente,norte,N/A,sí,N/A,N/A,N/A,38.57,38.57,N/A,N/A,397.059,N/A,N/A,N/A,N/A,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
650.000 ARS,60.000 ARS,CAMACUA,0,N/A,https://www.remax.com.ar/listings/alquiler-2-ambientes-en-la-mejor-zona-de-flores,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44,44,N/A,N/A,60.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2.200 USD,N/A,VIAMONTE,2200,N/A,https://www.remax.com.ar/listings/alquiler-local-impecable-estado-balvanera,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,258.41,258.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
550.000 ARS,130.000 ARS,SAN IGNACIO,3600,N/A,https://www.remax.com.ar/listings/alquiler-monoambiente-en-lo-mejor-de-boedo,1,1,1,N/A,N/A,N/A,frente,N/A,N/A,N/A,sí,N/A,N/A,31.38,33.62,2.24,N/A,130.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.350.000 ARS,300.000 ARS,CHARCAS,4400,N/A,https://www.remax.com.ar/listings/amplio-apartamento-palermo-soho-3-amb-muy-luminoso,3,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66,71,4,N/A,300.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
980 USD,150 USD,BELGRANO,700,N/A,https://www.remax.com.ar/listings/alquiler-loft-en-zona-historica-de-buenos-aires-1,1,1,1,N/A,N/A,N/A,frente,N/A,N/A,N/A,N/A,N/A,N/A,65,65,N/A,N/A,150,N/A,N/A,N/A,N/A,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1.300 USD,852.000 ARS,DORREGO,2600,N/A,https://www.remax.com.ar/listings/departamento-en-alquiler-5-amb-con-cochera-palerm0,5,3,3,N/A,N/A,N/A,lateral,norte,N/A,N/A,N/A,N/A,N/A,139.24,150.34,11.1,N/A,852.000,N/A,N/A,N/A,N/A,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0
1.350 USD,300.000 ARS,JURAMENTO,2800,N/A,https://www.remax.com.ar/listings/alquiler-depto-4amb-c-balcon-al-fte-belgrano,4,3,1,1,N/A,N/A,frente,N/A,N/A,N/A,N/A,N/A,N/A,60,68,8,N/A,300.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
620.000 ARS,180.000 ARS,MIGUELETES,2000,N/A,https://www.remax.com.ar/listings/alquiler-mono-bajo-belgrano-balcon,1,N/A,1,N/A,N/A,N/A,frente,N/A,N/A,N/A,N/A,N/A,N/A,30.85,34.73,3.88,N/A,180.000,N/A,N/A,N/A,N/A,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
400.000 ARS,186.000 ARS,PASCO,200,N/A,https://www.remax.com.ar/listings/alquiler-monoambiente-luminoso-balvanera,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.08,26.08,N/A,N/A,186.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
690.000 ARS,185.000 ARS,BOULOGNE SUR MER,500,N/A,https://www.remax.com.ar/listings/departamento-2-ambientes-alquiler-once-balvanera,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.38,53.72,12.34,N/A,185.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
720.000 ARS,122.388 ARS,SIMBRON,4500,N/A,https://www.remax.com.ar/listings/alquiler-excelente-monoambiente-villa-devoto,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33,53,N/A,N/A,122.388,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.100.000 ARS,230.000 ARS,BACACAY,1900,N/A,https://www.remax.com.ar/listings/alquiler-3-ambientes-con-dependencia-de-servicio,3,2,2,1,N/A,N/A,frente,norte,N/A,N/A,N/A,N/A,N/A,79,88,5,N/A,230.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.100.000 ARS,249.000 ARS,TINOGASTA,3800,N/A,https://www.remax.com.ar/listings/villa-del-parque-3-amb-gran-balcon-todo-luz,3,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63,72,9,N/A,249.000,N/A,N/A,N/A,N/A,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
700 USD,190.000 ARS,BELGRANO,1100,N/A,https://www.remax.com.ar/listings/alquiler-de-dpto-2-amb-con-balcon-en-monserrat,2,1,1,1,N/A,N/A,frente,sur,N/A,N/A,N/A,N/A,N/A,59,71,12,N/A,190.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
750.000 ARS,160.000 ARS,CIUDAD DE LA PAZ,200,N/A,https://www.remax.com.ar/listings/alquiler-departamento-2-ambentes-en-palermo,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,32,32,N/A,N/A,160.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
550.000 ARS,292.255 ARS,URUGUAY,500,N/A,https://www.remax.com.ar/listings/alquiler-oficina-zona-tribunales,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,45,45,N/A,N/A,292.255,N/A,N/A,N/A,N/A,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
600.000 ARS,102.000 ARS,YERBAL,900,N/A,https://www.remax.com.ar/listings/alquiler-dpto-2-ambientes-en-caballito-con-patio,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,50,N/A,N/A,102.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.050.000 ARS,220.000 ARS,Jerónimo Salguero,1600,N/A,https://www.remax.com.ar/listings/alquiler-depto-3-ambientes-palermo-con-balcon,3,2,1,1,N/A,N/A,frente,N/A,N/A,N/A,N/A,N/A,N/A,61,63,2,N/A,220.000,N/A,N/A,N/A,N/A,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
550.000 ARS,150.000 ARS,MATORRAS,200,N/A,https://www.remax.com.ar/listings/alquiler-monoambiente-caballito-con-balcon,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,33,3,N/A,150.000,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
890.000 ARS,120.000 ARS,Capitán General Ramón Freire,4400,N/A,https://www.remax.com.ar/listings/alquiler-2-ambientes-saaverdra-estrenar,2,1,1,N/A,N/A,N/A,contrafrente,N/A,N/A,sí,N/A,N/A,N/A,35,40,5,N/A,120.000,N/A,N/A,N/A,N/A,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
590.000 ARS,139.000 ARS,MORENO,1800,N/A,https://www.remax.com.ar/listings/depto-2-amb-alquiler-en-balvanera-48m2,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.8,48.56,1.76,N/A,139.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.800 USD,120.000 ARS,Mariscal Francisco Solano López,3200,N/A,https://www.remax.com.ar/listings/alquiler-depto-3-amb-a-estrenar-c-coch-v-devoto,3,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90.3,117.1,26.8,N/A,120.000,N/A,N/A,N/A,N/A,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1.000.000 ARS,230.000 ARS,Avenida Montes de Oca,200,N/A,https://www.remax.com.ar/listings/alquiler-departamento-3-ambientes-en-barracas,3,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,80,N/A,N/A,230.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
890.000 ARS,458.000 ARS,DEL LIBERTADOR AV.,7400,N/A,https://www.remax.com.ar/listings/alquiler-departamento-3-ambientes-con-balcon-nunez,3,2,1,1,N/A,N/A,frente,N/A,N/A,N/A,N/A,N/A,N/A,65.65,71.2,5.55,N/A,458.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
800.000 ARS,200.000 ARS,Gabriela Mistral,3300,N/A,https://www.remax.com.ar/listings/2-amb-alq-devoto-con-patio-y-enorme-balcon-frente,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.43,54.37,7.14,N/A,200.000,N/A,N/A,N/A,N/A,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
800.000 ARS,200.000 ARS,OLLEROS,1800,N/A,https://www.remax.com.ar/listings/alquiler-depto-apto-prof-con-balcon-las-canitas,2,1,1,N/A,N/A,N/A,frente,N/A,N/A,sí,N/A,N/A,N/A,30.02,32.61,2.59,N/A,200.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
850.000 ARS,300.000 ARS,José Hernández,2400,N/A,https://www.remax.com.ar/listings/alquiler-depto-3-ambientes-belgrano,3,2,1,N/A,N/A,N/A,interno,norte,N/A,N/A,N/A,N/A,N/A,57,59,2,N/A,300.000,N/A,N/A,N/A,N/A,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
700.000 ARS,134.000 ARS,YERBAL,1800,N/A,https://www.remax.com.ar/listings/excelente-alquiler-2-amb-balcon-en-flores,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.75,45.55,2.8,N/A,134.000,N/A,N/A,N/A,N/A,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
850.000 ARS,145.000 ARS,BAUNESS,2500,N/A,https://www.remax.com.ar/listings/alquiler-dpto-2-ambientes-con-patio-villa-urquiza-1,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,36.58,65.18,3.42,N/A,145.000,N/A,N/A,N/A,N/A,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
600.000 ARS,132.000 ARS,DOBLAS,600,N/A,https://www.remax.com.ar/listings/alquiler-2-amb-c-balcon-en-caballito,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,42,N/A,N/A,132.000,N/A,N/A,N/A,N/A,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.350 USD,N/A,CERETTI,3200,N/A,https://www.remax.com.ar/listings/alquiler-ph-4-amb-c-terraza-v-urquiza,4,3,1,N/A,N/A,N/A,frente,N/A,N/A,N/A,N/A,N/A,N/A,100,115,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
650.000 ARS,83.520 ARS,José A. Cabrera,3700,N/A,https://www.remax.com.ar/listings/monoambiente-en-alquiler-en-palermo-moderno,1,N/A,1,N/A,N/A,N/A,contrafrente,N/A,N/A,N/A,N/A,N/A,N/A,28,28,N/A,N/A,83.520,N/A,N/A,N/A,N/A,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
3.300.000 ARS,N/A,Avenida General Paz,0,N/A,https://www.remax.com.ar/listings/local-alquiler-liniers-1,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,112.8,112.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
