Precio_m2_USD,Rentabilidad_bruta_anual,Rentabilidad_neta_anual,Payback_anios,Yield_gap_vs_bonos,Tipologia,Zona_riesgo,Comuna,Barrio,Indice_amenities,Sup_Cubierta_m2,Distancia_subte_km,Distancia_parque_km,Liquidez_oferta_comuna,Tasa_delitos_comuna,Volatilidad_Precio_m2_comuna,confianza_renta,A_estrenar,Cluster,PC1,PC2,PC3,PC4
1800.0,0.0709988720551194,0.0340822993838594,14.0847308,-0.0290011279448805,3A,alto,5.0,Almagro,2,100.0,0.8478458802891464,1.3846780409386756,0.0013072260551381,0.7262366972989581,0.8153691824811038,media,0,1,-0.7543917503492776,-0.0178809349151094,0.4540633344425133,0.4899014582493921
1700.0,0.0877044890092651,0.0493957815918264,11.401924933333332,-0.0122955109907348,2A,alto,6.0,Caballito,0,40.0,0.9288167207788236,0.2730049601684388,0.0014709557236647,0.6815238874122538,0.2822013725531903,alta,0,1,-1.2467195633795385,-0.9197945064693273,-0.9894947878133964,0.0888604152081372
2916.6666666666665,0.050713480039371,0.0154873567027567,19.71862312,-0.0492865199606289,monoamb,medio,12.0,Saavedra,0,36.0,3.1520875029854745,4.21613543587263,0.0016590377581003,0.4997101681025006,0.2333980703538691,media,0,0,0.0906048645524172,2.8061356756706326,-0.821771944848994,0.0773639936292198
2047.619047619048,0.0792545548522263,0.0416500086145408,12.617571341666666,-0.0207454451477736,2A,bajo,13.0,Belgrano,0,63.0,0.6918386748280607,1.5813370257139812,0.001811257462251,0.3242107629327673,0.3362126271488234,media,0,1,-0.3347045714790186,-0.5241972588246618,-0.6476314443712555,0.4203004623028392
3046.153846153846,0.0516355433128141,0.0163325813700796,19.36650485,-0.0483644566871858,3A,alto,2.0,Recoleta,1,65.0,2.4303610332756898,1.6395378884650298,0.0014373274573867,1.0447534381885877,0.3343869191202226,media,0,0,-0.1983667698769656,0.8742624964198054,-0.3665855802269721,0.3417377193671186
2101.694915254237,0.1092878766685867,0.0691805536128712,9.150145747935788,0.0092878766685867,4+A,alto,6.0,Caballito,1,118.0,0.7133920443386432,1.199712118431806,0.0014709557236647,0.6815238874122538,0.2822013725531903,media,0,1,-0.8707870180866928,-0.7305625880407451,-0.2830603639402427,0.9812979402714328
3132.3529411764707,0.0503991993180002,0.0151992660415002,19.84158505555555,-0.0496008006819997,monoamb,bajo,13.0,Belgrano,1,34.0,1.0318100975065871,2.05168002722083,0.001811257462251,0.3242107629327673,0.3362126271488234,alta,0,2,0.8882353095952057,0.1089355360844938,-0.530538395934914,-0.2512170162856024
3297.872340425532,0.0494701818190509,0.0143476666674633,20.21419698148148,-0.050529818180949,2A,bajo,14.0,Palermo,4,47.0,0.1737738829128293,1.431391652223189,0.0020354411558041,0.3173293561387364,0.7185047022536231,alta,0,2,1.9533469473098828,-1.0173533574497091,0.3138156650777534,-0.7483815880226801
3560.0,0.0622237305651608,0.0260384196847307,16.071038989743588,-0.0377762694348391,monoamb,bajo,14.0,Palermo,1,25.0,0.1993088539721241,1.816158106040925,0.0020354411558041,0.3173293561387364,0.7185047022536231,alta,0,2,1.2785890091267555,-0.6889859610551127,0.2360057419011391,-0.6865604976758088
2470.5882352941176,0.0745983120143938,0.0373817860131943,13.405129057170209,-0.0254016879856061,4+A,bajo,14.0,Palermo,1,85.0,0.7834544509149921,0.5742464928681722,0.0020354411558041,0.3173293561387364,0.7185047022536231,media,0,2,0.4656018073879377,-1.064027933398404,-0.4424297857287297,0.5896585205099001
2500.0,0.0605741928699127,0.0245263434640866,16.508680555555557,-0.0394258071300872,4+A,alto,2.0,Recoleta,1,100.0,1.4207899764813774,2.046035508873568,0.0014373274573867,1.0447534381885877,0.3343869191202226,media,0,1,-0.6529353176268449,0.2796876084072371,0.3633713279045811,0.7911066047729249
2075.0,0.0866726856989792,0.0484499618907309,11.537660243655946,-0.0133273143010207,monoamb,alto,2.0,Recoleta,1,40.0,0.7998081538158635,2.76193858332753,0.0014373274573867,1.0447534381885877,0.3343869191202226,media,0,1,-1.21946984630632,0.1218375430230174,0.5960373152013179,-0.4357514170517961
2258.064516129032,0.0721121343689437,0.0351027898381983,13.867291666666668,-0.0278878656310563,4+A,alto,2.0,Recoleta,1,93.0,0.9615969459121838,1.8297151907853773,0.0014373274573867,1.0447534381885877,0.3343869191202226,media,0,1,-0.9105771871442184,-0.2147028319423808,0.4403061681810554,0.6067899138023217
3413.793103448276,0.0516355433128141,0.0163325813700796,19.36650485,-0.0483644566871858,3A,alto,2.0,Recoleta,1,58.0,1.1259151365001037,2.109902747433258,0.0014373274573867,1.0447534381885877,0.3343869191202226,media,0,1,0.0574484557548589,0.2129040102771642,0.5030916872634615,-0.0354547195510662
2857.1428571428573,0.0638989848496074,0.0275740694454735,15.64970088888889,-0.0361010151503925,3A,alto,2.0,Recoleta,1,56.0,1.176823642589956,2.039602902181778,0.0014373274573867,1.0447534381885877,0.3343869191202226,media,0,1,-0.4411270917010016,0.1354252128167859,0.3490350486694434,-0.0447998717239427
2400.0,0.0591657267125995,0.0232352494865495,16.901676960000003,-0.0408342732874004,monoamb,alto,1.0,Retiro,1,30.0,0.3371833155770586,2.5081973308022985,0.0018408245339653,1.3599759089981835,0.497858621461092,alta,0,1,-0.7869581392825786,-0.7918349033560321,1.52159341023322,-0.5986759841753553
4000.0,0.0372454166228485,0.0031416319042778,26.84894117647059,-0.0627545833771514,3A,bajo,14.0,Palermo,3,72.0,0.1439593764675974,1.7847085642637857,0.0020354411558041,0.3173293561387364,0.7185047022536231,alta,0,2,2.3122598032092894,-0.7384560306827876,0.6213747799478956,-0.2031237128401961
3150.0,0.0567549205681501,0.0210253438541376,17.619617647058824,-0.0432450794318498,3A,bajo,14.0,Palermo,3,60.0,0.2121230455784906,1.2423891715491189,0.0020354411558041,0.3173293561387364,0.7185047022536231,alta,0,2,1.556588088971958,-1.0888359974613289,0.2004159291467263,-0.337299772988592
2830.8823529411766,0.0786677829479386,0.0411121343689437,12.711684027777778,-0.0213322170520614,4+A,bajo,13.0,Belgrano,1,136.0,0.7930709511803221,1.6587758670236576,0.001811257462251,0.3242107629327673,0.3362126271488234,alta,0,2,0.518644217686022,-0.4454202267657921,-0.3125534921066974,1.394052806035096
4136.363636363636,0.0608561760472452,0.0247848280433081,16.432185933333333,-0.0391438239527547,monoamb,bajo,14.0,Palermo,8,22.0,0.3308239186926691,1.036061708940868,0.0020354411558041,0.3173293561387364,0.7185047022536231,alta,0,2,3.4566961042415274,-1.2597841581661566,0.1475246098374809,-2.0010453193159496
