Precio,Expensas,Calle,Altura,Link,Ambientes,Dormitorios,Baños,Antiguedad,Disposicion,Orientacion,Apto_Profesional,Apto_Credito,Tipo_Unidad,Sup_Cubierta_m2,Sup_Total_m2,Sup_Descubierta_m2,Aire_acondicionado_individual,Electricidad,Losa_radiante,Gas_natural,Agua_corriente,Agua_caliente,Balcón,Terraza,Jardín,Patio,Baulera,Cochera,Muebles_de_cocina,Lavarropas,Lavavajillas,Conexión_para_lavarropas,Permite_Mascotas,Ascensor,Pileta,Parrilla,SUM,Gimnasio,Sauna,Laundry,Seguridad_24hs,Acceso_para_personas_con_movilidad_reducida,Pavimento,ABL,Smart_Amenities,Smart_Losa_Central,Smart_Luminoso,Smart_Balcon_Aterrazado,fuente,_dup_interfuente,rango_sup,Moneda,Precio_num,Precio_USD,Precio_ARS,TC_CCL_aplicado,TC_fecha,ratio_expensas_precio,calle_norm,Altura_num,Comuna,Barrio,lat,lon,altura_ok,geo_score,geo_method,geo_ok,Distancia_subte_km,Distancia_parque_km,Tasa_delitos_comuna,Zona_riesgo,Tipologia,A_estrenar,Indice_amenities,Precio_ajustado_USD,Precio_m2_USD,Precio_m2_ajustado_USD,Renta_m2_USD,Precio_m2_mediano_comuna,Volatilidad_Precio_m2_comuna,banda_sup,Renta_estimada_mensual_USD,Match_count,confianza_renta,Rentabilidad_bruta_anual,Rentabilidad_neta_anual,Payback_anios,Yield_gap_vs_bonos,Liquidez_oferta_comuna
USD 219.000,200000.0,Jorge Luis Borges,2400.0,https://www.argenprop.com/departamento-en-venta-en-botanico-4-ambientes--19381734,4.0,3.0,2,14.0,Contrafrente,No informado,0,Sí,Duplex,75.0,85.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(72.0, 103.0]",USD,219000.0,219000.0,324382800.0,1481.2,2026-05-13T14:00:00.000Z,0.0006165555017097,JORGE LUIS BORGES,2400.0,14.0,Palermo,-34.58327292138937,-58.42250215666491,True,100.0,exacto,True,0.1592325303660477,0.9781373062276012,0.3173293561387364,bajo,4+A,0,0,208247.1,2920.0,2776.628,11.972274732199118,3076.923076923077,0.7185047022536231,55-75,897.9206049149338,7.0,media,0.05174164374427882,0.016429840098922253,19.326792263157895,-0.04825835625572118,0.0020354411558041806
USD 180.000,400000.0,México,4200.0,https://www.argenprop.com/departamento-en-venta-en-caballito-sur-3-ambientes--12113273,3.0,2.0,1,11.0,Frente,Este,1,Sí,Departamento,100.0,100.0,0.0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1.0,0,1,0,0,1,0,argenprop,False,"(72.0, 103.0]",USD,180000.0,180000.0,266616000.0,1481.2,2026-05-13T14:00:00.000Z,0.0015002850541602,MEXICO,4200.0,5.0,Almagro,-34.62042615449342,-58.42509002024424,True,100.0,exacto,True,0.8478458802891464,1.3846780409386756,0.7262366972989581,alto,3A,0,2,171162.0,1800.0,1711.62,10.12692411558196,2285.358181494451,0.8153691824811038,75-100,1012.692411558196,5.0,media,0.07099887205511943,0.034082299383859475,14.0847308,-0.029001127944880578,0.0013072260551381246
USD 68.000,112500.0,"RIVADAVIA, AV.",5200.0,https://www.argenprop.com/departamento-en-venta-en-caballito-2-ambientes--19339863,2.0,1.0,1,56.0,Contrafrente,Norte,1,Sí,Departamento,40.0,40.0,0.0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(39.0, 53.0]",USD,68000.0,68000.0,100721600.0,1481.2,2026-05-13T14:00:00.000Z,0.0011169401598068,RIVADAVIA AVENIDA,5200.0,6.0,Caballito,-34.6191536259749,-58.43838147780033,True,100.0,exacto,True,0.9288167207788237,0.27300496016843884,0.6815238874122538,alto,2A,0,0,64661.2,1700.0,1616.53,11.814744801512287,2342.8571428571427,0.2822013725531903,35-55,472.5897920604915,83.0,alta,0.08770448900926518,0.04939578159182642,11.401924933333333,-0.012295510990734823,0.001470955723664781
USD 105.000,178000.0,CONESA,2500.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--19264926,1.0,1.0,1,10.0,Contrafrente,Noreste,0,0,Departamento,36.0,37.0,1.0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(-0.001, 39.0]",USD,105000.0,105000.0,155526000.0,1481.2,2026-05-13T14:00:00.000Z,0.0011445031698879,CONESA,2500.0,12.0,Saavedra,-34.54126220445282,-58.47938242773775,False,100.0,exacto_altura_fuera,True,3.1520875029854745,4.21613543587263,0.4997101681025006,medio,monoamb,0,0,99844.5,2916.6666666666665,2773.4583333333335,11.720976985627269,2950.0,0.23339807035386917,35-55,421.9551714825817,10.0,media,0.05071348003937103,0.015487356702756779,19.718623119999997,-0.04928651996062897,0.0016590377581003019
USD 129.000,112000.0,AMENABAR,2100.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-2-ambientes--19225524,2.0,1.0,1,45.0,Lateral,Este,1,0,Departamento,63.0,63.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(53.0, 72.0]",USD,129000.0,129000.0,191074800.0,1481.2,2026-05-13T14:00:00.000Z,0.0005861578816254,AMENABAR,2100.0,13.0,Belgrano,-34.56361685612361,-58.45815847176165,True,100.0,exacto,True,0.6918386748280607,1.5813370257139812,0.32421076293276735,bajo,2A,0,0,122666.09999999999,2047.6190476190477,1947.0809523809523,12.859586178516775,3050.0,0.33621262714882344,55-75,810.1539292465568,7.0,media,0.07925455485222635,0.04165000861454081,12.617571341666666,-0.020745445147773656,0.0018112574622510603
USD 599.000,1160000.0,Balbin,2400.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-5-ambientes--19116965,5.0,4.0,3,20.0,Frente,Oeste,0,0,Departamento,153.0,198.0,45.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0,0,1,0,1,1,argenprop,False,"(103.0, 992.0]",USD,599000.0,599000.0,887238800.0,1481.2,2026-05-13T14:00:00.000Z,0.0013074270421897,BALBIN,2400.0,,,,,False,,sin_match,False,,,,,4+A,0,3,569589.1,3915.032679738562,3722.8045751633986,,,,>100,,,baja,,,,,
USD 198.000,180000.0,Jerónimo Salguero,1900.0,https://www.argenprop.com/departamento-en-venta-en-palermo-3-ambientes--18784904,3.0,2.0,1,40.0,Interno,No informado,0,Sí,Departamento,65.0,65.0,0.0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,argenprop,False,"(53.0, 72.0]",USD,198000.0,198000.0,293277600.0,1481.2,2026-05-13T14:00:00.000Z,0.0006137529767019,JERONIMO SALGUERO,1900.0,2.0,Recoleta,-34.57156255420909,-58.400243150110235,True,100.0,recovery,True,2.4303610332756898,1.6395378884650298,1.0447534381885875,alto,3A,0,1,188278.19999999998,3046.153846153846,2896.587692307692,12.463906603793182,2763.157894736842,0.33438691912022267,55-75,810.1539292465568,19.0,media,0.051635543312814135,0.016332581370079622,19.36650485,-0.04836445668718587,0.0014373274573867233
USD 248.000,230000.0,Avenida Gaona,1100.0,https://www.argenprop.com/departamento-en-venta-en-caballito-4-ambientes--18034339,4.0,2.0,3,30.0,Frente,Este,0,Sí,Semipiso,118.0,128.0,10.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(103.0, 992.0]",USD,248000.0,248000.0,367337600.0,1481.2,2026-05-13T14:00:00.000Z,0.0006261270286515,AVENIDA GAONA,1100.0,6.0,Caballito,-34.607410445151906,-58.445793963377255,True,100.0,recovery,True,0.7133920443386432,1.199712118431806,0.6815238874122538,alto,4+A,0,1,235823.19999999998,2101.6949152542375,1998.5016949152541,18.201000562988327,2342.8571428571427,0.2822013725531903,>100,2147.7180664326224,8.0,media,0.10928787666858676,0.0691805536128712,9.150145747935788,0.009287876668586756,0.001470955723664781
USD 106.500,112950.0,Conesa al,2900.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--18933764,1.0,0.0,1,40.0,Contrafrente,Este,0,0,Departamento,34.0,39.0,5.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,argenprop,True,"(-0.001, 39.0]",USD,106500.0,106500.0,157747800.0,1481.2,2026-05-13T14:00:00.000Z,0.0007160163247918,CONESA,2900.0,13.0,Belgrano,-34.558827221705286,-58.46787789663182,True,100.0,exacto,True,1.0318100975065871,2.0516800272208306,0.32421076293276735,bajo,monoamb,0,1,101270.84999999999,3132.3529411764707,2978.5544117647055,12.50972978983654,3050.0,0.33621262714882344,<35,425.33081285444234,72.0,alta,0.050399199318000285,0.015199266041500263,19.84158505555555,-0.04960080068199972,0.0018112574622510603
USD 269.000,263000.0,ARENALES,3100.0,https://www.argenprop.com/departamento-en-venta-en-palermo-3-ambientes--18537647,3.0,2.0,1,40.0,Frente,Noroeste,0,0,Piso,135.0,135.0,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,argenprop,False,"(103.0, 992.0]",USD,269000.0,269000.0,398442800.0,1481.2,2026-05-13T14:00:00.000Z,0.0006600696511519,ARENALES,3100.0,2.0,Recoleta,-34.58977188094582,-58.40755195010404,True,100.0,exacto,True,0.9615969459121838,1.8297151907853773,1.0447534381885875,alto,3A,0,1,255792.09999999998,1992.5925925925926,1894.7562962962961,14.814814814814815,2763.157894736842,0.33438691912022267,>100,2000.0,4.0,baja,0.09382619713431338,0.05500734737312061,10.658004166666666,-0.006173802865686626,0.0014373274573867233
USD 155.000,288000.0,ARMENIA,2100.0,https://www.argenprop.com/departamento-en-venta-en-palermo-2-ambientes--19102028,2.0,1.0,1,18.0,Contrafrente,Noroeste,0,0,Departamento,47.0,49.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0,0,1,1,1,0,argenprop,False,"(39.0, 53.0]",USD,155000.0,155000.0,229586000.0,1481.2,2026-05-13T14:00:00.000Z,0.0012544318904462,ARMENIA,2100.0,14.0,Palermo,-34.58722867773725,-58.423943924951395,True,100.0,exacto,True,0.1737738829128293,1.4313916522231893,0.3173293561387364,bajo,2A,0,4,147389.5,3297.872340425532,3135.946808510638,12.927988232657821,3076.923076923077,0.7185047022536231,35-55,607.6154469349176,129.0,alta,0.04947018181905096,0.01434766666746338,20.214196981481482,-0.050529818180949045,0.0020354411558041806
USD 89.000,120000.0,Santa Rosa,5000.0,https://www.argenprop.com/departamento-en-venta-en-palermo-soho-1-ambiente--19344446,1.0,0.0,1,45.0,Frente,Este,0,0,Departamento,25.0,29.0,4.0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,argenprop,False,"(-0.001, 39.0]",USD,89000.0,89000.0,131826800.0,1481.2,2026-05-13T14:00:00.000Z,0.0009102853137601,SANTA ROSA,5000.0,14.0,Palermo,-34.58869701186871,-58.42918857274157,True,100.0,exacto,True,0.19930885397212417,1.8161581060409258,0.3173293561387364,bajo,monoamb,0,1,84630.09999999999,3560.0,3385.2039999999997,17.553335133675397,3076.923076923077,0.7185047022536231,<35,438.83337834188495,105.0,alta,0.062223730565160854,0.026038419684730783,16.071038989743588,-0.03777626943483915,0.0020354411558041806
USD 210.000,310000.0,Juan María Gutiérrez,2500.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-4-ambientes--18705426,4.0,3.0,1,40.0,Frente,Oeste,0,Sí,Semipiso,85.0,85.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,argenprop,False,"(72.0, 103.0]",USD,210000.0,210000.0,311052000.0,1481.2,2026-05-13T14:00:00.000Z,0.000996617928835,JUAN MARIA GUTIERREZ,2500.0,14.0,Palermo,-34.58031183507033,-58.4152224581072,False,100.0,exacto_altura_fuera,True,0.7834544509149921,0.5742464928681722,0.3173293561387364,bajo,4+A,0,1,199689.0,2470.5882352941176,2349.2823529411767,14.60437483121793,3076.923076923077,0.7185047022536231,75-100,1241.371860653524,14.0,media,0.07459831201439382,0.037381786013194335,13.405129057170207,-0.025401687985606186,0.0020354411558041806
USD 250.000,250000.0,José Andrés Pacheco De Melo,2600.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-4-ambientes--19099271,4.0,3.0,2,40.0,Frente,Oeste,0,0,Piso,100.0,100.0,0.0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,argenprop,False,"(72.0, 103.0]",USD,250000.0,250000.0,370300000.0,1481.2,2026-05-13T14:00:00.000Z,0.0006751282743721,JOSE ANDRES PACHECO DE MELO,2600.0,2.0,Recoleta,-34.587369355879034,-58.400422333508395,True,100.0,exacto,True,1.4207899764813774,2.0460355088735676,1.0447534381885875,alto,4+A,0,1,237725.0,2500.0,2377.25,12.0,2763.157894736842,0.33438691912022267,75-100,1200.0,9.0,media,0.06057419286991272,0.024526343464086654,16.508680555555557,-0.03942580713008729,0.0014373274573867233
USD 83.000,290000.0,Larrea,1000.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-1-ambiente--17587220,1.0,0.0,1,40.0,Frente,Este,0,Sí,Departamento,40.0,40.0,0.0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(39.0, 53.0]",USD,83000.0,83000.0,122939600.0,1481.2,2026-05-13T14:00:00.000Z,0.002358881922505,LARREA,1000.0,2.0,Recoleta,-34.596669676892034,-58.40171844409589,True,100.0,exacto,True,0.7998081538158635,2.76193858332753,1.0447534381885875,alto,monoamb,0,1,78924.7,2075.0,1973.1174999999998,14.251282743721305,2763.157894736842,0.33438691912022267,35-55,570.0513097488522,16.0,media,0.08667268569897923,0.048449961890730975,11.537660243655946,-0.01332731430102077,0.0014373274573867233
USD 210.000,373000.0,ARENALES,3100.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-4-ambientes--18270400,4.0,3.0,1,40.0,Frente,Sudoeste,1,Sí,Semipiso,93.0,93.0,11.0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0,1,0,0,1,1,argenprop,False,"(72.0, 103.0]",USD,210000.0,210000.0,311052000.0,1481.2,2026-05-13T14:00:00.000Z,0.0011991564111466,ARENALES,3100.0,2.0,Recoleta,-34.58977188094582,-58.40755195010404,True,100.0,exacto,True,0.9615969459121838,1.8297151907853773,1.0447534381885875,alto,4+A,0,1,199689.0,2258.064516129032,2147.1935483870966,12.903225806451612,2763.157894736842,0.33438691912022267,75-100,1200.0,9.0,media,0.0721121343689437,0.035102789838198395,13.867291666666667,-0.027887865631056302,0.0014373274573867233
USD 198.000,256000.0,Laprida al,1700.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-3-ambientes--18380345,3.0,2.0,1,55.0,Frente,Norte,0,Sí,Departamento,58.0,83.0,25.0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,1,argenprop,False,"(72.0, 103.0]",USD,198000.0,198000.0,293277600.0,1481.2,2026-05-13T14:00:00.000Z,0.0008728931224205,LAPRIDA,1700.0,2.0,Recoleta,-34.59072755722283,-58.403749306484734,True,100.0,exacto,True,1.1259151365001037,2.109902747433258,1.0447534381885875,alto,3A,0,1,188278.19999999998,3413.793103448276,3246.175862068965,13.968171193906151,2763.157894736842,0.33438691912022267,55-75,810.1539292465568,19.0,media,0.051635543312814135,0.016332581370079622,19.36650485,-0.04836445668718587,0.0014373274573867233
USD 160.000,95000.0,Juncal al,2700.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-3-ambientes--17961194,3.0,2.0,1,50.0,Contrafrente,Este,1,Sí,Departamento,56.0,95.0,39.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,argenprop,False,"(72.0, 103.0]",USD,160000.0,160000.0,236992000.0,1481.2,2026-05-13T14:00:00.000Z,0.0004008574129084,JUNCAL,2700.0,2.0,Recoleta,-34.58996035122827,-58.403793220530915,True,100.0,exacto,True,1.176823642589956,2.039602902181778,1.0447534381885875,alto,3A,0,1,152144.0,2857.1428571428573,2716.8571428571427,14.467034450831372,2763.157894736842,0.33438691912022267,55-75,810.1539292465568,19.0,media,0.06389898484960749,0.02757406944547353,15.64970088888889,-0.03610101515039252,0.0014373274573867233
USD 72.000,178000.0,JUNCAL al,800.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-1-ambiente--19196221,1.0,0.0,1,60.0,Frente,No informado,0,0,Piso,30.0,30.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,argenprop,True,"(-0.001, 39.0]",USD,72000.0,72000.0,106646400.0,1481.2,2026-05-13T14:00:00.000Z,0.0016690671227533,JUNCAL,800.0,1.0,Retiro,-34.59287620934115,-58.37783787966223,True,100.0,exacto,True,0.33718331557705866,2.5081973308022985,1.3599759089981835,alto,monoamb,0,1,68464.8,2400.0,2282.1600000000003,11.252137906202176,1861.868109007697,0.49785862146109205,<35,337.5641371860653,119.0,alta,0.059165726712599516,0.023235249486549557,16.901676960000003,-0.04083427328740049,0.0018408245339653984
USD 288.000,200000.0,Bulnes,1300.0,https://www.argenprop.com/departamento-en-venta-en-palermo-viejo-3-ambientes--17289735,3.0,2.0,1,40.0,Frente,Norte,0,Sí,Semipiso,72.0,79.0,7.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1.0,0,0,1,1,1,1,argenprop,False,"(72.0, 103.0]",USD,288000.0,288000.0,426585600.0,1481.2,2026-05-13T14:00:00.000Z,0.000468839079425,BULNES,1300.0,14.0,Palermo,-34.59723533184645,-58.41713200542172,True,100.0,exacto,True,0.14395937646759743,1.7847085642637857,0.3173293561387364,bajo,3A,0,3,273859.2,4000.0,3803.6000000000004,11.805555555555555,3076.923076923077,0.7185047022536231,55-75,850.0,47.0,alta,0.037245416622848526,0.0031416319042778165,26.84894117647059,-0.06275458337715148,0.0020354411558041806
USD 189.000,170000.0,Fray Justo Santa María De Oro,2200.0,https://www.argenprop.com/departamento-en-venta-en-palermo-3-ambientes--19367846,3.0,2.0,2,14.0,Frente,No informado,0,Sí,Departamento,60.0,68.0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0,0,1,0,1,0,argenprop,False,"(53.0, 72.0]",USD,189000.0,189000.0,279946800.0,1481.2,2026-05-13T14:00:00.000Z,0.0006072582362077,FRAY JUSTO SANTA MARIA DE ORO,2200.0,14.0,Palermo,-34.582923763975245,-58.42764179432998,True,,recovery,True,0.2121230455784906,1.2423891715491187,0.3173293561387364,bajo,3A,0,3,179720.1,3150.0,2995.335,14.166666666666666,3076.923076923077,0.7185047022536231,55-75,850.0,47.0,alta,0.05675492056815014,0.021025343854137624,17.619617647058824,-0.04324507943184987,0.0020354411558041806
USD 385.000,500000.0,Amenabar al,2200.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-4-ambientes--17301379,4.0,3.0,1,33.0,Frente,Noreste,0,Sí,Piso,136.0,136.0,0.0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,argenprop,False,"(103.0, 992.0]",USD,385000.0,385000.0,570262000.0,1481.2,2026-05-13T14:00:00.000Z,0.000876789966717,AMENABAR,2200.0,13.0,Belgrano,-34.562667773015136,-58.45897428730404,True,100.0,exacto,True,0.7930709511803221,1.6587758670236576,0.32421076293276735,bajo,4+A,0,1,366096.5,2830.8823529411766,2691.886029411765,17.647058823529413,3050.0,0.33621262714882344,>100,2400.0,28.0,alta,0.0786677829479386,0.04111213436894371,12.711684027777778,-0.02133221705206141,0.0018112574622510603
USD 91.000,220000.0,ZAPATA,300.0,https://www.argenprop.com/departamento-en-venta-en-palermo-hollywood-1-ambiente--17926398,1.0,0.0,1,40.0,Interno,Noreste,0,0,Departamento,22.0,22.0,0.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1.0,0,1,1,0,0,0,argenprop,False,"(-0.001, 39.0]",USD,91000.0,91000.0,134789200.0,1481.2,2026-05-13T14:00:00.000Z,0.0016321782457348,ZAPATA,300.0,14.0,Palermo,-34.57413113698453,-58.44014271828175,True,100.0,exacto,True,0.3308239186926691,1.0360617089408681,0.3173293561387364,bajo,monoamb,0,8,86531.9,4136.363636363636,3933.2681818181813,19.946971742812952,3076.923076923077,0.7185047022536231,<35,438.83337834188495,105.0,alta,0.06085617604724523,0.02478482804330813,16.432185933333333,-0.03914382395275477,0.0020354411558041806
USD 275.000,690000.0,11 de Septiembre de 1888 al,2100.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-4-ambientes--18668115,4.0,3.0,1,50.0,Frente,Oeste,0,Sí,Departamento,115.0,115.0,0.0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(103.0, 992.0]",USD,275000.0,275000.0,407330000.0,1481.2,2026-05-13T14:00:00.000Z,0.0016939582156973,11 DE SEPTIEMBRE DE 1888,2100.0,13.0,Nuñez,-34.5362654393121,-58.46799784485278,False,100.0,exacto_altura_fuera,True,3.539949796960282,4.5442482706502965,0.32421076293276735,bajo,4+A,0,0,261497.5,2391.304347826087,2273.891304347826,20.869565217391305,3050.0,0.33621262714882344,>100,2400.0,28.0,alta,0.11013489612711402,0.0699569881165212,9.079774305555556,0.010134896127114018,0.0018112574622510603
USD 95.000,200000.0,Arenales al,2200.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-2-ambientes--19138681,2.0,1.0,1,40.0,Lateral,No informado,0,0,Departamento,35.0,38.0,3.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,argenprop,False,"(-0.001, 39.0]",USD,95000.0,95000.0,140714000.0,1481.2,2026-05-13T14:00:00.000Z,0.0014213226828886,ARENALES,2200.0,2.0,Recoleta,-34.594386102660884,-58.39765912283341,True,100.0,exacto,True,0.6380233442341295,2.776552114494571,1.0447534381885875,alto,2A,0,1,90335.5,2714.285714285714,2581.0142857142855,11.573627560665097,2763.157894736842,0.33438691912022267,<35,405.0769646232784,21.0,alta,0.05380967145230104,0.018325532164609287,18.584019805555556,-0.046190328547698965,0.0014373274573867233
USD 365.000,480000.0,Manuel Ugarte,1855.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-4-ambientes--19244168,4.0,3.0,4,10.0,Contrafrente,Norte,0,Sí,Departamento,94.0,102.0,8.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,1,1,0,argenprop,False,"(72.0, 103.0]",USD,365000.0,365000.0,540638000.0,1481.2,2026-05-13T14:00:00.000Z,0.0008878399224619,MANUEL UGARTE,1855.0,13.0,Belgrano,-34.553511844402145,-58.45630118848501,True,100.0,exacto,True,1.827943087527677,2.7052306311020633,0.32421076293276735,bajo,4+A,0,1,347078.5,3882.978723404255,3692.324468085106,11.491545095695841,3050.0,0.33621262714882344,75-100,1080.205238995409,13.0,media,0.03734735187556967,0.0032350725526055363,26.775660114583335,-0.06265264812443033,0.0018112574622510603
USD 180.000,400000.0,Mexico,4200.0,https://www.argenprop.com/departamento-en-venta-en-almagro-sur-3-ambientes--12110765,3.0,2.0,1,11.0,Frente,Este,1,Sí,Departamento,100.0,100.0,0.0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1.0,0,1,0,0,1,0,argenprop,False,"(72.0, 103.0]",USD,180000.0,180000.0,266616000.0,1481.2,2026-05-13T14:00:00.000Z,0.0015002850541602,MEXICO,4200.0,5.0,Almagro,-34.62042615449342,-58.42509002024424,True,100.0,exacto,True,0.8478458802891464,1.3846780409386756,0.7262366972989581,alto,3A,0,2,171162.0,1800.0,1711.62,10.12692411558196,2285.358181494451,0.8153691824811038,75-100,1012.692411558196,5.0,media,0.07099887205511943,0.034082299383859475,14.0847308,-0.029001127944880578,0.0013072260551381246
USD 120.000,220000.0,Venezuela,4000.0,https://www.argenprop.com/departamento-en-venta-en-almagro-sur-3-ambientes--19255522,3.0,2.0,1,40.0,Frente,Norte,1,Sí,Departamento,85.0,85.0,0.0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,argenprop,False,"(72.0, 103.0]",USD,120000.0,120000.0,177744000.0,1481.2,2026-05-13T14:00:00.000Z,0.0012377351696822,VENEZUELA,4000.0,,,,,False,,sin_match,False,,,,,3A,0,1,114108.0,1411.764705882353,1342.4470588235295,,,,75-100,,,baja,,,,,
USD 88.000,110000.0,San Luis,3300.0,https://www.argenprop.com/departamento-en-venta-en-almagro-2-ambientes--19028939,2.0,1.0,1,40.0,No informado,No informado,0,Sí,Departamento,28.0,37.0,9.0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,argenprop,True,"(-0.001, 39.0]",USD,88000.0,88000.0,130345600.0,1481.2,2026-05-13T14:00:00.000Z,0.0008439103429651,SAN LUIS,3300.0,3.0,Balvanera,-34.5993436759874,-58.411359698211406,True,100.0,exacto,True,0.3349809102200729,2.126233190809588,0.9331491918927998,alto,2A,0,0,83679.2,3142.8571428571427,2988.542857142857,13.261448246595425,1782.4310520939734,0.3306390495886265,<35,371.3205509046719,23.0,alta,0.05324915404133958,0.017811724537894615,18.779641066666667,-0.04675084595866043,0.0010344625327268753
USD 95.000,190000.0,Emilio Mitre,100.0,https://www.argenprop.com/departamento-en-venta-en-caballito-2-ambientes--19326297,2.0,1.0,1,50.0,Frente,Sudoeste,0,0,Departamento,40.91,43.15,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,argenprop,False,"(39.0, 53.0]",USD,95000.0,95000.0,140714000.0,1481.2,2026-05-13T14:00:00.000Z,0.0013502565487442,EMILIO MITRE,100.0,6.0,Caballito,-34.62246621048037,-58.44400719213881,True,100.0,exacto,True,0.9739475985842585,0.380057709671597,0.6815238874122538,alto,2A,0,0,90335.5,2322.170618430702,2208.1520410657545,11.551938207296297,2342.8571428571427,0.2822013725531903,35-55,472.5897920604915,83.0,alta,0.06277795002768455,0.026546454192044166,15.929159833333335,-0.03722204997231546,0.001470955723664781
