Precio,Expensas,Calle,Altura,Link,Ambientes,Dormitorios,Baños,Antiguedad,Disposicion,Orientacion,Apto_Profesional,Apto_Credito,Tipo_Unidad,Sup_Cubierta_m2,Sup_Total_m2,Sup_Descubierta_m2,Aire_acondicionado_individual,Electricidad,Losa_radiante,Gas_natural,Agua_corriente,Agua_caliente,Balcón,Terraza,Jardín,Patio,Baulera,Cochera,Muebles_de_cocina,Lavarropas,Lavavajillas,Conexión_para_lavarropas,Permite_Mascotas,Ascensor,Pileta,Parrilla,SUM,Gimnasio,Sauna,Laundry,Seguridad_24hs,Acceso_para_personas_con_movilidad_reducida,Pavimento,ABL,Smart_Amenities,Smart_Losa_Central,Smart_Luminoso,Smart_Balcon_Aterrazado,fuente,_dup_interfuente,rango_sup,Moneda,Precio_num,Precio_USD,Precio_ARS,TC_CCL_aplicado,TC_fecha,ratio_expensas_precio,calle_norm,Altura_num,Comuna,Barrio,lat,lon,altura_ok,geo_score,geo_method,geo_ok,Distancia_subte_km,Distancia_parque_km,Tasa_delitos_comuna,Zona_riesgo,Tipologia,A_estrenar,Indice_amenities,Precio_ajustado_USD,Precio_m2_USD,Precio_m2_ajustado_USD,Renta_m2_USD,Precio_m2_mediano_comuna,Volatilidad_Precio_m2_comuna,banda_sup,Renta_estimada_mensual_USD,Match_count,confianza_renta,Rentabilidad_bruta_anual,Rentabilidad_neta_anual,Payback_anios,Yield_gap_vs_bonos,Liquidez_oferta_comuna
65.500 USD,112950.0,ESTADOS UNIDOS,1700.0,https://www.remax.com.ar/listings/venta-en-pozo-monoambiente-monserrat,1.0,0.0,1,40.0,No informado,No informado,0,0,Departamento,28.0,30.7,2.7,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0.0,0,0,1,1,1,0,remax,False,"(-0.001, 39.0]",USD,65500.0,65500.0,97018600.0,1481.2,2026-05-13T14:00:00.000Z,0.0011642097494707,ESTADOS UNIDOS,1700.0,1.0,Constitucion,-34.61892476184032,-58.38959716323344,True,100.0,exacto,True,0.11042467509794426,1.6149017169618638,1.3599759089981835,alto,monoamb,0,6,62283.95,2339.285714285714,2224.4267857142854,12.055862042359475,1861.868109007697,0.49785862146109205,<35,337.5641371860653,119.0,alta,0.06503713470697962,0.028617373481397996,15.375831123333334,-0.03496286529302038,0.0018408245339653984
94.000 USD,145000.0,ESTADOS UNIDOS,1700.0,https://www.remax.com.ar/listings/venta-depto-2-ambientes-monserrat-c-amenities,2.0,1.0,1,40.0,Contrafrente,No informado,0,0,Departamento,48.0,50.6,2.6,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0.0,0,0,1,1,1,0,remax,False,"(39.0, 53.0]",USD,94000.0,94000.0,139232800.0,1481.2,2026-05-13T14:00:00.000Z,0.0010414212742974,ESTADOS UNIDOS,1700.0,1.0,Constitucion,-34.61892476184032,-58.38959716323344,True,100.0,exacto,True,0.11042467509794426,1.6149017169618638,1.3599759089981835,alto,2A,0,6,89384.59999999999,1958.3333333333333,1862.1791666666666,10.131143667296787,1861.868109007697,0.49785862146109205,35-55,486.29489603024575,98.0,alta,0.0652857287761309,0.028845251378119986,15.317283252348558,-0.03471427122386911,0.0018408245339653984
176.000 USD,1.0,ESTADOS UNIDOS,1700.0,https://www.remax.com.ar/listings/venta-en-pozo-3-ambientes-en-constitucion,3.0,2.0,1,40.0,No informado,No informado,0,0,Departamento,84.0,90.0,6.0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0.0,0,0,1,1,1,0,remax,False,"(72.0, 103.0]",USD,176000.0,176000.0,260691200.0,1481.2,2026-05-13T14:00:00.000Z,3.835956104387106e-09,ESTADOS UNIDOS,1700.0,1.0,Constitucion,-34.61892476184032,-58.38959716323344,True,100.0,exacto,True,0.11042467509794426,1.6149017169618638,1.3599759089981835,alto,3A,0,6,167358.4,2095.2380952380954,1992.3619047619047,11.573627560665098,1861.868109007697,0.49785862146109205,75-100,972.1847150958682,30.0,alta,0.06970798347229908,0.032898984849607495,14.345559148148148,-0.03029201652770093,0.0018408245339653984
690.000 USD,400000.0,MENDOZA,3000.0,https://www.remax.com.ar/listings/venta-belgrano-r-4-amb-con-cochera-full-amenities,4.0,3.0,1,40.0,Frente,No informado,0,0,Departamento,149.73,166.14,2.46,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0.0,0,0,1,1,1,0,remax,False,"(103.0, 992.0]",USD,690000.0,690000.0,1022028000.0,1481.2,2026-05-13T14:00:00.000Z,0.0003913787097809,MENDOZA,3000.0,13.0,Belgrano,-34.5641120688132,-58.46264106676894,True,100.0,exacto,True,0.6820061888441548,1.4384639829443198,0.32421076293276735,bajo,4+A,0,7,656121.0,4608.294930875576,4382.027649769586,16.028851933480265,3050.0,0.33621262714882344,>100,2400.0,28.0,alta,0.04389434265935704,0.009236480771077285,22.781979166666666,-0.05610565734064297,0.0018112574622510603
144.100 USD,145000.0,LA PAMPA,2900.0,https://www.remax.com.ar/listings/venta-departamento-monoambiente-belgrano-r,1.0,1.0,1,40.0,No informado,No informado,0,0,Departamento,39.58,39.58,0.0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0.0,0,0,1,1,1,0,remax,True,"(39.0, 53.0]",USD,144100.0,144100.0,213440920.0,1481.2,2026-05-13T14:00:00.000Z,0.0006793448978761,LA PAMPA,2900.0,13.0,Belgrano,-34.5672630616624,-58.45841877091529,True,100.0,exacto,True,0.2870708800557021,1.19723428407036,0.32421076293276735,bajo,monoamb,0,7,137024.69,3640.7276402223347,3461.9679130874183,12.632642748863063,3050.0,0.33621262714882344,35-55,500.0,21.0,alta,0.04378772905817192,0.009138751636657593,22.837448333333334,-0.05621227094182808,0.0018112574622510603
192.000 USD,170000.0,Tomás A. Le Bretón,4200.0,https://www.remax.com.ar/listings/depto-venta-2-amb-estrenar-villa-urquiza-amenities,2.0,1.0,1,40.0,No informado,No informado,0,sí,Departamento,48.28,57.31,9.03,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0,0,1,0,1,0,remax,False,"(53.0, 72.0]",USD,192000.0,192000.0,284390400.0,1481.2,2026-05-13T14:00:00.000Z,0.0005977698262669,TOMAS A LE BRETON,4200.0,12.0,Villa Urquiza,-34.56485944630659,-58.480141126963574,True,100.0,exacto,True,1.1425470970100784,2.0016435036205737,0.4997101681025006,medio,2A,0,4,182572.8,3976.801988400994,3781.541010770505,10.487701031050083,2950.0,0.23339807035386917,35-55,506.346205779098,102.0,alta,0.033280721275837234,-0.0004926721638158653,30.047425706666665,-0.06671927872416278,0.0016590377581003019
75.800 USD,139000.0,ARISMENDI,2700.0,https://www.remax.com.ar/listings/monoambiente-venta-villa-urquiza-a-estrenar,1.0,0.0,1,40.0,Contrafrente,No informado,0,0,Departamento,28.8,28.8,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0.0,0,0,1,0,1,0,remax,False,"(-0.001, 39.0]",USD,75800.0,75800.0,112274960.0,1481.2,2026-05-13T14:00:00.000Z,0.0012380320598644,ARISMENDI,2700.0,15.0,Parque Chas,-34.584560512009894,-58.47647002935642,True,100.0,exacto,True,0.8238407784107799,1.4177713777858534,0.3560200247570848,bajo,monoamb,0,5,72078.22,2631.9444444444443,2502.7159722222223,12.893074684189996,2405.4982817869413,0.31450346126120116,<35,371.3205509046719,71.0,alta,0.06181959835933882,0.025667965162727246,16.17609991878788,-0.038180401640661187,0.00169246442538368
415.000 USD,500000.0,GUIDO,1900.0,https://www.remax.com.ar/listings/departamento-2-amb-venta-recoleta-full-amenities,2.0,1.0,1,40.0,No informado,No informado,0,0,Departamento,70.0,70.0,0.0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0,0,1,1,1,0,remax,False,"(53.0, 72.0]",USD,415000.0,415000.0,614698000.0,1481.2,2026-05-13T14:00:00.000Z,0.0008134075594844,GUIDO,1900.0,2.0,Recoleta,-34.58960776269477,-58.39045851525337,True,100.0,exacto,True,1.0117341420742627,2.9307670549769522,1.0447534381885875,alto,2A,0,4,394623.5,5928.571428571428,5637.478571428572,9.162455152193202,2763.157894736842,0.33438691912022267,55-75,641.3718606535241,3.0,baja,0.019503304612731604,-0.013121970771662696,51.27336212280702,-0.0804966953872684,0.0014373274573867233
214.000 USD,400000.0,Felipe Vallese,1600.0,https://www.remax.com.ar/listings/3-ambientes-balcon-cochera,3.0,2.0,1,40.0,No informado,No informado,0,sí,Departamento,82.08,103.52,5.18,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,remax,False,"(103.0, 992.0]",USD,214000.0,214000.0,316976800.0,1481.2,2026-05-13T14:00:00.000Z,0.0012619220081722,FELIPE VALLESE,1600.0,6.0,Caballito,-34.61699026732373,-58.456176566448974,True,100.0,exacto,True,1.9485625580315076,0.6411655363385667,0.6815238874122538,alto,3A,0,2,203492.6,2607.2124756335284,2479.1983430799223,12.3378705111866,2342.8571428571427,0.2822013725531903,75-100,1012.692411558196,6.0,media,0.05971867742953971,0.023742120977078066,16.745179951111112,-0.0402813225704603,0.001470955723664781
266.900 USD,400000.0,Felipe Vallese,1600.0,https://www.remax.com.ar/listings/departamento-4-amb-opc-cochera-y-balcon-terraza,4.0,2.0,1,40.0,No informado,No informado,0,sí,Departamento,123.32,156.07,15.67,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,1,remax,False,"(103.0, 992.0]",USD,266900.0,266900.0,395332280.0,1481.2,2026-05-13T14:00:00.000Z,0.0010118070803628,FELIPE VALLESE,1600.0,6.0,Caballito,-34.61699026732373,-58.456176566448974,True,100.0,exacto,True,1.9485625580315076,0.6411655363385667,0.6815238874122538,alto,4+A,0,2,253795.21,2164.2880311385015,2058.021488809601,17.415813058973587,2342.8571428571427,0.2822013725531903,>100,2147.7180664326224,8.0,media,0.10154887004050026,0.0620864642037919,9.847475403726056,0.0015488700405002498,0.001470955723664781
294.900 USD,400000.0,Felipe Vallese,1600.0,https://www.remax.com.ar/listings/departamento-3-ambientes-cochera,3.0,2.0,1,40.0,No informado,No informado,0,sí,Departamento,123.32,156.07,15.67,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,remax,False,"(103.0, 992.0]",USD,294900.0,294900.0,436805880.0,1481.2,2026-05-13T14:00:00.000Z,0.0009157385885006,FELIPE VALLESE,1600.0,6.0,Caballito,-34.61699026732373,-58.456176566448974,True,100.0,exacto,True,1.9485625580315076,0.6411655363385667,0.6815238874122538,alto,3A,0,2,280420.41,2391.339604281544,2273.92482971132,5.748335128857746,2342.8571428571427,0.2822013725531903,>100,708.8846880907372,2.0,baja,0.030335225089674633,-0.0031927103344649215,32.964977086666664,-0.06966477491032537,0.001470955723664781
98.000 USD,112950.0,Doctor Luis Beláustegui,800.0,https://www.remax.com.ar/listings/dpto-monoambiente-en-venta-villa-crespo-con-balcon,1.0,0.0,1,40.0,Interno,Norte,0,0,Departamento,36.0,38.21,2.21,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0.0,0,0,1,1,1,0,remax,False,"(-0.001, 39.0]",USD,98000.0,98000.0,145157600.0,1481.2,2026-05-13T14:00:00.000Z,0.000778119781534,DOCTOR LUIS BELAUSTEGUI,800.0,15.0,Villa Crespo,-34.6033939059091,-58.45305376042033,True,100.0,exacto,True,0.5933907848004125,1.5325104245074963,0.3560200247570848,bajo,monoamb,0,4,93188.2,2722.222222222222,2588.561111111111,12.5,2405.4982817869413,0.31450346126120116,35-55,450.0,15.0,media,0.05794725083218691,0.022118313262838005,17.257074074074072,-0.0420527491678131,0.00169246442538368
530.000 USD,400000.0,Marcelo Torcuato de Alvear,1700.0,https://www.remax.com.ar/listings/venta-4-ambientes-recoleta-a-estrenar-amenities,4.0,3.0,1,40.0,No informado,No informado,0,0,Departamento,134.0,158.0,6.0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0.0,0,0,1,1,1,0,remax,False,"(103.0, 992.0]",USD,530000.0,530000.0,785036000.0,1481.2,2026-05-13T14:00:00.000Z,0.000509530773111,MARCELO TORCUATO DE ALVEAR,1700.0,2.0,Recoleta,-34.597215104933426,-58.39157818890922,True,,recovery,True,0.18143777031475136,3.2208911003287373,1.0447534381885875,alto,4+A,0,5,503977.0,3955.223880597015,3761.0223880597014,12.313432835820896,2763.157894736842,0.33438691912022267,>100,1650.0,17.0,media,0.03928750716798584,0.005013548237320357,25.45338383838384,-0.060712492832014166,0.0014373274573867233
390.000 USD,160000.0,SAN JOSE DE CALASANZ,400.0,https://www.remax.com.ar/listings/departamento-4-ambientes-venta-en-caballito,4.0,3.0,1,40.0,No informado,No informado,0,0,Departamento,120.0,133.0,13.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,1,0,1,0,remax,False,"(103.0, 992.0]",USD,390000.0,390000.0,577668000.0,1481.2,2026-05-13T14:00:00.000Z,0.0002769757023065,SAN JOSE DE CALASANZ,400.0,6.0,Caballito,-34.62289289005596,-58.43783157608899,True,100.0,exacto,True,0.529640962434157,0.2944699341390824,0.6815238874122538,alto,4+A,0,2,370851.0,3250.0,3090.425,17.897650553605185,2342.8571428571427,0.2822013725531903,>100,2147.7180664326224,8.0,media,0.06949588054822953,0.03270455716921041,14.3893421036087,-0.03050411945177048,0.001470955723664781
149.900 USD,30000.0,Felipe Vallese,1600.0,https://www.remax.com.ar/listings/venta-3-ambientes-cochera-caballito,3.0,2.0,1,40.0,No informado,No informado,0,sí,Departamento,52.43,60.33,7.899999999999999,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,remax,True,"(53.0, 72.0]",USD,149900.0,149900.0,222031880.0,1481.2,2026-05-13T14:00:00.000Z,0.0001351157320291,FELIPE VALLESE,1600.0,6.0,Caballito,-34.61699026732373,-58.456176566448974,True,100.0,exacto,True,1.9485625580315076,0.6411655363385667,0.6815238874122538,alto,3A,0,2,142539.91,2859.0501621209232,2718.670799160786,10.623323027980312,2342.8571428571427,0.2822013725531903,35-55,556.9808263570078,12.0,media,0.04689051590031237,0.011982972908619667,21.326274211313134,-0.05310948409968764,0.001470955723664781
288.731 USD,244500.0,DIRECTORIO AV.,700.0,https://www.remax.com.ar/listings/venta-depto-3-ambientes-caballito-amenities,3.0,2.0,1,40.0,No informado,No informado,0,0,Departamento,78.43,78.43,0.0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0.0,0,0,1,1,1,0,remax,False,"(72.0, 103.0]",USD,288731.0,288731.0,427668357.2,1481.2,2026-05-13T14:00:00.000Z,0.0005717046769622,DIRECTORIO AVENIDA,700.0,6.0,Caballito,-34.62839789119832,-58.436409801700336,True,100.0,recovery,True,0.2079539381489399,0.8824904534435623,0.6815238874122538,alto,3A,0,7,274554.3079,3681.3846742317987,3500.628686727018,12.912054208315643,2342.8571428571427,0.2822013725531903,75-100,1012.692411558196,6.0,media,0.04426194959987496,0.009573453799885378,22.592768936748893,-0.05573805040012505,0.001470955723664781
125.000 USD,145000.0,INDEPENDENCIA AV.,1500.0,https://www.remax.com.ar/listings/dpto-monambiente-en-san-cristobal-full-amenities,1.0,0.0,1,40.0,Contrafrente,No informado,0,0,Departamento,39.39,48.5,6.48,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0.0,0,0,1,0,1,0,remax,False,"(39.0, 53.0]",USD,125000.0,125000.0,185150000.0,1481.2,2026-05-13T14:00:00.000Z,0.0007831487982716,INDEPENDENCIA AVENIDA,1500.0,1.0,Constitucion,-34.61787736933607,-58.386670820183774,True,100.0,recovery,True,0.18858213922951184,1.4445656423627362,1.3599759089981835,alto,monoamb,0,5,118862.5,3173.394262503173,3017.5806042142676,12.340501587914043,1861.868109007697,0.49785862146109205,35-55,486.0923575479341,23.0,alta,0.04907442036449855,0.01398488533412367,20.377214699074074,-0.050925579635501456,0.0018408245339653984
63.000 USD,150000.0,DIRECTORIO AV.,3300.0,https://www.remax.com.ar/listings/venta-depto-2-amb-en-flores-acepta-financiacion,2.0,1.0,1,40.0,Lateral,No informado,0,0,Departamento,35.44,35.44,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,remax,False,"(-0.001, 39.0]",USD,63000.0,63000.0,93315600.0,1481.2,2026-05-13T14:00:00.000Z,0.0016074482723145,DIRECTORIO AVENIDA,3300.0,10.0,Floresta,-34.63682018388843,-58.47185967974367,True,100.0,recovery,True,2.5686968923002658,1.2355346250118446,0.48186384936936066,medio,2A,0,2,59906.7,1777.6523702031604,1690.369638826185,12.38243166878908,2021.2195004726127,0.3093771634352494,35-55,438.83337834188495,30.0,alta,0.08790336540157644,0.04957808495144508,11.376128723076922,-0.01209663459842357,0.0007950753514594451
117.233 USD,164889.0,SANTA FE AV.,5200.0,https://www.remax.com.ar/listings/monoambiente-apto-credito-palermo-amenities,1.0,0.0,1,40.0,No informado,No informado,0,sí,Departamento,32.63,38.44,2.96,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0,0,1,0,1,0,remax,False,"(-0.001, 39.0]",USD,117233.0,117233.0,173645519.6,1481.2,2026-05-13T14:00:00.000Z,0.0009495724414878,SANTA FE AVENIDA,5200.0,14.0,Palermo,-34.575140455110784,-58.43486924610917,True,100.0,exacto,True,0.6067743496665345,0.7248969547155525,0.3173293561387364,bajo,monoamb,0,4,111476.8597,3592.7980386147715,3416.391654918786,13.448770405819335,3076.923076923077,0.7185047022536231,<35,438.83337834188495,105.0,alta,0.0472385081018085,0.012301965759991122,21.169169818928207,-0.05276149189819151,0.0020354411558041806
89.019 USD,145000.0,CHACABUCO,1300.0,https://www.remax.com.ar/listings/venta-2-amb-san-telmo-entrega-mayo-2026,2.0,1.0,1,40.0,No informado,No informado,0,0,Departamento,44.51,44.51,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,remax,False,"(39.0, 53.0]",USD,89019.0,89019.0,131854942.8,1481.2,2026-05-13T14:00:00.000Z,0.0010996933214702,CHACABUCO,1300.0,1.0,San Telmo,-34.622694342601356,-58.37560033052948,True,100.0,exacto,True,0.7710641994184345,0.34300327079947573,1.3599759089981835,alto,2A,0,2,84648.16709999999,1999.9775331386206,1901.778636261514,10.925520018653017,1861.868109007697,0.49785862146109205,35-55,486.29489603024575,98.0,alta,0.06893874908678264,0.032193853329550756,14.505630189795918,-0.03106125091321736,0.0018408245339653984
88.139 USD,145000.0,TACUARI,900.0,https://www.remax.com.ar/listings/monoambiente-amenities-san-telmo-entreg-junio-2026,1.0,0.0,1,40.0,No informado,No informado,0,0,Departamento,35.89,42.99,3.92,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0,0,1,0,1,0,remax,False,"(39.0, 53.0]",USD,88139.0,88139.0,130551486.8,1481.2,2026-05-13T14:00:00.000Z,0.0011106729119227,TACUARI,900.0,1.0,Constitucion,-34.61803447363898,-58.37875191218333,True,100.0,exacto,True,0.48619007629235655,0.9360002392917953,1.3599759089981835,alto,monoamb,0,3,83811.37509999999,2455.809417665088,2335.2291752577316,13.543949778432268,1861.868109007697,0.49785862146109205,35-55,486.0923575479341,23.0,alta,0.06959805018847864,0.032798212672772095,14.368218610893518,-0.03040194981152136,0.0018408245339653984
89.019 USD,145000.0,CHACABUCO,1300.0,https://www.remax.com.ar/listings/venta-2-amb-balcon-entrega-mayo-2026-san-telmo,2.0,1.0,1,40.0,No informado,No informado,0,0,Departamento,38.49,44.51,3.9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,remax,False,"(39.0, 53.0]",USD,89019.0,89019.0,131854942.8,1481.2,2026-05-13T14:00:00.000Z,0.0010996933214702,CHACABUCO,1300.0,1.0,San Telmo,-34.622694342601356,-58.37560033052948,True,100.0,exacto,True,0.7710641994184345,0.34300327079947573,1.3599759089981835,alto,2A,0,2,84648.16709999999,2312.7825409197194,2199.2249181605607,12.63431790153925,1861.868109007697,0.49785862146109205,35-55,486.29489603024575,98.0,alta,0.06893874908678264,0.032193853329550756,14.505630189795918,-0.03106125091321736,0.0018408245339653984
90.279 USD,145000.0,CHACABUCO,1300.0,https://www.remax.com.ar/listings/venta-2-amb-balcon-san-telmo-entrega-mayo-2026,2.0,1.0,1,40.0,No informado,No informado,0,0,Departamento,45.14,45.14,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,remax,False,"(39.0, 53.0]",USD,90279.0,90279.0,133721254.8,1481.2,2026-05-13T14:00:00.000Z,0.0010843451941643,CHACABUCO,1300.0,1.0,San Telmo,-34.622694342601356,-58.37560033052948,True,100.0,exacto,True,0.7710641994184345,0.34300327079947573,1.3599759089981835,alto,2A,0,2,85846.3011,1999.9778466991581,1901.7789344262294,10.773037129602255,1861.868109007697,0.49785862146109205,35-55,486.29489603024575,98.0,alta,0.06797658929492245,0.031311873520345576,14.710946965306123,-0.032023410705077554,0.0018408245339653984
82.713 USD,145000.0,TACUARI,900.0,https://www.remax.com.ar/listings/venta-san-telmo-entrega-junio-2026-amenities,1.0,0.0,1,40.0,No informado,No informado,0,0,Departamento,35.21,41.77,3.47,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0,0,1,0,1,0,remax,False,"(39.0, 53.0]",USD,82713.0,82713.0,122514495.6,1481.2,2026-05-13T14:00:00.000Z,0.0011835334201873,TACUARI,900.0,1.0,Constitucion,-34.61803447363898,-58.37875191218333,True,100.0,exacto,True,0.48619007629235655,0.9360002392917953,1.3599759089981835,alto,monoamb,0,3,78651.7917,2349.1337688156773,2233.7913007668276,13.805519953079639,1861.868109007697,0.49785862146109205,35-55,486.0923575479341,23.0,alta,0.07416370516801855,0.03698339640401701,13.483684475236112,-0.02583629483198145,0.0018408245339653984
84.189 USD,145000.0,TACUARI,900.0,https://www.remax.com.ar/listings/venta-1-amb-san-telmo-entrega-junio-2026-amenities,1.0,1.0,1,40.0,No informado,No informado,0,0,Departamento,35.23,42.52,4.14,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0,0,1,0,1,0,remax,True,"(39.0, 53.0]",USD,84189.0,84189.0,124700746.8,1481.2,2026-05-13T14:00:00.000Z,0.0011627837340265,TACUARI,900.0,1.0,Constitucion,-34.61803447363898,-58.37875191218333,True,100.0,exacto,True,0.48619007629235655,0.9360002392917953,1.3599759089981835,alto,monoamb,0,3,80055.3201,2389.696281578201,2272.362194152711,13.797682587224926,1861.868109007697,0.49785862146109205,35-55,486.0923575479341,23.0,alta,0.07286346845267576,0.03579151274828611,13.724298626402778,-0.027136531547324247,0.0018408245339653984
127.900 USD,100000.0,Felipe Vallese,1600.0,https://www.remax.com.ar/listings/departamento-3-ambientes-venta-caballito,3.0,2.0,1,40.0,No informado,No informado,0,sí,Departamento,52.43,60.33,7.899999999999999,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,remax,True,"(53.0, 72.0]",USD,127900.0,127900.0,189445480.0,1481.2,2026-05-13T14:00:00.000Z,0.0005278563521283,FELIPE VALLESE,1600.0,6.0,Caballito,-34.61699026732373,-58.456176566448974,True,100.0,exacto,True,1.9485625580315076,0.6411655363385667,0.6815238874122538,alto,3A,0,2,121620.11,2439.4430669464045,2319.6664123593364,10.623323027980312,2342.8571428571427,0.2822013725531903,35-55,556.9808263570078,12.0,media,0.05495612457745757,0.019376447529336115,18.196334033535354,-0.045043875422542436,0.001470955723664781
126.295 USD,158680.0,SANTA FE AV.,5200.0,https://www.remax.com.ar/listings/venta-monoamb-apto-credito-palermo-amenities,1.0,0.0,1,40.0,Frente,No informado,0,sí,Departamento,42.1,42.1,0.0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0.0,0,0,1,0,1,0,remax,False,"(39.0, 53.0]",USD,126295.0,126295.0,187068154.0,1481.2,2026-05-13T14:00:00.000Z,0.0008482469977225,SANTA FE AVENIDA,5200.0,14.0,Palermo,-34.575140455110784,-58.43486924610917,True,100.0,exacto,True,0.6067743496665345,0.7248969547155525,0.3173293561387364,bajo,monoamb,0,6,120093.9155,2999.8812351543943,2852.5870665083135,15.096413449196676,3076.923076923077,0.7185047022536231,35-55,635.5590062111801,32.0,alta,0.06350619881765918,0.027214015582854245,15.74649433626517,-0.03649380118234083,0.0020354411558041806
550.000 USD,450000.0,LAS CASAS,2300.0,https://www.remax.com.ar/listings/departamento-piso-5-amb-venta-recoleta-con-patio,5.0,4.0,1,40.0,No informado,No informado,0,0,Departamento,250.0,290.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,remax,False,"(103.0, 992.0]",USD,550000.0,550000.0,814660000.0,1481.2,2026-05-13T14:00:00.000Z,0.0005523776790317,LAS CASAS,2300.0,5.0,Boedo,-34.63449823259005,-58.413452800590875,False,100.0,exacto_altura_fuera,True,0.7575850982658776,1.042909631993161,0.7262366972989581,alto,4+A,0,2,522995.0,2200.0,2091.98,5.6,2285.358181494451,0.8153691824811038,>100,1400.0,5.0,media,0.03212267803707492,-0.001554211799347985,31.13065476190476,-0.06787732196292509,0.0013072260551381246
225.000 USD,170000.0,ARRIBEÑOS,2700.0,https://www.remax.com.ar/listings/venta-depto-2-ambientes-a-estrenar-belgrano,2.0,1.0,1,40.0,No informado,No informado,0,0,Departamento,55.0,65.0,10.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,1,0,1,0,remax,False,"(53.0, 72.0]",USD,225000.0,225000.0,333270000.0,1481.2,2026-05-13T14:00:00.000Z,0.0005100969184144,ARRIBENOS,2700.0,13.0,Belgrano,-34.553069947632665,-58.45436272827104,True,100.0,exacto,True,1.9081466885300653,2.803412467198673,0.32421076293276735,bajo,2A,0,2,213952.5,4090.909090909091,3890.0454545454545,10.433800603932928,3050.0,0.33621262714882344,35-55,573.8590332163111,115.0,alta,0.03218615533165414,-0.0014960242793170375,31.06925911764706,-0.06781384466834586,0.0018112574622510603
