Precio	Expensas	Calle	Altura	Piso	Detalles	Descripción	Link	Ambientes	Dormitorios	Baños	Toilettes	Estado	Antiguedad	Disposicion	Orientacion	Tipo_Balcon	Apto_Profesional	Apto_Credito	Tipo_Unidad	Tipo_Operacion	Sup_Cubierta_m2	Sup_Total_m2	Sup_Descubierta_m2	Precio_Ficha	Expensas_Ficha	Cant_Pisos_Edificio	Deptos_Por_Piso	Antiguedad_Edificio	Estado_Edificio	Aire_acondicionado_individual	Electricidad	Losa_radiante	Gas_natural	Agua_corriente	Agua_caliente	Balcón	Terraza	Jardín	Patio	Baulera	Cochera	Muebles_de_cocina	Lavarropas	Lavavajillas	Conexión_para_lavarropas	Permite_Mascotas	Apto_Crédito	Ascensor	Pileta	Piscina	Parrilla	SUM	Gimnasio	Sauna	Laundry	Seguridad_24hs	Vigilancia	Acceso_para_personas_con_movilidad_reducida	Pavimento	ABL	Smart_Amenities	Smart_Losa_Central	Smart_Luminoso	Smart_Balcon_Aterrazado
USD 59.900	ARS 10.000	Belgrano al	4200	N/A	25 m² cubie. 80 años 1 baño	Acabas de encontrar una excelente oportunidad de inversión, ideal para quienes buscan una unidad lista para habitar o bien alquilar, reciclada a nuevo, prácticamente a estrenar y con muy bajas expensas.Excelente ubicación de Almagro, a solo 2 cuadras de Subte A estación Rio de Janeiro. Edificio antiguo en excelente estado y con solo $10.000 de expensas Se trata de un ambiente el cual cuenta con 25m2 cubiertos mas un patio común de uso exclusivo de 6m2. Completo placard con frente e interiores, moderno baño, cocina con completos muebles de alto y bajo mesada, todo impecable. No dejes de visitar esta unidad Erranti Propiedades Corredor Responsable Juan Paulo Erranti CUCICBA Matrícula 4486	https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--19424221	1	N/A	1	N/A	N/A	80	N/A	N	N/A	0	N/A	Departamento	Venta	25	25	N/A	USD 59.900	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 120.000	ARS 140.000	Luis Maria Drago	278	2	52 m² cubie. 2 dorm. 40 años	[EUGENIOAFE-377] Departamento de DOS dormitorios en una inmejorable zona de CABA A cuadras de Parque Centenario y a metros de Av. Correintes (linea subte B, estacion Malabia) Dispuesto al contrafrente, silencioso. Muy buena ventilación Cocina amplia con muebles alto y bajo mesada a medida. Calefon a gas. Lavadero independiente con espacio para lavarropa y tender de colgar Living comedor comodo con salida al balcon de 4mts aprox Pisos de paquet Dormitorios ambos con placard; no de ellos con gran espacio de guardado, a medida. Baño completo con ventilación Pisos cerámicos graníticos Edificio en muy buen estado de mantenimiento. Expensas acordes Una excelente inversión! Consultenos Eugenio A. Ferraro Propiedades Servicios: Cloacas, Gas NEGOCIOS INMOBILIARIOS. VENTAS Y ALQUILERES DE PROPIEDADES: VIVIENDAS FAMILIARES, LOCALES COMERCIALES, LOTES PARA LA CONSTRUCCION, COCHERAS. ADMINISTRACIÓN DE PROPIEDADES Y ADMINISTRACION DE CONSORCIOS CON MAS DE 35 AÑOS EN EL BARRIO DE SAN CRISTOBAL.	https://www.argenprop.com/departamento-en-venta-en-villa-crespo-3-ambientes--17954907	3	2	1	N/A	Muy Bueno	40	Contrafrente	O	N/A	Sí	Sí	Departamento	Venta	52	56	4	USD 120.000	N/A	8	3	N/A	Muy Bueno	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
USD 70.000	ARS 70.000	Acevedo	200	1	32 m² cubie. 1 dorm. 42 años	- Excelente 2 ambientes en el corazon de Villa Crespo. - Patio de 13 m2. Todos los ambientes aventanan al patio. - Super silencioso. Poco luminoso. - Apto credito. - Pisos de parquet. - Colectivos:15, 19, 24, 42, 55, 57, 65, 71, 76, 90, 106, 109, 110, 119, 127, 141 - Subtes (Metro) : MALABIA (Línea B) COMERCIALIZA JRESNIK PROPIEDADES / 8224 DE JORGE RESNIK CUCICBA 5029 CMCPSI 5919	https://www.argenprop.com/departamento-en-venta-en-villa-crespo-2-ambientes--19244665	2	1	1	N/A	Muy Bueno	42	Contrafrente	N/A	N/A	0	Sí	Departamento	Venta	32	45	13	USD 70.000	N/A	8	4	N/A	Bueno	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
USD 222.000	N/A	Diaz Colodrero	2800	10	74 m² cubie. 2 dorm. 1 año	"VENTA EXCELENTE DEPARTAMENTO DE 3 AMBIENTES CON POSESION INMEDIATA DE 74M² CON BALCON CORRIDO MUY LUMINOSO Diaz Colodrero y Tomas Le Breton. -Living comedor -Cocina incorporada con muebles sobre y bajo mesada -Amplio Dormitorio principal en suite con vestidor -2do dormitorio -2do baño completo -Balcón 7.42x1.06 EMPRENDIMIENTO ""SOHO CITY 2"" EN VILLA URQUIZA: EXCELENTE ZONA CERCANA A MEDIOS DE TRANSPORTES: TREN, SUBTE Y OMNIBUS. Unidades monoambientes a 3 ambientes DISPONIBLES desde 30 a 106 M, con cocina integrada y balcón aterrizado. Muy luminoso. Excelente calidad El departamento puede ser de USO PROFESIONAL Y/O COMERCIAL CPI Matricula Nº 2661 - CUCICBA Propiedad accesible para personas con movilidad reducida (Ley 5115). Servicios: Cloacas"	https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-3-ambientes--15637246	3	2	2	N/A	Excelente	1	Frente	E	N/A	Sí	N/A	Departamento	Venta	74	74	N/A	USD 222.000	N/A	11	2	N/A	N/A	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 350.000	ARS 386.000	Armenia	2400	N/A	3 dorm. 48 años 3 baños	"""Ubicado en la exclusiva zona del Botánico, este departamento de lujo ofrece espacios amplios y luminosos, perfectos para aquellos que buscan confort y estilo. Contamos con un equipo capacitado y excelente, en caso de necesitar o desear alguna mejora o reforma. Resolver y brindar soluciones confiables, para un futuro seguro, es mi mayor compromiso con vos! Con 3 dormitorios, dos de ellos con salida a balcones aterrazados, este departamento es ideal para familias o para aquellos que desean mucho espacio para relajarse. El gran living-comedor, también con acceso a un balcón aterrazado, es el corazón de la casa, donde podrás disfrutar de momentos inolvidables, con seres queridos. El departamento cuenta con 2 baños completos y un tercer baño que puede, fácilmente, transformarse en el toilette de la vivienda, lo que te brinda la flexibilidad que necesitas. Además, la dependencia de servicio es un plus para aquellos que buscan un espacio adicional para su personal de servicio o bien usarlo como un gran comedor diario. La cocina es muy luminosa , con un amplio espacio de guardado . El lavadero separado es un detalle práctico que te permitirá mantener la ropa y la limpieza del hogar de manera organizada. Con su orientación y distribución, este departamento es super luminoso y soleado, lo que te permitirá disfrutar de ambientes acogedores en cualquier momento del día. ¡No te pierdas la oportunidad de hacer de este departamento tu hogar!"" Aires acondicionados instalados. Instalación eléctrica nueva. Agua caliente por termotanque y Calefacción central por losa radiante. Cochera fija y cubierta ! Cuenta con Personal Permanente y Seguridad Nocturna. Grupo Electrógeno. Esperamos su llamado para coordinar y visitar juntos este diferente y exclusivo Hogar ! Martillera María Andrea Sassot Consultora Inmobiliaria Matricula 6553 CUCICBA. AVISO LEGAL :Se hace saber que las características descritas del Inmueble publicado, calidades y cualidades constructivas y funcionales, valores de Expensas, Impuestos, Servicios, son aproximados y consignadas en base a datos que fueron proporcionados por el Propietario y que pueden no estar actualizados a la hora de la visualización de este aviso. Las medidas y superficies exactas son las que surgen de los títulos y planos legales del Inmueble. Las Imágenes publicadas lo son al mero efecto orientativo de las características generales y circunstancias del Inmueble. Venta supeditada al cumplimiento por parte del propietario de los requisitos de la Resolución General Nº 2371 de la Afip (Pedido de Coti).Es Accesible para Personas con Movilidad Reducida. (Ley 5.115)"	https://www.argenprop.com/departamento-en-venta-en-botanico-5-ambientes--19370090	5	3	3	N/A	Excelente	48	Frente	SE	N/A	0	Sí	Semipiso	Venta	N/A	135	N/A	USD 350.000	N/A	N/A	N/A	N/A	N/A	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1
USD 123.000	ARS 115.000	TAMBORINI al	5726	N/A	40 m² cubie. 1 dorm. A Estrenar	VENTA- Departamento de 2 ambientes, con balcon y vista abierta. Al frente ubicada en el piso 3! Excelente ubicación en el barrio de Villa Urquiza. Superficie total de 46 m2 Superficie cubierta de 40 m2 UNIDAD A ESTRENAR LISTA PARA INGRESAR Superficie descubierta de 6 m2. -Living con cocina integrada y barra desayunadora, con muebles en alto y bajo mesada. Conexión para lavarropas. -Hall de distribución con placard de guardado. -Dormitorio con salida al balcon y placard empotrado. -Baño completo con ducha. -Balcón con vista abierta. Ambientes con excelente ventilación y luz. Características del edificio: 5 pisos 3 departamento por piso 1 Ascensor Cerca de: Av. De Los Constituyentes Monroe Av. Congreso Av. Triunvirato Av. Olazabal Av. Alv. Thomas Gral PAz Acceso Norte Medios de transportes: Colectivos: 127,111,140,71,87,175,114,169,133,etc. Línea Subte B, estación Juan Manuel de Rosas. Línea de Tren Mitre, estación Urquiza. Si tenés que vender tu propiedad, consultanos para hacer las dos operaciones juntas. CPI 6234 - 7844 CMCPSI 7006 - 7007 La información gráfica y escrita contenida en el presente aviso es meramente a título estimativo y no forma parte de ningún tipo de documentación contractual. Las medidas y superficies definitivas surgirán del título de propiedad del inmueble referido. Asimismo, los importes de impuestos, tasas, servicios y expensas aquí indicados están sujetos a verificación por parte del potencial comprador. El valor del inmueble indicado en el presente puede ser modificado sin previo aviso. Accesible: No (Ley 5.115).	https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-2-ambientes--18780270	2	1	1	N/A	N/A	N/A	Frente	NE	N/A	0	N/A	N/A	Venta	40	46	6	USD 123.000	N/A	N/A	N/A	N/A	N/A	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 92.000	ARS 150.000	TAMBORINI JOSE P.	3700	N/A	29 m² cubie. 1 dorm. 12 años	VENTA DEPARTAMENTO Monoambiente al frente con balcón y cochera Muy luminoso -BAJAS EXPENSAS Apto CREDITO - COGLAND Excelente monoambiente al frente de 34 m2 totales (29 m2 cubiertos + 5 m2 descubiertos), con gran luminosidad natural. Amplio ambiente con salida a balcón. Cocina integrada con artefactos independientes. Baño completo con ventilación natural. Cuenta con detalles de categoría, es apto profesional y posee cochera tipo espacio guardacoche descubierta. Propiedad lista para habitar, con entrega inmediata y bajas expensas. Apto crédito. Excelente ubicación, a metros de Av. Melian y a pocas cuadras de Av. Balbín y Av. Congreso, con rápido acceso a múltiples medios de transporte. Ideal tanto para vivienda como para inversión. TASAMOS HOY. ATENDEMOS TODOS LOS DIAS, . ; SEGUINOS EN FACEBOOK - LEXINTON PROPIEDADES Consulta por esta propiedad AHORA. WhatsApp: Oficina: VENDE y COMPRA con LEXINTON, inmobiliaria LIDER en realizar compra / venta simultanea. Tasaciones profesionales. Las medidas, superficies y valores de esta ficha son aproximadas y a título informativo únicamente. Martillera y Corredor Responsable: NORA LEVI CMCPSI 6006 y CUCICBA 5059 Todas las propiedades que figuran en el perfil de Lexinton se encuentran a cargo del profesional matriculado que corresponda, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por esta persona. Lexinton Propiedades es una marca registrada. Matricula Provincia de Buenos Aires: NORA LEVI CMCPSI 6006 Matricula Ciudad de Buenos Aires: CUCICBA 5059	https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-1-ambiente--19136217	1	1	1	N/A	N/A	12	Frente	N	N/A	0	N/A	N/A	Venta	29	29	N/A	USD 92.000	N/A	N/A	N/A	N/A	N/A	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 110.000	ARS 127.000	Avenida Olazabal al	5500	N/A	33 m² cubie. 1 dorm. A Estrenar	VENTA-DEPARTAMENTO- 1 ambiente, con balcón y vista abierta.Excelente ubicación en el barrio de Villa Urquiza, zona residencial. Piso 7! Al frente! APTO CRéDITO Superficie cubierta de 33 m2 Superficie descubierta de 4 m2 (Les metros reales por escritura son de 37m2) -Ambiente de 9.00x3.00, con cocina integrada, con muebles en alto y bajo mesada. Placard empotrado estejado. Aire split frio calor -Baño completo de 2.10x1.73, con bañera. -Balcón de 3.00x1.55, con vista abierta. (Conexión para lavarropas) Sobre el edificio: 13 Pisos 4 Departamento por piso 1 Ascensor Personal de limpieza Terraza de uso comun (Expensas con Aysa incluido) Cerca de: Av. Alv. Thomas, Av. triunvirato, Av. Monroe, Roosevelt, Av. Congreso, Av. de los Constituyentes, Av. de los Incas, etc. Medios de transportes: Colectivo: 71,133,140,87,107,169, 175, etc. Subte: Linea B, estación Juan Manuel de Rosas Tren: Mitre, estación Villa Urquiza. Si tenés que vender tu propiedad, consultanos para hacer las dos operaciones juntas. CPI 6234 - 7844 CMCPSI 7006 - 7007 La información gráfica y escrita contenida en el presente aviso es meramente a título estimativo y no forma parte de ningún tipo de documentación contractual. Las medidas y superficies definitivas surgirán del título de propiedad del inmueble referido. Asimismo, los importes de impuestos, tasas, servicios y expensas aquí indicados están sujetos a verificación por parte del potencial comprador. El valor del inmueble indicado en el presente puede ser modificado sin previo aviso. Accesible: No (Ley 5.115).	https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-1-ambiente--18604250	1	1	1	N/A	N/A	N/A	Frente	SE	N/A	0	N/A	N/A	Venta	33	33	N/A	USD 110.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 155.600	N/A	LE BRETON, TOMAS	5000	12	39 m² cubie. 1 dorm. 1 año	"Venta de monoambiente divisible con terraza, Villa Urquiza, Capital Federal. DEPARTAMENTO 1 ambiente divisible con terraza, pisos de porcelanato o similar, baños con artefactos de primeras marcas (FV o similar), cocinas equipadas con muebles bajo mesada e interiores de diseño en melamina y cocinas eléctricas (DOMEC o similar). Preinstalación para equipo Split por ambiente principal. UBICACIÓN a media cuadra de Av. Córdoba y Av. Triunvirato. Con cercanía a Plaza Echeverría y a 4 cuadras de la estación de tren Urquiza. EDIFICIO se desarrollará en 13 pisos con unidades de 1 a 3 ambientes. Local en PB, bicicleteros y laundry en Subsuelo, SUM en piso 12º. Terraza en piso 13. PROYECTO pensado para que vivas, inviertas o trabajes ya que las unidades son apto profesional. ESTADO: la obra ya comenzó. AMENITIES: -Laundry -SUM -Bicicleteros -Terraza ¡Contactanos! C. / LEPORE PROPIEDADES LEPORE Propiedades S.A. CUIT : -9 C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Nuñez) Nota: Los materiales y especificaciones del plano están sujetos a modificaciones arquitectónicas y otras a la sola discreción del desarrollador, constructor o arquitecto, o que así se requiera por ley. Los planos de planta pueden no ser a escala. Cualquier mueble, electrodoméstico o artículo de decorado representado aquí se muestra únicamente con fines artísticos e ilustrativos y no está incluido en la compra y venta de la residencia. Las dimensiones indicadas se miden a los límites exteriores de la pared exterior y la línea central de las paredes interiores y, de hecho, varían de las dimensiones que se determinarían mediante el uso de la descripción y definición de la ?unidad? que se establece en la declaración (que generalmente sólo incluye el espacio aéreo interno entre las paredes perimetrales y excluye los componentes estructurales interiores). Además, las mediciones de habitaciones establecidas en cualquier plano de planta se toman generalmente en los mayores puntos de cada habitación determinada (como si la habitación fuera un rectángulo perfecto), sin tener en cuenta las salidas del corte. En consecuencia, el área de la habitación real será típicamente menor que el producto obtenido multiplicando la longitud por la anchura declarados. Todas las dimensiones son aproximadas y todos los planos y planes de desarrollo están sujetos a cambios. Representaciones orales no pueden considerarse como correctas declaraciones del desarrollador. Propiedad según Ley 5115 La accesibilidad para las personas con discapacidades físicas. ?accesible""."	https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-2-ambientes--16661578	2	1	1	N/A	Bueno	-2	Frente	N	N/A	0	N/A	N/A	Venta	39	68	28	USD 155.600	N/A	13	1	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
USD 119.000	ARS 160.000	ARANGUREN al 1200 2°	N/A	N/A	58 m² cubie. 2 dorm. 40 años	SEMIPISO 3 AMBIENTES. FRENTE. 62 M2. IMPECABLE. BAULERA GENERAL. BALCON CON PROTECCION. TODO SOL. ESPECTACULAR LIVING. BAñO Y COCINA COMPLETOS. 3 PLACARDS. SERVICIOS INDIVIDUALES. GRAN LAVADERO INDEPENDIENTE CUBIERTO (POSIBILIDAD DE 2 BAñO). PISOS DE PARQUET. EDIFICIO DE 3 PISOS, 2 POR ESCALERA. EXPENSAS: $ 160.000.- ENTRE FRAGATA SARMIENTO Y PAYSANDU (A 1 CUADRA DE AV. AVELLANEDA - A 5 DE AV. RIVADAVIA Y SUBTE LINEA A - A 5 DE PLAZA IRLANDA) CABALLITO APTO DISCAPACITADOS: No. NO SE INCLUYEN EN EL PRECIO DE ESTA VENTA: Mobiliarios no empotrados, aires acondicionados, estufas ni artefactos de iluminación. Silvio Katz - CUCICBA 1959 *FichaBrick=1038359*	https://www.argenprop.com/departamento-en-venta-en-caballito-3-ambientes--18711788	3	2	1	N/A	N/A	40	Frente	N/A	N/A	0	Sí	N/A	Venta	58	62	4	USD 119.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 115.000	N/A	Pergamino	1000	N/A	3 dorm. 1 baño 4 ambientes	Venta departamento 4 ambientes HERMOSO, APTO CREDITO muy amplios y luminosos ambientes.DUEÑO DIRECTO.Patio,terraza ,solarium,uso común,baulera independiente,lavadero independiente.Hermoso balcón corrido.Excelente vista.Todo luz.Muy bien ubicado, muchos medios transporte 78 m2 totales DUEÑO DIRECTO.	https://www.argenprop.com/departamento-en-venta-en-parque-avellaneda-4-ambientes--6235061	4	3	1	N/A	Muy Bueno	N/A	N/A	N/A	N/A	0	Sí	Departamento	Venta	N/A	78	N/A	USD 115.000	N/A	N/A	N/A	N/A	N/A	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 99.000	N/A	Gurruchaga al	1900	N/A	24 m² cubie. 1 dorm. A Estrenar	"ESTRENAR - PALERMO SOHO - IDEAL RENTA - BAJAS EXPENSAS - VENTA DEPARTAMENTO MONOAMBIENTE PISO 1 ""D"" Departamento D C/Frente EXCELENTE Zona de Plazas - Plaza Armenia - Plaza Serrano - Polo Gastronomico - Galerias de Arte - PISO 1 ""D"" Departamento A FRENTE UNIDAD: Contra FRENTE AMBIENTE ............6m X 3.5m COCINA Integrada BAñO con ducha BALCON Corrido..................1.6m x 1.6m 30mts Totales 22mts Semi-Cubiertos 8mts Balcon Corrido *Los metrajes son aproximados a solo titulo referencial CARACTERISTICAS: Piso de Categoria, Porcelanato Simil Madera Cerramientos de PVC, con DVH (Doble Vidrio Hermetico - Termico Acustico) Pre-instalacion para Aire Acondicionado Agua: Termotanque electrico Cocina: Electrica Puertas a la unidad resistentes al fuelo Amenities: Bicicletero en edificio Laundry Ubicación premium a 2 cuadras de Plaza Armenia, a 6 cuadras de Av Juan B Justo, 3 cuadras de Av S. Ortiz, 5 cuadras de Av Santa Fé Transportes Colectivos: 15, 36, 39, 55, 57, 110, 111, 141, 160 Consulta por esta propiedad AHORA. WhatsApp: Oficina: VENDE y COMPRA con LEXINTON, inmobiliaria LIDER en realizar compra / venta simultanea. Tasaciones profesionales. Las medidas, superficies y valores de esta ficha son aproximadas y a título informativo únicamente. Martillera y Corredor Responsable: NORA LEVI CMCPSI 6006 y CUCICBA 5059 Todas las propiedades que figuran en el perfil de Lexinton se encuentran a cargo del profesional matriculado que corresponda, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por esta persona. Lexinton Propiedades es una marca registrada. Matricula Provincia de Buenos Aires: NORA LEVI CMCPSI 6006 Matricula Ciudad de Buenos Aires: CUCICBA 5059"	https://www.argenprop.com/departamento-en-venta-en-palermo-soho-1-ambiente--19022117	1	1	1	N/A	N/A	N/A	Contrafrente	SO	N/A	Sí	N/A	N/A	Venta	24	24	N/A	USD 99.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
USD 120.000	ARS 100.000	Avenida Francisco Beiró	4600	N/A	27 m² cubie. 6 años 1 baño	Monoambiente en Torre de categoria. Muy luminoso, inmejorable vista Piso 12 con Balcón. Baño completo. 32M2 Cortinas roller. Aire frio/calor. Listo para mudarse. Muebles de cocina y placares Aberturas 1ra calidad AMENITIES: Gimnasio, piscina climatizada, solárium, SUM totalmente equipado para 30 personas, parrilla y laundry. Seguridad 24 hs. Excelente ubicación.	https://www.argenprop.com/departamento-en-venta-en-villa-devoto--19250376	N/A	N/A	1	N/A	Excelente	6	Lateral	S	Corrido	Sí	N/A	Departamento	Venta	27	32	5	USD 120.000	N/A	16	N/A	N/A	Excelente	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	0	1	1	0	1	1	0	1	0
USD 74.900	ARS 105.000	Uruguay	62	N/A	91 m² cubie. 4 dorm. 70 años	Corredor Inmobiliario Responsable: Arq. Jorge F. Moscatelli CPI 4518 Excelente oportunidad! 91m2 REALES en Congreso, una de las zonas mejor conectadas de Capital Federal. Departamento de 5 ambientes, ideal para vivienda o inversión (para alquiler de vivienda o por habitaciones). Ubicado en Uruguay al 100, pleno barrio de Congreso / San Nicolás, este departamento se encuentra a pasos de los principales puntos de la Ciudad: A media cuadra de Av. Rivadavia y de Plaza Congreso A 1 cuadra y media de Av. de Mayo. A 4 cuadras de Av. Corrientes Una ubicación estratégica, rodeada de múltiples medios de transporte, comercios, oficinas y atractivos culturales. La unidad se sitúa en un primer piso por escalera, dentro de un edificio histórico, y representa una gran oportunidad de refacción con enorme potencial de revalorización. Ideal tanto para inversores (excelente perspectiva de renta futura) como para quienes buscan aprovechar los amplios espacios y la versatilidad del inmueble. La propiedad cuenta con 91 m2 por escritura (son menos de 880/m2), a los que se adicionan los metros correspondientes a la primera habitación (subdividida) y al entrepiso de la segunda habitación, optimizando aún más la superficie utilizable. El departamento se distribuye de la siguiente manera: Pasillo distribuidor (con cerramiento) que conecta con dos habitaciones. Primera habitación dividida en dos espacios, cada uno con acceso independiente (uno por escalera de madera y otro a nivel del pasillo). Segunda habitación amplia con entrepiso, aprovechando los techos altos característicos de este tipo de construcciones. área de distribución hacia una tercera habitación (originalmente living-comedor). Cocina separada con lavadero. Baño con ducha y toilette de recepción. En la planta superior, con acceso mediante escalera, se encuentran dos habitaciones adicionales, una de ellas más pequeña, con un balconcito que da hacia el hall de distribución. Una propiedad con historia, excelente ubicación y un potencial inigualable para transformar y generar una renta atractiva. SITUAR tu lugar. Matrícula CPI 4.518. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidos, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte de los corredores públicos inmobiliarios colegiados, cuyos datos se exhiben en cada publicación de propiedad objeto de comercialización. Nota Importante: Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente y no compromete contractualmente a nuestra empresa. Fotografías no vinculantes ni contractuales.	https://www.argenprop.com/departamento-en-venta-en-congreso-5-ambientes--19367613	5	4	1	N/A	N/A	70	Interno	N/A	N/A	0	N/A	N/A	Venta	91	91	N/A	USD 74.900	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
