Precio	Expensas	Calle	Altura	Piso	Detalles	Descripción	Link	Ambientes	Dormitorios	Baños	Toilettes	Estado	Antiguedad	Disposicion	Orientacion	Tipo_Balcon	Apto_Profesional	Apto_Credito	Tipo_Unidad	Tipo_Operacion	Sup_Cubierta_m2	Sup_Total_m2	Sup_Descubierta_m2	Precio_Ficha	Expensas_Ficha	Cant_Pisos_Edificio	Deptos_Por_Piso	Antiguedad_Edificio	Estado_Edificio	Aire_acondicionado_individual	Electricidad	Losa_radiante	Gas_natural	Agua_corriente	Agua_caliente	Balcón	Terraza	Jardín	Patio	Baulera	Cochera	Muebles_de_cocina	Lavarropas	Lavavajillas	Conexión_para_lavarropas	Permite_Mascotas	Apto_Crédito	Ascensor	Pileta	Piscina	Parrilla	SUM	Gimnasio	Sauna	Laundry	Seguridad_24hs	Vigilancia	Acceso_para_personas_con_movilidad_reducida	Pavimento	ABL	Smart_Amenities	Smart_Losa_Central	Smart_Luminoso	Smart_Balcon_Aterrazado
USD 190.000	N/A	Deheza al	3100	N/A	46 m² cubie. 1 dorm. A Estrenar	Departamento 2 ambientes a ESTRENAR en SAAVEDRA con AMENITIES 7o piso al frente | Orientación Noreste | 60 m2 totales aprox. (46 m2 cubiertos + 14 m2 balcón aterrazado) Moderno departamento a estrenar, ubicado en una de las zonas de mayor crecimiento de Saavedra. Diseño contemporáneo, materiales de calidad y excelente luminosidad gracias a su orientación noreste. Ambientes: Amplio Living-Comedor con Cocina Integrada, con isla central y excelente distribución. Dormitorio con frente de placard. Balcón aterrazado de 14 m2, ideal para disfrutar del sol y el aire libre. Detalles y Equipamiento: Ingreso inteligente: por reconocimiento facial, QR o código. Totem de seguridad 24 hs. Calefacción por losa radiante. Preinstalación para equipos de aire acondicionado. Cerramientos de DVH (doble vidrio hermético 3+3 / 4+4). Paredes divisorias de doble ladrillo macizo (excelente aislación térmica y acústica). Cerraduras electrónicas. Anafe y horno eléctricos. Amenities: Pileta en terraza con vista abierta. Solarium. Bicicletero. Jardín interno diseñado por el prestigioso Arq. Paisajista Pereyra Iraola. Ubicado en una zona residencial con gran proyección, cerca de espacios verdes, el Parque Saavedra y vías de fácil acceso.	https://www.argenprop.com/departamento-en-venta-en-saavedra-2-ambientes--18291845	2	1	1	N/A	N/A	N/A	Frente	NE	N/A	0	N/A	N/A	Venta	46	60	14	USD 190.000	N/A	N/A	N/A	N/A	N/A	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
USD 68.000	ARS 107.000	Don Bosco 3523 5 C	N/A	N/A	40 m² cubie. 1 dorm. 30 años	Dpto. de 2 ambientes lateral- con cocina reciclada y lavadero separado. pisos de parquet. Edificio de 10 piso, 4 dpto. por piso . Ingreso con 4 escalones y rampa. Excelente Ubicación: 1 cuadra de Av. Rivadavia y Subte A. Corredor inmobiliario Daniel N. Amado -Mat. 3671)Se deja constancia que las medidas y superficies indicadas en el presente son aproximadas y sujetas a verificación, variación y/o ajuste. El monto de expensas fue proporcionado por el propietario al momento de autorizar la venta y las mismas pueden haber sufrido modificaciones a la fecha.. 2)Ley 5115: accesible VREMONT Daniel Amado Doblas 312 - CABA PROPIEDADES EN URUGUAY Móvil Uruguay : Mail: PROPIEDADES EN ARGENTINA Tel: / Móvil: +549 Mail:	https://www.argenprop.com/departamento-en-venta-en-almagro-2-ambientes--18548889	2	1	1	N/A	N/A	30	Lateral	O	N/A	0	N/A	N/A	Venta	40	40	N/A	USD 68.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USD 395.000	ARS 730.000	Zabala al	2200	N/A	112 m² cubie. 3 dorm. 40 años	Semipiso de 4 ambientes + dependencia con balcón aterrazado en todo el frente y cochera Amplio departamento de categoría con excelente distribución, doble circulación e ingreso principal y de servicio. La unidad se encuentra en el frente, ubicada en el piso 11, con un balcón aterrazado que recorre todo el ancho de la propiedad, aportando luz natural y una vista totalmente abierta. Distribución y ambientes Hall de recepción con acceso al living comedor y circulación hacia los dormitorios. Living comedor de aprox. 43 m2, con ventanales, salida al balcón aterrazado y excelente luminosidad. Dormitorio principal en suite, con aire acondicionado frío/calor, placard empotrado y balcón francés. Dos dormitorios adicionales, ambos con placares de piso a techo y balcón francés. Dos baños adicionales completos.( 3 en total ) Cocina independiente muy amplia, con isla central, alacenas y bajo mesada completos. Lavadero independiente con ventilación propia. Dependencia de servicio con baño completo, adaptable como escritorio o 4 dormitorio gracias a su independencia y circulación propia. Confort y equipamiento Calefacción radiante. Agua caliente por termotanque. Unidad con múltiple orientación gracias a su diseño en L, garantizando luz y vistas abiertas en todos los ambientes. Incluye cochera. Edificio Edificio de 14 pisos, con 2 unidades por planta (todos semipisos). Palier privado. Posee totem de seguridad 24hs Encargado con vivienda. Cuenta con un ascensor principal para las unidades A, otro para las B, y un ascensor de servicio. Recorré la propiedad desde tu casa con el tour virtual 360Contactanos para agendar una visita y conocer más detalles. Crecer Inmobiliaria Héctor Gonzalez Matrícula CUCICBA 5189 Constructora e Inmobiliaria Crecer S.A. Héctor Gonzalez - Matricula Cucicba 5189.	https://www.argenprop.com/departamento-en-venta-en-belgrano-4-ambientes--18593042	4	3	3	N/A	N/A	40	Frente	N	N/A	0	N/A	N/A	Venta	112	112	N/A	USD 395.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USD 102.000	ARS 160.000	AV ALVAREZ JONTE	3000	4	58 m² cubie. 2 dorm. 40 años	Departamento 3 Ambientes en Villa del Parque, Capital Federal Departamento 3 ambientes con hall de entrada, cocina completa y lavadero independiente. Living-comedor con salida a balcón cerrado al frente, cómodo y aprovechable. Baño completo y dos dormitorios con amplios placares. Jonte entre Argerich y Helguera, a metros de Av. Nazca. Para visitas contactarse a los nuestra oficina, vial mail a , whatsaap o por nuestras redes sociales. Aclaraciones: - Las medidas indicadas son aproximadas y al solo efecto orientativo, las medidas reales surgirán del título de propiedad respectivo. - El precio del inmueble puede ser modificado sin previo aviso.	https://www.argenprop.com/departamento-en-venta-en-villa-del-parque-3-ambientes--18833182	3	2	1	N/A	Muy Bueno	40	Frente	N	N/A	0	N/A	N/A	Venta	58	64	6	USD 102.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
USD 159.500	ARS 225.000	Hidalgo	1500	2	67 m² cubie. 2 dorm. 1 baño	"Impecable 3 Ambientes con Cochera Cubierta y fija en el corazón de Villa Crespo. Cocina independiente con lavadero y Baño NUEVOS! Apto profesional! Apto crédito! DOBLE CIRCULACIÓN! Un verdadero clásico porteño con alma de barrio y todas las comodidades de la ciudad a tus pies. Al ingresar… – Recibidor, con espacio para un perchero o consola de estilo. – A la derecha, una espectacular COCINA independiente hecha a NUEVA de generosas dimensiones (4,61 m × 2,12 m) + (2,95 × 1,47) con mesadas blancas ""silestone"" de excelente calidad y profundidad, y mucha capacidad de guardado. Tiene DOBLE CIRCULACIÓN, ya que la cocina también comunica al sector del baño y de los dormitorios. Total Cocina = 14 m2 – Sector de Lavadero integrado, perfectamente ventilado y organizado, de: 1,30 m2. El corazón de la casa… – el amplio Living de 5,10 x 3,00 (15,30 m2) bañado por la luz natural de su ventanal que desemboca en el balcón, ofrece un ambiente cálido donde relajarse al atardecer o recibir amigos. Sus ventanales filtran la luz de manera tenue y agradable durante todas las tardes. Balcón aterrazado de 8 m de largo x 1,20 m de profundidad. Hall de distribución, que comunica al segundo dormitorio: ideal para home office, cuarto de huéspedes o habitación juvenil, con interior y frente de placard, de 3,60 x 2,38 m, que también comunica al balcón aterrazado. Al fondo, el Baño completo, hecho A NUEVO!, revestido con muy buen gusto, griferías fv de alta calidad y espejo con luz. Por último: el dormitorio principal, de generosas dimensiones, con placards y luminosa salida al balcón a través del ventanal con cortinas de enrrollar. Caracteristicas: - Pisos de Parquet pulidos y plastificados en Living y ambos Dormitorios. - Ambos dormitorios cuentan con ventanal que aporta luz natural, con cortinas de enrrollar. - Apto profesional - Apto crédito hipotecario bancario. Ubicación privilegiada… Este departamento te sitúa a pasos de: Cafés históricos y bares de autor: para el café de la mañana o el after office. Teatros y cines independientes: la movida cultural de Palermo y Villa Crespo al alcance de tu mano. Subte y múltiples líneas de colectivo: conectividad total hacia cualquier punto de la Ciudad. Restaurantes de primer nivel y tiendas de diseño: un barrio que late con propuestas gastronómicas y de shopping de vanguardia. Parques y plazas vecinas: Espa­­cio Verde Scalabrini Ortiz para un trote matinal o un picnic de domingo. ¿Por qué Villa Crespo? Porque combina la tranquilidad de un barrio residencial con la energía de la ciudad. Calles arboladas, comercios de barrio y una comunidad muy activa, sin resignar nunca la cercanía a Palermo, Palermo Hollywood y Chacarita. Un punto estratégico donde vivir es una experiencia urbana y auténtica. Te invito a conocerlo: una oportunidad única para quien busca calidad de vida, confort y revalorización segura en uno de los barrios más vibrantes de Buenos Aires."	https://www.argenprop.com/departamento-en-venta-en-villa-crespo-3-ambientes--18430800	3	2	1	N/A	Excelente	35	Frente	O	Corrido	Sí	Sí	Departamento	Venta	67	67	N/A	USD 159.500	N/A	N/A	N/A	N/A	Muy Bueno	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
USD 139.999	N/A	AVENIDA CORRIENTES	3800	N/A	46 m² cubie. 1 dorm. A Estrenar	ATENCION ULTIMAS UNIDADES EN. VENTA DE 2 AMBIENTES EDIFICIO DE GRAN CATEGORIA EN LA MEJOR UBICACION SOBRE LA AVENIDA CORRIENTES, ES UN 2 AMBIENTES SUPER LUMINOSO, GRAN LIVING Y COMEDOR, COCINA COMPLETA, BAñO CO,MPLETO, DORMITORIO CON PLACARES, GRAN VISTA, REALMENTE UNICO, EDIFICIO CON LOS MEJORES AMENITIES, PILETA CLIMATIZADA, PILETA DESCUBIERTA, SUM, PARRILLAS, GIMNASIO DE ULTIMA GENERACION, SAUNA, COWORKING, LAUNDRY, SALA DE REUNIONES, ETC. REALMENTE PARA EXIGENTES, COCHERAS FIJAS Y BAULERAS OPCIONALES KHABBAZ PROPIEDADES CUCICBA: MATRICULA 5090	https://www.argenprop.com/departamento-en-venta-en-almagro-2-ambientes--12078586	2	1	1	N/A	N/A	N/A	Lateral	N	N/A	Sí	N/A	N/A	Venta	46	46	N/A	USD 139.999	N/A	N/A	N/A	N/A	N/A	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0
USD 500.000	ARS 750.000	Avenida Callao	1300	N/A	190 m² cubie. 3 dorm. 50 años	4 ambientes con cochera (posibilidad de 4to dormitorio) Av Callao 1300 y Juncal Living comedor Salida al balcón corrido, al frente, muy luminoso Toilette de recepcion Cocina independiente con 2 dependencias Lavadero Estar/Family Dormitorio 1: 3 x 3 mts con balcon al contrafrente Dormitorio 2: 2,80 x 2,90 mts Baño completo Dormitorio principal hoy armado de 2 dormitorios Baño completo en suite Edificio con encargado con vivienda Semipisos 2 ascensores Entrada principal y de servicio Cochera espacio, todas cómodas	https://www.argenprop.com/departamento-en-venta-en-recoleta-4-ambientes--17773886	4	3	2	1	Muy Bueno	50	Frente	N	Corrido	0	Sí	Semipiso	Venta	190	210	20	USD 500.000	N/A	11	2	N/A	N/A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 205.000	N/A	Villarroel al	1000	N/A	59 m² cubie. 2 dorm. A Estrenar	VENTA DEPARTAMENTO A ESTRENAR EN VILLA CRESPO DEPARTAMENTO 3 AMBIENTES CON BALCóN * LIVING COMEDOR Y COCINA INTEGRADOS. Materiales de excelente calidad * BALCóN CON VIASTA ABIERTA * AIRE ACONDICIONADO FRIO-CALOR * PLACARES CON INTERIORES * 2 BAñOS COMPLETOS CON BAñERA *MUY LUMINOSO Hermosa unidad al frente con balcón y living comedor con cocina abierta. Un dormitorio con vestidor en suit y ventanal y otro dormitorio con salida al balcón con una vista increible El edificio cuenta con espacios comunes. Cuenta con amenities tales como: Parking de bicicletas, lounge equipado con wifi para eventos sociales o comerciales, gimnasio con espacio outdoor y piscina con solarium. Ubicado en el barrio de Villa Crespo, con gran oferta comercial y de transporte. A pasos de la intersección de las Avenidas Corrientes y Juan B. Justo. UNIDAD 05 - 3 AMBIENTES CONTRAFRENTE Hermosa unidad al contrafrente con balcón y living comedor con cocina abierta. Amplio dormitorio y baño completo mas una suite principal con vestidor y baño completo. COCHERAS FIJAS CUBIERTAS Y BAULERAS OPCIONALES para unidades de 3 ambientes. TE INVITO A CONOCERLO Conozca el valor real de su propiedad. Especialistas en operaciones simultáneas. Las medidas (tanto totales como parciales), superficies, m2 y proporciones indicadas en el presente son aproximadas y sujetas a verificación, variación y/o ajuste. El precio de la presente operación y/o de las expensas aquí indicadas están sujetos a modificación sin previo aviso. .	https://www.argenprop.com/departamento-en-venta-en-villa-crespo-3-ambientes--16625224	3	2	2	N/A	N/A	N/A	Contrafrente	E	N/A	0	N/A	N/A	Venta	59	59	N/A	USD 205.000	N/A	N/A	N/A	N/A	N/A	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
USD 390.000	ARS 167.500	Burela	2300	8	88 m² cubie. 2 dorm. A Estrenar	Guardia Sábado y Domingo 14 a 18hs Burela 2300 ofrece este amplio y luminoso 3 ambientes en dúplex, ubicado en esquina con orientación Norte, en un emprendimiento con detalles de categoría y calidad constructiva. Dispone de un espacioso living comedor con balcón aterrazado, cocina americana y 2 baños completos. Además, uno de los dos dormitorios se presenta en suite. Ofrece detalles de categoría en todas sus unidades: pisos de porcelanato símil madera, interiores de placares, cocina con alacena y muebles bajo mesada completos y preinstalación para equipos frío/calor. Todas las unidades son al frente y disponen de amplios y luminosos espacios, integrados y pensados para lograr ambientes funcionales y de calidad. Ubicado en una de las mejores zonas residenciales del barrio de Villa Urquiza, próximo a diversos medios de transportes, línea de subte B, estación de tren de la línea Mitre y rápidos accesos a Zona Norte. Posesión Inmediata. Elegí lo mejor en Villa Urquiza: un barrio en constante crecimiento. ¡Consultanos! Servicios: Cloacas Otros Servicios: Balcón Terraza Mel, 50 años concretando sueños Nota importante/relevante: Las descripciones, fotos, medidas del inmueble, precios, valores de expensas, impuestos y servicios son aproximados y meramente orientativos, y no obligan contractualmente a Mel propiedades SRL ni resultan vinculantes. Matriculados: Julia Mel Matricula Nº 52 María Eva Parada Matricula Nº 251 Raúl Mel Matricula Nº 883	https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-3-ambientes--17614893	3	2	2	N/A	Excelente	N/A	Frente	SO	N/A	0	N/A	Departamento	Venta	88	158	N/A	USD 390.000	N/A	9	3	N/A	N/A	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
USD 86.451	N/A	VUELTA DE OBLIGADO al	4800	N/A	38 m² cubie. A Estrenar 1 baño	EL EDIFICIO SE DESARROLLA EN 15 PISOS DE 55 UNIDADES EN TOTAL.28 DE 1 AMBIENTE Y 27 DE 2 AMBIENTES. TAMBIéN CONTARá CON AMENITIES DE USO COMúN. Y 2 ASCENSORES DE úLTIMA GENERACIóN REVESTIDOS EN ACERO INOXIDABLE. EL DISEñO TENDRá UN ESTILO JOVEN Y MODERNO QUE PERMITA SU USO TANTO PARA INVERSIóN, ALQUILER O PARA VIVIENDA PERMANENTE. EL EMPRENDIMIENTO CONTARA CON DETALLES DE HORMIGON, VIDRIO, HIERRO Y AMPLIAS CARPINTERIS QUE PERMITEN UNA EXCELENTE ILUMINACIóN NATURAL EN LOS INTERIORES. LOS COLORES SERáN SOBRIOS, MODERNOS Y CáLIDOS. ESTE INMUEBLE PLANTEA UN USO MULTIPLE Y FLEXIBLE, ADAPTANDOSE A LOS NUEVOS LINEAMIENTOS DEL CODIGO DE EDIFICACION, QUE PLANTEA EL APROVECHAMIENTO AL MAXIMO DE LOS PEQUEñOS ESPACIOS. ESTO PERMITE UNA NUEVA FORMA DE VIVIR LOS AMBIENTES QUE ANTES ERAN RESIDUALES, ADAPTANDOSE A LAS NECESIDADES DE SUSUSUARIOS.	https://www.argenprop.com/departamento-en-venta-en-nunez-1-ambiente--18149494	1	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	Venta	38	38	N/A	USD 86.451	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
USD 278.000	ARS 317.000	Charcas al	4400	N/A	100 m² cubie. 4 dorm. 46 años	"Descubri este amplio departamento ubicado en una de las zonas mas buscadas de BUENOS AIRES. 5 Ambientes super funcinales, ideal para familias o quienes buscan comodidad y espacio en un entorno Urbano exclusivo. -Carasteristicas principales: -5 ambientes amplios -cochera propia -Balcon corrido -Patio ideal para plantas o sector de relax -Lavadero independiente -1 Baño completo -2 toilette -Excelente distribucion -Ubicacion previlegiada- -Palermo Soho A metros de los mejores cafes,bares,restaurantes,tiendas de diseño y opciones culturales. -zona segura con multiples medios de trasporte y un ambiente unico. Corredores Inmobiliarios Responsables Adrian Ridelnik CUCICBA Mat 197. y Mauro Ridelnik CUCICBA Mat 6933 y CMCPSI 7060 Todas las operaciones en las que participen nuestros asesores comerciales independientes son gestionadas, supervisadas y monitoreadas por un Corredor Público debidamente matriculado. *Se deja constancia que las medidas y superficies indicados son aproximados y al sólo efecto orientativo. Las medidas reales surgirán del título de propiedad respectivo. Las medidas parciales y/o de los ambientes y el valor consignado de expensas mensuales, servicios y ABL está sujeto a verificación y/o ajuste. Art.4 de la Ley 5.859 de C.A.B.A ""Para los casos de alquiler de vivienda única, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias cuando el destino sea vivienda única y permanente "". * LEY 5115 Cumplimos en informar que los inmuebles ""no cuenta con acceso especial para personas con discapacidad física a menos que la publicación lo especifique "" * En cumplimiento de la leyes vigentes que regulan el corretaje inmobiliario, Ley 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los asesores comerciales NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias realizadas en GUIMAT PROPIEDADES, son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados,"	https://www.argenprop.com/departamento-en-venta-en-palermo-soho-5-ambientes--18609245	5	4	3	N/A	N/A	46	Frente	NO	N/A	0	Sí	N/A	Venta	100	110	10	USD 278.000	N/A	N/A	N/A	N/A	N/A	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
USD 90.000	ARS 150.000	Av. Monroe al	2500	N/A	25 m² cubie. 5 años 1 baño	Moderno Monoambiente al Frente con Balcón Ideal Primera Vivienda o Inversión | Belgrano Moderno y funcional monoambiente al frente, con excelente luminosidad y vista abierta, ubicado sobre Av. Monroe al 2500, en el corazón de Belgrano. El ambiente es apaisado con pisos de parquet, cocina integrada, equipada con muebles bajo mesada y alacenas de diseño contemporáneo, anafe eléctrico de dos hornallas y espacio previsto para lavavajillas o lavarropas. Cuenta con placard empotrado de piso a techo, baño completo, agua caliente central y equipo de aire acondicionado frío/calor. El balcón al frente, con piso tipo deck, ofrece un espacio ideal para disfrutar del aire libre y las vistas despejadas. Características del edificio: Apto profesional 10 pisos con 26 unidades en total 2 ascensores Encargada con vivienda permanente Excelente mantenimiento general Ubicación privilegiada: Sobre Av. Monroe, a metros de Av. Cabildo y Crámer, con múltiples medios de transporte: Subte línea D, Metrobus y tren Belgrano Norte, además de una amplia oferta gastronómica, comercial y de servicios. Un entorno residencial en constante crecimiento, ideal tanto para vivir como para invertir. Una excelente oportunidad para quienes buscan una propiedad moderna, cómoda y con ubicación estratégica en Belgrano. Contactanos para más información y coordiná una visita. Crecer Inmobiliaria Héctor González (CUCICBA 5189) Constructora e Inmobiliaria Crecer S.A. Héctor Gonzalez - Matricula Cucicba 5189.	https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--18427722	1	N/A	1	N/A	N/A	5	Frente	NO	N/A	0	N/A	N/A	Venta	25	25	N/A	USD 90.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 280.000	ARS 480.000	Av Pueyrredon	2400	5	81 m² cubie. 2 dorm. 8 años	[MEL-13414] VENTA CON RENTA , ABONAN ALQUILER u$s 1.200, CONTRATO 24 MESES FINALIZA 28 FEBRERO 2028 Excelente departamento de 3 ambientes con escritorio, refaccionado a nuevo recientemente, ubicado en una de las zonas más exclusivas de Recoleta, frente al Buenos AIres Design, a metros de Av del Libertador y muy cerca de plaza Francia, en pleno corazón de del barrio de Recoleta. Al ingreso se desarrolla un pequeño hall de recepción con muebles extra de guardado (placard de cortesía etc), inmediatamente accedemos a una amplísima cocina integrada con isla, equipada con electrodomésticos de primera línea y gran cantidad de armarios empotrados adicionales, optimizando al máximo el espacio de guardado. Cuenta además con lavadero independiente. Amplio y luminoso living comedor con salida a balcón corrido, ideal para disfrutar el entorno. Espacio de escritorio perfectamente integrado, ideal para home office. Aberturas DVH. La unidad dispone de un baño completo, un dormitorio con placard y armarios adicionales en el pasillo, y un dormitorio principal con baño en suite y vestidor, ofreciendo confort y privacidad. El inmueble se encuentra totalmente reciclado a nuevo, con detalles de calidad y diseño en cada ambiente . El edificio cuenta con sistema de seguridad por Tótem. El precio no incluye los muebles ni los electrodomésticos. Servicios: Cloacas Mel, 50 años concretando sueños Nota importante/relevante: Las descripciones, fotos, medidas del inmueble, precios, valores de expensas, impuestos y servicios son aproximados y meramente orientativos, y no obligan contractualmente a Mel propiedades SRL ni resultan vinculantes. Matriculados: Julia Mel Matricula Nº 52 María Eva Parada Matricula Nº 251 Raúl Mel Matricula Nº 883	https://www.argenprop.com/departamento-en-venta-en-recoleta-3-ambientes--18745923	3	2	2	N/A	Excelente	8	Frente	N/A	N/A	Sí	Sí	Departamento	Venta	81	90	9	USD 280.000	N/A	13	4	N/A	Muy Bueno	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
USD 78.000	ARS 77.000	Formosa	500	N/A	34 m² cubie. 1 dorm. 50 años	Departamento de 2 ambientes , en 5 piso SE ENCUENTRA DESOCUPADO BAJAS EXPENSAS. Living comedor con piso de parquet. Cocina y lavadero separado. Baño completo. Dormitorio con placard. Excelente ubicación (a mts. de Av Jose M. Moreno y 3 cuadras Av. Rivadavia) LOZA RADIANTE CENTRAL IDEAL INVERSIóN O PRIMERA VIVIENDA. 1)Se deja constancia que las medidas y superficies indicadas en el presente son aproximadas y sujetas a verificación, variación y/o ajuste. El monto de expensas fue proporcionado por el propietario al momento de autorizar la venta y las mismas pueden haber sufrido modificaciones a la fecha.. 2)Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general No 2371 de la AFIP (pedido de COTI) Medidas y detalles: Living Comedor: 3.80 x 3.60 | Dormitorio: 3 x 3 | cocina y lavadero: 3.50 x 1.70 | baño: 2 x 1.60 Propiedad ACCESIBLE ( Ley 5115) DANIEL AMADO PROPIEDADES -Mat. 367 Aviso publicado por DANIEL AMADO PROPIEDADES desde . VREMONT Daniel Amado Doblas 312 - CABA PROPIEDADES EN URUGUAY Móvil Uruguay : Mail: PROPIEDADES EN ARGENTINA Tel: / Móvil: +549 Mail:	https://www.argenprop.com/departamento-en-venta-en-parque-rivadavia-2-ambientes--18804293	2	1	1	N/A	N/A	50	Lateral	N/A	N/A	0	N/A	N/A	Venta	34	34	N/A	USD 78.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 280.000	ARS 390.000	Avellaneda al	2300	N/A	77 m² cubie. 2 dorm. A Estrenar	Moderno y luminoso departamento de 3 ambientes en edificio de categoría, con amplios espacios, terminaciones de calidad y una distribución funcional que brinda confort y elegancia en cada ambiente. Excelente ubicación. Edificio Style Point. Departamento consta de: - Entrada principal y servicio. - Recibidor. - Toilette en recepción. - Amplio living comedor con salida a balcón corrido que aporta gran luminosidad. - Cocina independiente con alacenas, bajo mesada doble y excelentes terminaciones. - Lavadero integrado con bacha propia. - Espacio de conexión para lavavajillas. - Dormitorio principal en suite con vestidor y salida a balcón. - 2do. dormitorio en suite con doble placard y jacuzzi, también con salida a balcón. - Dos baños completos con piezas de 1era calidad y revestimientos en porcelanato. - Placards con interiores completos y frentes espejados. - Pisos de madera en dormitorios y áreas sociales. En los baños y cocina de porcelanato. - Agua caliente individual por caldera mural Peisa - Calefacción individual por caldera (Losa radiante) Edificio tiene: - Grupo electrógeno, - Seguridad las 24hs. - Gym. - Piscina. - Solarium. - Laundry - Cochera fija cubierta con ingreso por rampa. - 3 Ascensores, 2 de uso común y 1 camillero. Todas las imágenes, planos, descripciones, y características indicadas son meramente referenciales e ilustrativas y podrán ser modificadas sin previo aviso. Las superficies indicadas son estimadas. Las superficies y medidas definitivas surgirán del plano de mensura final aprobado oportunamente por el GCBA. Las fechas de inicio de obra o posesión son estimadas, podrán ser reprogramadas por la Dirección de obra y dependerán a su vez de un proceso de aprobaciones municipales u otros organismos intervinientes. Los precios indicados podrán modificarse sin previo aviso. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda.	https://www.argenprop.com/departamento-en-venta-en-flores-3-ambientes--18463306	3	2	2	N/A	N/A	N/A	Frente	O	N/A	0	N/A	N/A	Venta	77	77	N/A	USD 280.000	N/A	N/A	N/A	N/A	N/A	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0
