Precio	Expensas	Calle	Altura	Piso	Tipo_Alquiler	Detalles	Descripción	Link	Ambientes	Dormitorios	Baños	Toilettes	Estado	Antiguedad	Disposicion	Orientacion	Tipo_Balcon	Apto_Profesional	Apto_Credito	Tipo_Unidad	Tipo_Operacion	Sup_Cubierta_m2	Sup_Total_m2	Sup_Descubierta_m2	Precio_Ficha	Expensas_Ficha	Cant_Pisos_Edificio	Deptos_Por_Piso	Antiguedad_Edificio	Estado_Edificio	Aire_acondicionado_individual	Electricidad	Losa_radiante	Gas_natural	Agua_corriente	Agua_caliente	Balcón	Terraza	Jardín	Patio	Baulera	Cochera	Muebles_de_cocina	Lavarropas	Lavavajillas	Conexión_para_lavarropas	Permite_Mascotas	Apto_Crédito	Ascensor	Pileta	Piscina	Parrilla	SUM	Gimnasio	Sauna	Laundry	Seguridad_24hs	Vigilancia	Acceso_para_personas_con_movilidad_reducida	Pavimento	ABL	Smart_Amenities	Smart_Losa_Central	Smart_Luminoso	Smart_Balcon_Aterrazado
ARS 880.000	ARS 220.000	Sánchez De Bustamante	400	19	Alquiler	67 m² cubie. 2 dorm. 42 años	"3 Ambientes amplios en edificio torre con vigilancia 24 hs, calefacción central, grupo electrógeno. 2 dormitorios c/placares, living con salida a balcón, cocina con lavadero incorporado, baño completo. Baulera - Excelente vista desde el piso 19 y ubicación. Todo con súper luminosidad. A metros de la Av. Corrientes y subte ""B"" - Requisitos: Constancia de ingresos y garante propietario de Capital o seguro de caución - JORGE FELLER Propiedades – Profesional responsable Jorge Feller, Martillero y Corredor Inmobiliario - Matrícula CPI: 278 - LEY 5859 – ART.4 * Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes * Inmueble inaccesible para personas con discapacidad física. - Ley 5115 * Se deja constancia que los m2 son aproximados, al igual que las medidas de los ambientes. El valor expresado de las expensas, es meramente informativo estando sujeto a verificación y/o ajustes. El precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual."	https://www.argenprop.com/departamento-en-alquiler-en-almagro-3-ambientes--19380755	3	2	1	N/A	Excelente	45	Frente	N/A	N/A	0	N/A	Departamento	Alquiler	67	67	5	ARS 880.000	N/A	25	N/A	N/A	Excelente	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ARS 650.000	ARS 210.000	Avenida Carlos Calvo	300	N/A	Alquiler	38 m² cubie. 1 dorm. 1 baño	ALQUILER 2 AMB CARLOS CALVO AL 300 SUP. TOTAL: 40 M2 MUY LUMINOSO INTERNO A METROS PLAZA DORREGO A 2 CUADRAS AV. INDEPENDENCIA A 2 CUADRAS AV. SAN JUAN A 2 CUADRAS AV. PASEO COLON ZONA TURISTICA POR EXCELENCIA $650.000 EL EDIFICIO NO DISPONE DE MEDIOS DE ACCESIBILIDAD PARA PERSONAS CON DISCAPACIDADES FISICAS. SI DESEA SER CONTACTADO POR ESTE INMUEBLE DEJENOS UN TEL. O CORREO ELECTRÓNICO. SE DEJA CONSTANCIA QUE LAS MEDIDAS, SUPERFICIES Y M2 CONSIGNADOS SON APROXIMADOS, SUJETOS A VERIFICACIÓN Y/O AJUSTE. EL PRECIO DEL INMUEBLE PUEDE SER MODIFICADO SIN PREVIO AVISO. FOTOS DE CARÁCTER NO CONTRACTUAL. PARA MAS INFORMACION CONTACTARSE DE LUNES A VIERNES DE 10 A 13 Y/Ó DE 15 A 19 HS. AL Y/O Roth Propiedades Matrícula CUCICBA N° 791 TEL.: (Ley 5859, art. 4) “Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes”.-	https://www.argenprop.com/departamento-en-alquiler-en-san-telmo-2-ambientes--19298958	2	1	1	N/A	Muy Bueno	N/A	N/A	N/A	N/A	0	N/A	Departamento	Alquiler	38	40	2	ARS 650.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ARS 1.200.000	ARS 250.000	Palestina al	1000	N/A	Alquiler	40 m² cubie. 1 dorm. 10 años	"ATENCIóN DEPARTAMENTO EN ALQUILER DE 2 AMBIENTES DE GRAN CATEGORíA EN PALERMO CON SEGURIDAD LAS 24 HORAS Y TODOS LOS AMENITIES FULL, SE TRATA DE UN DEPARTAMENTO DE 2 AMBIENTES QUE TIENE UN HERMOSO LIVING-COMEDOR, COCINA COMPLETA ESTILO AMERICANO, HERMOSO BALCóN CON VISTA ABIERTA Y SE VE LA CALLE, TIENE UN BAñO COMPLETO, Y DORMITORIO AMPLIO CON PLACARES E INTERIORES, REALMENTE ES UN CHICHE, TIENE LOS MEJORES AMENITIES, PILETA DE NATACIóN, SUM, GIMNASIO, LAUNDRY, PARRILLA, REALMENTE úNICO EN UNA ZONA A PASOS DEL SUBTE ""B"" DE TODOS LOS MEDIOS DE LOCOMOCIóN, A PASOS DE LOS MEJORES LUGARES GASTRONóMICOS, Y DE LOS LOCALES COMERCIALES DE LA AVENIDA CóRDOBA, REALMENTE úNICO PARA NO PERDERLO ""Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes"".- Esta unidad no accesible para personas con capacidad reducida."	https://www.argenprop.com/departamento-en-alquiler-en-palermo-soho-2-ambientes--19323025	2	1	1	N/A	N/A	10	Lateral	N	N/A	0	N/A	N/A	Alquiler	40	40	N/A	ARS 1.200.000	N/A	N/A	N/A	N/A	N/A	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0
ARS 495.000	ARS 132.000	Avenida Rivadavia	3364	9	Alquiler	34 m² cubie. 1 baño Monoam.	Monoambiente divisible c/ balcon a la calle. Aire acondicionado Placard Amenities. Laundry, sauna , jacuzzi y sum. Muy luminoso Excelente estado Ideal ubicación con múltiples medios de transportes.	https://www.argenprop.com/departamento-en-alquiler-en-almagro-1-ambiente--18147747	1	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	Departamento	Alquiler	34	38	4	ARS 495.000	N/A	10	N/A	N/A	Excelente	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
ARS 1.600.000	N/A	Santos Dumont	2618	PB	Alquiler	160 m² cubie. 4 dorm. 65 años	"Roberto Nicolas Negocios Inmobiliarios le ofrece en ALQUILER: Departamento PH 5 ambientes en Planta Baja, Patio con Parrilla. Muy Luminoso y Soleado! SIN EXPENSAS! USO PROFESIONAL/COMERCIAL Ubicación: Santos Dumont 2600 entre Ciudad de la Paz y Amenabar/ Vias del Tren. A pocas cuadras de la estación de Subte /Tren ""Ministro Carranza"" Av. Cabildo/ Santa Fe.- El Edificio: Consolidada construcción compuesta por 3 unidades de departamentos, este en PB y otros dos en Planta alta.- El Departamento: PH 5 ambientes. Planta baja. Al frente, con Patio y Parrilla.- Superficie total: 172 m2. Listo para Habitar. Ideal Consultorio/Oficina -NO ADMITE MASCOTAS.-USO PROFESIONAL/COMERCIAL Contrato por 24 meses (2 años). Valor Locativo: $1.600.000 + Impuestos + AGIP + Servicios (Electricidad y Gas).- Actualización Trimestral por IPCBA Recibo de Sueldo y/o Comprobante de ingresos. 1 Garantia de Propiedad de CABA.- 2 Meses de Deposito.- 1 Mes Adelanto Valor Inicial.- Seguro de Incendio.- Gastos administrativos: Informes por garantía de propiedad y certificación de firmas ante escribano público a cargo del Locatario -.NO ADMITE MASCOTAS.-USO PROFESIONAL/COMERCIAL Art. 5°: Incorpórase como inciso 9 del artículo 10 de la Ley 2340 (texto consolidado según Ley 5666) el siguiente texto: Exhibir en todos los locales y/o oficinas en los que se preste servicios de corretaje inmobiliario carteles visibles al público con la siguiente leyenda: Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos que sean personas físicas. Para los casos de ALQUILER DE VIVIENDAS, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato.- Servicios: Cloacas, Gas Depósito (meses): 2 Impuestos a cargo de: Inquilino Agua a cargo de: Inquilino"	https://www.argenprop.com/departamento-en-alquiler-en-palermo-5-ambientes--19196158	5	4	1	N/A	Bueno	65	Frente	N/A	N/A	0	N/A	Departamento	Alquiler	160	172	8	ARS 1.600.000	N/A	N/A	N/A	N/A	Bueno	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0
ARS 670.000	ARS 160.000	Avenida Francisco Beiró	4600	5	Alquiler	38 m² cubie. 4 años Monoam.	EXCELENTE DEPARTAMENTO MONOAMBIENTE. BALCON. COCINA INTEGRADA. BAÑO COMPLETO IMPECABLE ESTADO, COMO NUEVO. EDIFICIO DE CATEGORIA. SUM, PILETA, GYM. APTO PROFESIONAL. REQUISITOS 1 MES ANTICIPO 1 MES DEPOSITO GASTOS $ 250.000 GARANTIA PROP O SEGURO DE CAUCION + DEMOSTRACION DE INGRESOS.	https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-1-ambiente--18673691	1	N/A	N/A	N/A	Excelente	4	Lateral	N/A	N/A	0	N/A	Departamento	Alquiler	38	43	5	ARS 670.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ARS 450.000	ARS 110.000	Avenida Juan Bautista Alberdi	2800	5	Alquiler	1 baño Monoam. Muy Bueno	Monoambiente * 5° piso al frente (edificio con ascensor) * Ambiente único de 30 m2 * Artefacto de cocina eléctrica, alacenas * Baño * Espacio con Placard * Balcón al frente * Todo eléctrico, no tiene gas * Expensas aproximadas de $110.000 Excelente ubicación Av. J. B. Alberdi 2877, CABA. Entre las calles Av. Lafuente y Av. San Pedrito (paradas de colectivos 76 y 145). A 200 mts. de Av. Rivadavia (amplia variedad de líneas de colectivos y estación de subte San Pedrito)	https://www.argenprop.com/departamento-en-alquiler-en-flores-1-ambiente--18129168	1	N/A	1	N/A	Muy Bueno	N/A	Frente	N/A	N/A	0	N/A	Departamento	Alquiler	N/A	30	N/A	ARS 450.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USD 700	ARS 173.000	Lavalle	3200	N/A	Alquiler	59 m² cubie. 1 dorm. A Estrenar	ALQUILER 2 AMBIENTES EN TORRE DE 30 PISOS Amenities de la torre: PISCINA CON SOLARIUM, GIMNASIO, SALóN DE USOS MúLTIPLES, SECTOR PARRILLAS, CANCHA DE FúTBOL, CANCHA DE BáSQUET, CANCHA DE TENIS, JUEGOS PARA NIñOS, Y KIDS CLUB SENDERO AERóBICO, LAUNDRY, MICROCINE, , COWORK, SPA Unico complejo en Capital Federal 5 estrellas. Piso muy alto Aire frio calor en cada ambiente Interiores de placard Cerradura electronica Ubicacion estrategica, a la vuelta de Abasto Shopping Consulta por esta propiedad AHORA. WhatsApp: Oficina: VENDE y COMPRA con LEXINTON, inmobiliaria LIDER en realizar compra / venta simultanea. Tasaciones profesionales. Las medidas, superficies y valores de esta ficha son aproximadas y a título informativo únicamente. Martillera y Corredor Responsable: NORA LEVI CMCPSI 6006 y CUCICBA 5059 Todas las propiedades que figuran en el perfil de Lexinton se encuentran a cargo del profesional matriculado que corresponda, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por esta persona. Lexinton Propiedades es una marca registrada. Matricula Provincia de Buenos Aires: NORA LEVI CMCPSI 6006 Matricula Ciudad de Buenos Aires: CUCICBA 5059	https://www.argenprop.com/departamento-en-alquiler-en-balvanera-2-ambientes--17829777	2	1	1	N/A	N/A	N/A	Frente	N	N/A	0	N/A	N/A	Alquiler	59	62	3	USD 700	N/A	N/A	N/A	N/A	N/A	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
ARS 1.200.000	ARS 490.000	Azcuenaga	1000	4	Alquiler	80 m² cubie. 2 dorm. 45 años	"Se presenta para alquiler un amplio y luminoso departamento de 3 ambientes, ubicado estratégicamente en la calle Azcuénaga 1064, en el prestigioso barrio de Barrio Norte, CABA. La zona es reconocida por su excelente conectividad y proximidad a importantes centros de salud y educación. Conectividad y Entorno: Medios de Transporte: Ubicación privilegiada con acceso a una amplia red de transporte público. oSubte: Cerca de las estaciones ""Santa Fe"" (Líneas D y H). oColectivos: Múltiples líneas de colectivo circulan por la zona, incluyendo la 101, 106, 12, 152, 39, entre otras, facilitando el acceso a toda la ciudad. Universidades Cercanas: oA pocas cuadras de la Facultad de Medicina, Economía, Odontología, Kinesiología, etc. de la UBA (Paraguay 2155). oProximidad a la Universidad de Palermo y la Universidad Nacional de las Artes (UNA). Clínicas y Centros de Salud: oCentro Medicus Azcuénaga (Azcuénaga 910), con guardia las 24 horas. oHospital de Clínicas José de San Martín (Av. Córdoba y Azcuénaga). oClinica y Maternidad Suizo Argentina. ( Av Santa Fe y Av Pueyrredon) Detalles de la Propiedad: Contrafrente con Balcón: Disfrute de mayor tranquilidad al estar orientado al contrafrente, con salida a un gran balcón que asegura excelente luminosidad y ventilación. Comodidad y Distribución: Amplio living, cocina comedor independiente con lavadero integrado, dos baños completos y dos dormitorios con placard. Cochera Exclusiva con Seguridad 24h: Un valor agregado fundamental en Barrio Norte. La propiedad incluye una cochera fija y cubierta ubicada en el edificio lindero, el cual es un edificio de cocheras exclusivo con seguridad y vigilancia las 24 horas. Seguridad General: El edificio del departamento cuenta con seguridad mediante sistema de tótem. Requisitos: Se solicita fianza de alquiler Respaldar y recibos de sueldo para acreditar ingresos. Este departamento es una oportunidad ideal para quienes buscan calidad de vida, amplitud y una ubicación inmejorable en la Ciudad de Buenos Aires. Para más detalles o coordinar una visita, contacte con nosotros. SANTAMARIA NEGOCIOS INMOBILIARIOS ACEPTAMOS GARANTÍA RESPALDAR: Para iniciar su tramite Copie y pegue el siguiente linck o consúltenos por whatsapp . www./pre-aprobado-express-sin-cargo?i=e5841df2166dd424ad276bbe&h=2f5fe9841b6d6a5992b565ad Contrato a 2 años del plazo de duración con una indexación trimestral por IPC Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. Federico Santamaria Mat 5568 CUCICBA Ambientes: Pasillo (3.3x0.9) Toilette (1.95x1.05) Servicios: Cloacas, Gas Depósito (meses): 1 Impuestos a cargo de: Inquilino Agua a cargo de: Inquilino Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. Coordiná tu visita Y si necesitás vender tu propiedad para comprar esta, nosotros sabemos hacerlo. TASACIONES - TASACIONES JUDICIALES - VENTA - ALQUILER - ADMINITRACION DE ALQUILERES En cumplimiento de la ley 5.115 del 23/10/2014, de la Legislatura de la ciudad de Buenos Aires, se informa que este edificio no es accesible para personas con discapacidad física Martillero Responsable: Federico Santamaría Mat 5568 CUCICBA. En cumplimiento de la ley 2340 CUCICBA, Ley 10973 de la provincia de Buenos Aires, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa del Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los brokers NO ejercen el corretaje inmobiliario y todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor inmobiliario matriculado de Santamaría Negocios Inmobiliarios. AVISO LEGAL: Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. Se hace saber que las características descriptas del inmueble publicado, calidades y cualidades constructivas y funcionales, valores de expensas, impuestos y servicios, y medidas y superficies, son aproximados y consignadas en base a datos que fueron proporcionados por el propietario y que pueden no ser exactos y/o no estar actualizados a la hora de la visualización de este aviso, pudiendo surgir discordancias con los datos que surgen de la documentación respectiva. Las medidas y superficies exactas son las que surgen de los títulos y planos legales del inmueble. Las imágenes publicadas lo son al mero efecto orientativo de las características generales y circunstancias del inmueble en el momento en que han sido tomadas, pudiendo las mismas diferir del estado y circunstancias actuales del mismo. Asimismo, los mobiliarios , accesorios, elementos, etc, que se visualicen en las imagines publicadas, no integran la oferta de venta. En todos los casos el interesado deberá realizar una visita al inmueble y efectuar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo la documentación que corresponda."	https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-3-ambientes--18619208	3	2	2	N/A	Muy Bueno	45	Contrafrente	O	N/A	Sí	N/A	Departamento	Alquiler	80	89	N/A	ARS 1.200.000	N/A	10	3	N/A	Muy Bueno	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
USD 1.400	ARS 380.000	Jose Ortega Y Gasset	1800	4B	Alquiler	100 m² cubie. 2 dorm. 35 años	"Ortega y Gasset 1827 Edificio de categoría Seguridad Cochera fija cubierta 2 balcones en el living Dormitorio con balcon y placard empotrado Vestidor INCLUYE BAULERA 2do dormitorio amplio con placard Cocina amplia con espacio para mesa refaccionada Baño completo + baño toilette ambos refaccionado Dependencia con baño SCHWARTZ estudio inmobiliario srl J. Alvarez 2410 CABA - 1425 48 21 - 22 00 w w w . s c h w a r t z . c o m . a r II5060.6378Whatsapp Horario de atención: De lunes a viernes de 14:00 a 19:00hs. Art. 4° - Hacer constar en todo ofrecimiento publicitario de locación de inmuebles con destino habitacional que se emita vía páginas web, propias o de terceros, la siguiente leyenda: ""Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes "" (incorporado como inciso 8 del artículo 10 de la Ley 2340). Accesibilidad: Se puede recorrer desde la vereda hasta el ascensor por tramos horizontales o por rampa con anchos adecuados, luego en forma vertical por ascensor que tiene dimensiones adecuadas para circular con sillas de ruedas y luego hasta la propiedad por pasillo con ancho adecuado también. Matricula CUCICBA Nº579 Fº23 L1"	https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-3-ambientes--19247769	3	2	1	2	Excelente	35	Contrafrente	N/A	Corrido	0	N/A	Semipiso	Alquiler	100	109	9	USD 1.400	N/A	N/A	N/A	N/A	N/A	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
USD 1.400	ARS 380.000	Jose Ortega Y Gasset	1800	4B	Alquiler	100 m² cubie. 3 dorm. 35 años	"Ortega y Gasset 1827 Edificio de categoría Seguridad Cochera fija cubierta 2 balcones en el living Dormitorio con balcon y placard empotrado Vestidor INCLUYE BAULERA 2do dormitorio amplio con placard Cocina amplia con espacio para mesa refaccionada Baño completo + baño toilette ambos refaccionado Dependencia con baño SCHWARTZ estudio inmobiliario srl J. Alvarez 2410 CABA - 1425 48 21 - 22 00 w w w . s c h w a r t z . c o m . a r II5060.6378Whatsapp Horario de atención: De lunes a viernes de 14:00 a 19:00hs. Art. 4° - Hacer constar en todo ofrecimiento publicitario de locación de inmuebles con destino habitacional que se emita vía páginas web, propias o de terceros, la siguiente leyenda: ""Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes "" (incorporado como inciso 8 del artículo 10 de la Ley 2340). Accesibilidad: Se puede recorrer desde la vereda hasta el ascensor por tramos horizontales o por rampa con anchos adecuados, luego en forma vertical por ascensor que tiene dimensiones adecuadas para circular con sillas de ruedas y luego hasta la propiedad por pasillo con ancho adecuado también. Matricula CUCICBA Nº579 Fº23 L1"	https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-4-ambientes--19253188	4	3	1	2	Excelente	35	Contrafrente	N/A	Corrido	0	N/A	Semipiso	Alquiler	100	109	9	USD 1.400	N/A	N/A	N/A	N/A	N/A	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
