Precio	Expensas	Calle	Altura	Piso	Tipo_Alquiler	Detalles	Descripción	Link	Ambientes	Dormitorios	Baños	Toilettes	Estado	Antiguedad	Disposicion	Orientacion	Tipo_Balcon	Apto_Profesional	Apto_Credito	Tipo_Unidad	Tipo_Operacion	Sup_Cubierta_m2	Sup_Total_m2	Sup_Descubierta_m2	Precio_Ficha	Expensas_Ficha	Cant_Pisos_Edificio	Deptos_Por_Piso	Antiguedad_Edificio	Estado_Edificio	Aire_acondicionado_individual	Electricidad	Losa_radiante	Gas_natural	Agua_corriente	Agua_caliente	Balcón	Terraza	Jardín	Patio	Baulera	Cochera	Muebles_de_cocina	Lavarropas	Lavavajillas	Conexión_para_lavarropas	Permite_Mascotas	Apto_Crédito	Ascensor	Pileta	Piscina	Parrilla	SUM	Gimnasio	Sauna	Laundry	Seguridad_24hs	Vigilancia	Acceso_para_personas_con_movilidad_reducida	Pavimento	ABL	Smart_Amenities	Smart_Losa_Central	Smart_Luminoso	Smart_Balcon_Aterrazado
ARS 600.000	ARS 155.000	11 De Septiembre 1888	3300	5	Alquiler	34 m² cubie. 1 dorm. 40 años	"[LAGE-393] DEPTO 2 AMB LATERAL DE 34 M² EN EXCELENTE UBICACIÓN UBICADO EN UNA EXCELENTE ZONA DE NUÑEZ, A TAN SOLO CUADRAS DE AVENIDAS PRINCIPALES COMO AV. LIBERTADOR, AV. CABILDO Y AV. CONGRESO. CERCANO A DIVERSOS COMERCIOS, CENTROS EDUCATIVOS Y DE SALUD, CON EXCELENTE CONECTIVIDAD HACIA DISTINTOS PUNTOS TANTO DE LA CIUDAD COMO DE LA PROVINCIA DE BUENOS AIRES. EL DEPARTAMENTO ES DE DISPOSICIÓN INTERNA, CUENTA CON MUY BUENA LUMINOSIDAD Y UNA DISTRIBUCIÓN QUE LO HACE SUMAMENTE FUNCIONAL. AL INGRESAR A LA PROPIEDAD NOS RECIBE EL LIVING COMEDOR, EL CUAL CUENTA CON AIRE ACONDICIONADO, VENTILADOR DE TECHO Y VENTILACIÓN NATURAL. LA COCINA FUE RECICLADA RECIENTEMENTE Y ES COMPLETA, CON MUEBLES BAJO MESADA Y ALACENA, COCINA A GAS DE 4 HORNALLAS CON HORNO, CALEFÓN Y VENTILACIÓN NATURAL. A CONTINUACIÓN, NOS ENCONTRAMOS CON UN HALL DE DISTRIBUCIÓN AMPLIO, IDEAL PARA UTILIZAR COMO ESCRITORIO, EL CUAL BRINDA ACCESO AL BAÑO Y A LA HABITACIÓN. EL BAÑO FUE RECICLADO A NUEVO RECIENTEMENTE, CON UN DISEÑO MODERNO Y FUNCIONAL. LA HABITACIÓN CUENTA CON PLACARD EMPOTRADO DE MADERA, CON BUEN ESPACIO DE GUARDADO, Y VENTILACIÓN NATURAL. 24 MESES DE CONTRATO AJUSTE POR IPC REQUISITOS GARANTÍA PROPIETARIA O SEGURO DE CAUCIÓN INGRESOS DEMOSTRABLES GASTOS 1 MES DE ADELANTO 1 MES DE DEPÓSITO CERT. DE FIRMA (EN CASO DE CORRESPONDER) INFORMES (EN CASO DE CORRESPONDER Servicios: Cloacas, Gas Depósito (meses): 1 Impuestos a cargo de: Inquilino Agua a cargo de: Inquilino INSTAGRAM: @LAGEPROP CMCPSI Mat Nº 6689 CUCICBA Nº 7776 ""Los datos, medidas y antigüedad, son estimativos y suministrados por el propietario"" Las medidas son aproximadas y al sólo efecto orientativo, las medidas reales surgirán del titulo de propiedad respectivo. Los montos especificados de expensas responden a una declaración del propietario el día que fue visitada la propiedad por nuestro personal. Verificar el monto actualizado."	https://www.argenprop.com/departamento-en-alquiler-en-nunez-2-ambientes--19317159	2	1	1	N/A	Muy Bueno	40	Interno	N/A	N/A	Sí	N/A	Departamento	Alquiler	34	34	N/A	ARS 600.000	N/A	N/A	N/A	N/A	Bueno	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
ARS 580.000	ARS 150.000	Tomas Antonio Valle	100	N/A	Alquiler	40 m² cubie. 1 dorm. 45 años	DORMITORIO CON PISOS DE PARquet LIVING COMEDOR CON PISOS CERAMICO COCINA COMPLETA LAVADERO INDEPENDIENTE BAÑO COMPLETO CON VANITORY -A metros de Av. Pedro Goyena *A 1 CUADRA DE AV. LA PLATA *A 1 CUADRA DE AV. JUAN BAUTISTA ALBERDI *CERCA SUBTE *LATERAL MUY LUMINOSO	https://www.argenprop.com/departamento-en-alquiler-en-parque-rivadavia-2-ambientes--10434825	2	1	1	N/A	Muy Bueno	45	Lateral	N	N/A	0	N/A	Departamento	Alquiler	40	40	N/A	ARS 580.000	N/A	8	4	N/A	Bueno	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
ARS 950.000	ARS 200.000	Quito	4300	4	Alquiler	69 m² cubie. 2 dorm. 50 años	Excelente departamento de tres ambientes con dependencia de servicio ubicado en Caballito. Cuenta con amplio living comedor, cocina completa, baño principal completo, baño de servicio, habitación de servicio, todos los ambientes al frente y muy luminoso. No se aceptan mascotas. Horarios de atención de lunes a jueves de 11 a 17:30 hs. Consultas al o .	https://www.argenprop.com/departamento-en-alquiler-en-caballito-3-ambientes--3609569	3	2	1	1	Muy Bueno	50	Frente	N/A	N/A	0	N/A	Departamento	Alquiler	69	69	N/A	ARS 950.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARS 700.000	ARS 172.000	Batalla Del Pari	1006	3ª	Alquiler	1 dorm. 13 años 1 baño	2 AMBIENTES FRENTE-BALCÓN. COCINA INTEGRADA- MUY LUMINOSO- EXCELENTE ESTADO-CONEXIÓN A LAVARROPAS- CERCA DEL METROBUS	https://www.argenprop.com/departamento-en-alquiler-en-paternal-2-ambientes--19339116	2	1	1	N/A	Muy Bueno	13	Frente	N	N/A	0	N/A	Departamento	Alquiler	N/A	47	N/A	ARS 700.000	N/A	7	2	N/A	Muy Bueno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARS 1.600.000	ARS 450.000	Mendoza	3200	3	Alquiler	80 m² cubie. 2 dorm. 2 baños	Para visitar la unidad comunicarse al : (MAXIMILIANO) - (ELEONORA) - (TOMAS)	https://www.argenprop.com/departamento-en-alquiler-en-belgrano-r-3-ambientes--14569460	3	2	2	N/A	Excelente	N/A	Frente	N/A	Frances	0	N/A	Departamento	Alquiler	80	80	N/A	ARS 1.600.000	N/A	3	3	N/A	Excelente	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0
ARS 980.000	ARS 180.000	BOGOTA	2300	4	Alquiler	54 m² cubie. 2 dorm. 30 años	3 Ambientes, APTO PROFESIONAL POR REGLAMENTO, CONSULTORIOS, ESTUDIOS, OFICINAS, con amplio Balcón a Contra-frente Abierto, con profundidad visual y una vista al verde del pulmón de manzana; Amplio living comedor super luminoso con una pared espejada y un equipo de AA instalado, amplia cocina y comedor diario con ventanal al exterior, 2 amplios dormitorios con placards, uno de ellos con un ventilador de techo, Amplio baño totalmente equipado con bañadera y mampara divisoria, amplio balcón con vista abierta, el edificio cuenta con calefacción central por losa radiante. Alquiler mensual el primer cuatrimestre $ 980.000 y luego se ajusta por ICL, Condiciones: 1 mes adelantado y 1 mes de depósito, el locatario y su garante deberán tener trabajo en relación de dependencia, con un importe neto mensual equivalente a 3 veces el importe del alquiler mensual.	https://www.argenprop.com/departamento-en-alquiler-en-flores-norte-3-ambientes--19233213	3	2	N/A	N/A	Excelente	30	Contrafrente	NE	Corrido	Sí	N/A	Departamento	Alquiler	54	60	6	ARS 980.000	N/A	N/A	N/A	N/A	N/A	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ARS 550.000	ARS 90.000	MEXICO	3900	3	Alquiler	32 m² cubie. 1 dorm. 50 años	HERMOSO MONOAMBIENTE, TOTALMENTE RECICLADO A NUEVO, CON COMODA COCINA CON BARRA DESAYUNADORA,BUENA CAPACIDAD EN ALACENAS Y BAJOMESADA, AMBIENTE LUMINOSO CON PLACARD EMPOTRADO Y BAÑO COMPLETO CON VENTILACION AL EXTERIOR. EN COMODISIMA UBICACION EN ALMAGRO. MEDIDAS DE LOS AMBIENTES: COCINA: 3.10 X 2 AMBIENTE :5 X 4 BAÑO.2.20X1.65 Requisitos y Condiciones :1 MES ADELANTO ($ 550.000-) 1 MES DEPÓSITO ($ 550.000-) 1 GARANTÍA PROPIETARIA O SEGURO DE CAUCIÓN (compañias Respaldar o Monclair) JUSTIFICACIÓN DE INGRESOS COMPROBABLES (ejemplo: recibos de sueldo) Duración del contrato: 24 meses Valor locativo inicial: $ 550.000- Actualización: CUATRIMESTRAL POR IPC	https://www.argenprop.com/departamento-en-alquiler-en-almagro-1-ambiente--19379271	1	1	1	N/A	Excelente	50	Lateral	NO	N/A	0	N/A	Departamento	Alquiler	32	32	N/A	ARS 550.000	N/A	N/A	N/A	N/A	N/A	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0
ARS 650.000	N/A	Av Gaona al	2700	N/A	Alquiler	45 m² cubie. 1 dorm. 40 años	Amplio dpto. de dos ambientes. Gran living-comedor. Balcón francés con vista abierta. Dormitorio con placard. Cocina-comedor diario y lavadero independiente. Contrafrente. Muy luminoso. Se renta con o sin muebles. Consultar. Muy buena ubicación, sobre la Avenida Gaona, con distintas opciones de medios de transportes. Consultas al o al celular . Mail .	https://www.argenprop.com/departamento-en-alquiler-en-flores-2-ambientes--19307259	2	1	1	N/A	N/A	40	Contrafrente	NO	N/A	0	N/A	N/A	Alquiler	45	45	N/A	ARS 650.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARS 750.000	ARS 230.000	Beiro 4098	100	c	Alquiler	40 m² cubie. 1 dorm. 1 baño	EXCELENTE DEPARTAMENTO 2 AMBIENTES, 3 PISO AL FRENTE. LIVING COMEDOR, CON SALIDA AL BALCON. COCINA INDEPENDIENTE CON LAVADERO. DORMITORIO CON PLACARD. BAÑO COMPLETO BALCON AL FRENTE. NO SE ACEPTAN MASCOTAS. REQUISITOS 1 MES ANTICIPO 1 MES DEPOSITO GASTOS $ 250.000 GARANTIA PROP CABA O SEGURO DE CAUCION. DEMOSTRACION DE INGRESOS.,	https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-2-ambientes--19194487	2	1	1	N/A	Muy Bueno	N/A	Frente	N/A	N/A	0	N/A	Departamento	Alquiler	40	44	4	ARS 750.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARS 680.000	ARS 24.000	Zelada	5000	1	Alquiler	36 m² cubie. 1 dorm. 20 años	Se ofrece departamento de 2 Ambientes con balcón lateral ubicado en Primer piso por escalera. Living comedor en su ingreso, cocina integrada con alacena y bajo mesada y comunicación directa a lavadero. Dormitorio con placard y baño completo. Dispone Aire acc en ambos ambientes. Departamento en buen estado con bajas Expensas. No se admiten mascotas. Requisitos demostración de ingresos y Seguro de Caución. Dicho monto de Alquiler se ajustará Trimestralmente por IPC.	https://www.argenprop.com/departamento-en-alquiler-en-villa-luro-2-ambientes--19392658	2	1	1	N/A	Muy Bueno	20	Lateral	S	N/A	0	N/A	Departamento	Alquiler	36	39	3	ARS 680.000	N/A	N/A	N/A	N/A	N/A	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARS 500.000	ARS 60.000	Estados Unidos	1626	3	Alquiler	40 m² cubie. 1 dorm. 50 años	muy lindo departamente con cocina y baño reciclados a nuevo , se entrega recien pintado , muy bajas expensas , tercer piso por escalera, el edificio no tienen ascensor	https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-2-ambientes--19392900	2	1	1	N/A	Excelente	50	Lateral	SE	N/A	0	N/A	Departamento	Alquiler	40	40	N/A	ARS 500.000	N/A	3	2	N/A	Bueno	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ARS 600.000	ARS 220.000	Av Monroe	3200	N/A	Alquiler	33 m² cubie. Excelente Frente	Lindisimo monoambiente super amplio con balcón aterrazado muy buena ubicación. Al frente muy luminoso, cocina con barra y muy bien equipada, baño completo. SIN MUEBLES	https://www.argenprop.com/departamento-en-alquiler-en-belgrano--19223624	N/A	N/A	N/A	N/A	Excelente	N/A	Frente	N/A	N/A	0	N/A	Departamento	Alquiler	33	40	7	ARS 600.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ARS 1.650.000	ARS 235.000	Cuba	2200	4	Alquiler	102 m² cubie. 3 dorm. 59 años	Excelente propiedad en alquiler en Belgrano C , con una superficie construida de 107 m². Ofrece 3 amplias habitaciones + dependencia de servicio, ideal para familias o quienes buscan espacio adicional. La disposición es al frente, con todos sus amplios ambientes que ventilan al exterior garantizando muy buena luminosidad, además, todos cuentan con persianas eléctricas. Gran y acogedor Living comedor con salida al balcón aterrazado y vistas verdes de los frondosos árboles característicos en la zona. Dispone de un equipo de aire acondicionado frío/calor. En el pasillo de distribución está situado, el toilette, y un importante y completo placard con mucho espacio para el guardado, que siempre viene bien! , el hall conduce a las tres cómodas habitaciones, con amplios placares y el baño completo. La cocina elegante y el comedor diario son espacios funcionales y bien distribuidos, complementados por el lavadero, dependencia de servicio y su coqueto baño, también con amplios ventanales que permiten luz y ventilación natural. Toda la unidad funcional se encuentra recién pintada y sus pisos en madera natural plastificados otorgando calidez. El edificio cuenta con encargado, 2 ascensores y dos departamentos por piso, con entrada principal y de servicio. Ubicado en una zona residencial y comercial, Belgrano C ofrece fácil acceso a transporte público, incluyendo diversas líneas de colectivos. En sus cercanías se encuentran supermercados, farmacias, bancos, cines, comercios de todo tipo, etc., así como una variada oferta gastronómica. La zona también cuenta con centros educativos de distintos niveles y espacios verdes para recreación. REQUISITOS: - Garantía propietaria en CABA/ Seguro de Caución - - Demostración de Ingresos comprobables. - Contrato por 24 meses ajuste trimestral por IPC - Depósito en Garantía u$s2000.- - No se aceptan Mascotas. Esperamos su llamado para coordinar y visitar juntos este diferente y exclusivo Hogar ! Martillera María Andrea Sassot Consultora Inmobiliaria Matricula 6553 CUCICBA. AVISO LEGAL :Se hace saber que las características descritas del Inmueble publicado, calidades y cualidades constructivas y funcionales, valores de Expensas, Impuestos, Servicios, son aproximados y consignadas en base a datos que fueron proporcionados por el Propietario y que pueden no estar actualizados a la hora de la visualización de este aviso. Las medidas y superficies exactas son las que surgen de los títulos y planos legales del Inmueble. Las Imágenes publicadas lo son al mero efecto orientativo de las características generales y circunstancias del Inmueble.	https://www.argenprop.com/departamento-en-alquiler-en-belgrano-5-ambientes--19426563	5	3	2	1	Excelente	59	Frente	SO	N/A	0	N/A	Semipiso	Alquiler	102	102	6	ARS 1.650.000	N/A	N/A	N/A	N/A	N/A	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
ARS 650.000	ARS 100.000	Senillosa	300	7	Alquiler	40 m² cubie. 1 dorm. 1 baño	Muy Buen Departamento de 2 Ambientes. Super luminoso Living de 4x3 con pisos de mosaicos. Aire acondicionado Cocina de 3x2 con muebles altos y bajos. Lavadero independiente con conexión para lavarropas y pileta para lavar Baño completo con bañera Dormitorio de 3x3 con placard Condiciones del Contrato Vigencia del Contrato por 2 Años En el valor del alquiler incluye ABL Ajuste cuatrimestral por IPC Pago del primer mes por adelantado Un mes de deposito Garantía de Capital Federal o Sistema Ingresos suficientes demostrables Propiedad apta para personas con movilidad reducida (ley 5115) Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. Corredora inmobiliaria Mat. CUCICBA 744	https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--19425209	2	1	1	N/A	Muy Bueno	N/A	Lateral	N/A	N/A	0	N/A	Departamento	Alquiler	40	40	N/A	ARS 650.000	N/A	7	3	N/A	Bueno	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ARS 800.000	ARS 170.000	Francisco Acuña De Figueroa	100	9	Alquiler	58 m² cubie. 2 dorm. 1 baño	se solicita garntia caba o caucion mas recibos de ingresos demostrable	https://www.argenprop.com/departamento-en-alquiler-en-almagro-3-ambientes--19194858	3	2	1	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	Departamento	Alquiler	58	58	N/A	ARS 800.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 800	N/A	Gorriti	3600	N/A	Alquiler Temporal	40 m² cubie. A Estrenar 1 baño	Excelente Monoambiente en la zona Alto Palermo, zona muy segura rodeada de universidades, supermercados y centro comerciales. Cerca del Subterraneo y varias lineas de colectivos. El departamento está pensado para 3 personas, cuenta con una cama Springwell tamaño Queen y un futón muy cómodo de diseño que se abre a los costados convirtiéndose en una cama lo suficientemente larga como para que duerma allí tanto un niño como un adulto. Amplios placares espejados televisor led con cable e internet wifi incluidos. Aire acondicionado, cocina completamente equipada, y baño completo con bañadera. El edificio cuenta con amenities; pileta, sauna, y laundry. Está situado estratégicamente en el medio de la capital, por lo que es posible acceder a todos los centros turísticos de una manera rápida. Abundan en la zona los medios de transporte. A exactamente 5 cuadras del Shopping Alto Palermo , a 12 cuadras de Plaza Armenia y Plaza Serrano (zona de bares), a 10 cuadras de Palermo Soho , 17 cuadras de Recoleta. La zona es muy segura, inclusive por la noche, a 1 cuadra de distancia hay tres supermercados en la zona y dos kioskos justo en la esquina, de los cuales uno de ellos se encuentra abierto 24hs.	https://www.argenprop.com/departamento-en-alquiler-temporal-en-barrio-norte-1-ambiente--19092688	1	N/A	1	N/A	N/A	N/A	Contrafrente	N/A	N/A	0	N/A	N/A	Alquiler Temporal	40	43	3	USD 800	N/A	N/A	N/A	N/A	N/A	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
USD 3.900	N/A	Teodoro Garcia 1900 esquina Villanueva	N/A	N/A	Alquiler	290 m² cubie. 5 dorm. 50 años	Exclusivo para Doplomáticos El valor del alquiler incluye solo expensas Torre Aisenson, Excelente categoría, ubicado en Teodoro García esquina con Villanueva Piso 29, vista sin limites 360, todos los ambientes externos. Palier privado, 2 ascensores mas 1 ascensor de servicio 6 amb. con doble dependencia, 2 cocheras y baulera individual. amplia recepción. Living con salida a Balcón terraza Comedor aparte. 4 dormitorios (1 en Suite con vestidor) 3 baños completos 1 toillete Escritorio 2 dependencias de servicio baño de servicio Lavadero independiente. Amenities: Piscina, Solarium, Gym. Seguridad 24 hs. Servicios a cargo el Locatario	https://www.argenprop.com/departamento-en-alquiler-en-belgrano-6-ambientes--18039570	6	5	4	N/A	N/A	50	Frente	N/A	N/A	0	N/A	N/A	Alquiler	290	290	N/A	USD 3.900	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1
ARS 1.000.000	N/A	24 De Noviembre	400	PB	Alquiler	65 m² cubie. 2 dorm. 90 años	SOLO USO COMERCIAL O PROFESIONAL: ADMINISTRACION DE EMPRESAS,AGENCIAS,ESTUDIOS PROFESIONALES,U OTROS USOS COMERCIALES O PROFESIONALES. PROPIETARIOS EXIGEN LA COLOCACION DE UN PISO DE ALFOMBRA O SIMILAR PARA PROTECCION DE LOS PISOS .50% A CARGO DEL LOCATARIO. NO APTO VIVIENDA SE ENTREGA CON 1 EQUIPO DE A/A. INMUEBLE EN EXCELENTE ESTADO GENERAL DE CONSERVACION Y MANTENIMIENTO. A 50 MTS DE AVDA BELGRANO,A 4 CUADRAS DE AVDA RIVADAVIA ,PROXIMO A HOSPITAL ESPAÑOL,RAMOS MEJIA,FRANCES Y DUPUY TREN. ESTACIONAMIENTO CUBIERTO A 50 MTS Y OTRO ESTACIONAMIENTO NUEVO POR AVDA BELGRANO. 1 MES ADELANTO 2 MESES DE DEPOSITO AJUSTES CUATRIMESTRALES SEGUN IPC CONTRATO A 24 MESES . HONORARIOS 6% MAS IVA DEL TOTAL DEL CONTRATO. GARANTIA PROPIETARIA EN CABA O SEGURO DE CAUCION CONSULTENOS TRINGALI / Servicios: Gas Depósito (meses): 2 Impuestos a cargo de: Inquilino Agua a cargo de: Inquilino	https://www.argenprop.com/departamento-en-alquiler-en-balvanera-3-ambientes--18255359	3	2	1	N/A	Excelente	90	Contrafrente	N/A	N/A	Sí	N/A	Departamento	Alquiler	65	98	N/A	ARS 1.000.000	N/A	2	3	N/A	Excelente	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARS 820.000	ARS 86.169	Ciudad de la Paz al	2700	N/A	Alquiler	35 m² cubie. A Estrenar 1 baño	Belgrano, monoambiente divisible, al frente con salida al balcón, la unidad posee hall recibidor con placares de piso a techo, cocina abierta al ambiente, baño completo con receptáculo de ducha, piso alto super luminoso.Se entrega con aire acondicionado Surrey de 4500 fg frío calor, mampara de blindex y extractor en baño. Las imágenes ambientadas son ilustrativas, las medidas son aproximadas, las exactas surgen de la escritura traslativa de dominio. El valor de las expensas corresponde al último mes en curso, las mismas podrán sufrir modificaciones de acuerdo el respectivo consorcio.	https://www.argenprop.com/departamento-en-alquiler-en-belgrano-1-ambiente--19088753	1	N/A	1	N/A	N/A	N/A	Frente	NE	N/A	0	N/A	N/A	Alquiler	35	35	N/A	ARS 820.000	N/A	N/A	N/A	N/A	N/A	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARS 1.200.000	ARS 280.000	Echeverria	2600	PB	Alquiler	76 m² cubie. 3 dorm. 2 baños	MUY COMODO DEPARTAMENTO EN ESQUINA - TODO AL FRENTE PISO: PLANTA BAJA MUY CERCA DE AV. CABILDO Y SUBTE ESTACION JURAMENTO LIVING COMEDOR COCINA COMEDOR 3 DORMITORIOS C/PLACARD 1 BAÑO COMPLETO 1BAÑO CON DUCHA PATIO	https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--19203266	4	3	2	N/A	Muy Bueno	N/A	Frente	SE	N/A	0	N/A	Departamento	Alquiler	76	80	4	ARS 1.200.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ARS 700.000	ARS 120.000	Benito Juarez	1900	2	Alquiler	40 m² cubie. 1 dorm. 30 años	NO SE ACEPTAN MASCOTAS. «Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4.15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoria de informes». (Propiedad NO apta para personas con movilidad Reducida. LEY N° 5.115) Titular Juan Carlos Carro Matricula CUCICBA Nº1549	https://www.argenprop.com/departamento-en-alquiler-en-floresta-2-ambientes--19378442	2	1	1	N/A	Muy Bueno	30	Frente	N/A	N/A	0	N/A	Ph	Alquiler	40	46	6	ARS 700.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARS 550.000	ARS 30.000	Chilecito	3700	2	Alquiler	1 dorm. 2 ambientes Muy Bueno	Alquiler 2 Ambientes en Flores Sur – Cómodo y Luminoso, 2° Piso por Escalera Ubicación: Chilecito 3731, 2° piso G – Flores Sur, CABA Acceso: Por escalera Orientación: Noroeste (luz natural por la tarde) Vista: Lateral, con ventanas al pulmón del edificio Descripción: Departamento de 2 ambientes con excelente distribución y ventilación cruzada. Living-comedor Dormitorio con ventana al pulmón Cocina independiente Baño completo Ambientes cómodos y luminosos Expensas y servicios: $45.000 mensuales Zona residencial tranquila, con buena conexión a transporte público, comercios y servicios. ¡Consultanos y agendá tu visita! Titolo Colace Propiedades Iván Ignacio Colace Martillero, Corredor Público y Corredor Inmobiliario CUCICBA Matrícula Nº 9613 – Tomo 2, Folio 59 Art. 4 de la Ley 5859 y Art. 10 inc. 8 de la Ley 2340	https://www.argenprop.com/departamento-en-alquiler-en-floresta-2-ambientes--17947650	2	1	N/A	N/A	Muy Bueno	N/A	N/A	N/A	N/A	0	N/A	Departamento	Alquiler	N/A	40	N/A	ARS 550.000	N/A	2	4	N/A	Muy Bueno	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
