Precio,Expensas,Calle,Altura,Link,Ambientes,Dormitorios,Baños,Antiguedad,Disposicion,Orientacion,Apto_Profesional,Apto_Credito,Tipo_Unidad,Sup_Cubierta_m2,Sup_Total_m2,Sup_Descubierta_m2,Aire_acondicionado_individual,Electricidad,Losa_radiante,Gas_natural,Agua_corriente,Agua_caliente,Balcón,Terraza,Jardín,Patio,Baulera,Cochera,Muebles_de_cocina,Lavarropas,Lavavajillas,Conexión_para_lavarropas,Permite_Mascotas,Ascensor,Pileta,Parrilla,SUM,Gimnasio,Sauna,Laundry,Seguridad_24hs,Acceso_para_personas_con_movilidad_reducida,Pavimento,ABL,Smart_Amenities,Smart_Losa_Central,Smart_Luminoso,Smart_Balcon_Aterrazado,fuente,_dup_interfuente,rango_sup,Moneda,Precio_num,Precio_USD,Precio_ARS,TC_CCL_aplicado,TC_fecha,ratio_expensas_precio,calle_norm,Altura_num,Comuna,Barrio,lat,lon,altura_ok,geo_score,geo_method,geo_ok,Distancia_subte_km,Distancia_parque_km,Tasa_delitos_comuna,Zona_riesgo,Tipologia,A_estrenar,Indice_amenities,Renta_largo_mensual_USD,Renta_m2_USD,banda_sup,Liquidez_oferta_comuna
ARS 650.000,7633.0,Avenida Rivadavia,10800.0,https://www.argenprop.com/departamento-en-alquiler-en-villa-luro-2-ambientes--19303651,2.0,1.0,1,35.0,Lateral,No informado,0,0,Departamento,48.0,48.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,argenprop,False,"(42.0, 52.274]",ARS,650000.0,438.83337834188495,650000.0,1481.2,2026-05-13T14:00:00.000Z,0.0615384615384615,AVENIDA RIVADAVIA,10800.0,9.0,Liniers,-34.63921793988409,-58.51510336814309,True,100.0,exacto,True,4.065891922988337,2.773664640884604,0.5253496665574764,medio,2A,0,0,438.83337834188495,9.14236204878927,35-55,0.0005686137567445627
ARS 750.000,20000.0,Av Almirante Brown,900.0,https://www.argenprop.com/departamento-en-alquiler-en-boca-3-ambientes--19303808,3.0,2.0,1,25.0,Frente,Oeste,0,0,Departamento,52.0,55.0,3.0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,argenprop,False,"(52.274, 76.0]",ARS,750000.0,506.346205779098,750000.0,1481.2,2026-05-13T14:00:00.000Z,0.2053333333333333,AVENIDA ALMIRANTE BROWN,900.0,4.0,La Boca,-34.632434500412884,-58.36057993580524,True,,recovery,True,2.0325270297104123,1.440469267272366,0.6643909367912209,medio,3A,0,1,506.346205779098,9.737427034213423,35-55,0.0003390684780865541
ARS 680.000,65000.0,Estados Unidos,1800.0,https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-1-ambiente--19304009,1.0,0.0,1,10.0,Frente,Sudeste,0,0,Departamento,31.0,34.0,3.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,argenprop,False,"(0.999, 35.0]",ARS,680000.0,459.0872265730488,680000.0,1481.2,2026-05-13T14:00:00.000Z,0.2720588235294117,ESTADOS UNIDOS,1800.0,1.0,Constitucion,-34.61904574970784,-58.39097304711279,True,100.0,exacto,True,0.23703409358885177,1.7229446660506937,1.3599759089981835,alto,monoamb,0,2,459.0872265730488,14.809265373324154,<35,0.0018408245339653984
ARS 580.000,7633.0,Alcaraz,5000.0,https://www.argenprop.com/departamento-en-alquiler-en-monte-castro-1-ambiente--18720589,1.0,0.0,1,5.0,No informado,No informado,0,0,Departamento,43.0,43.0,0.0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,argenprop,False,"(42.0, 52.274]",ARS,580000.0,391.5743991358358,580000.0,1481.2,2026-05-13T14:00:00.000Z,0.1982758620689655,ALCARAZ,5000.0,10.0,Monte Castro,-34.62116107269527,-58.506172807073334,True,100.0,exacto,True,1.9022601132559616,2.86568446556251,0.48186384936936066,medio,monoamb,0,1,391.5743991358358,9.106381375251996,35-55,0.0007950753514594451
ARS 700.000,65000.0,AV CALLAO,1000.0,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-1-ambiente--15655707,1.0,0.0,1,10.0,Frente,Norte,0,0,Departamento,30.0,32.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,argenprop,False,"(0.999, 35.0]",ARS,700000.0,472.5897920604915,700000.0,1481.2,2026-05-13T14:00:00.000Z,0.2428571428571428,AVENIDA CALLAO,1000.0,2.0,Recoleta,-34.59797125356495,-58.39311689129717,True,100.0,exacto,True,0.06555935076058528,3.31299608944421,1.0447534381885875,alto,monoamb,0,1,472.5897920604915,15.75299306868305,<35,0.0014373274573867233
ARS 590.000,25000.0,VERA Y AV. JUAN B. JUSTO 4°,,https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-1-ambiente--18753366,1.0,0.0,1,40.0,Frente,No informado,1,0,Piso,29.0,31.0,2.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,argenprop,False,"(0.999, 35.0]",ARS,590000.0,398.3256818795571,590000.0,1481.2,2026-05-13T14:00:00.000Z,0.1346050847457627,VERA Y AVENIDA JUAN B JUSTO 4°,,14.0,Palermo,-34.57907871081514,-58.42729588350465,True,,recovery,True,0.4833519171856707,0.9811671917977653,0.3173293561387364,bajo,monoamb,0,1,398.3256818795571,13.735368340674384,<35,0.0020354411558041806
ARS 750.000,25000.0,Miranda,4600.0,https://www.argenprop.com/departamento-en-alquiler-en-monte-castro-2-ambientes--19371749,2.0,1.0,1,11.0,Contrafrente,No informado,0,0,Departamento,40.0,41.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,argenprop,False,"(35.0, 42.0]",ARS,750000.0,506.346205779098,750000.0,1481.2,2026-05-13T14:00:00.000Z,0.1533333333333333,MIRANDA,4600.0,10.0,Monte Castro,-34.61999092721098,-58.50074728781671,True,100.0,exacto,True,1.6901923922470035,2.6606768561695913,0.48186384936936066,medio,2A,0,1,506.346205779098,12.65865514447745,35-55,0.0007950753514594451
ARS 650.000,25000.0,Guise,1900.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo-1-ambiente--19320538,1.0,1.0,1,35.0,Frente,No informado,0,0,Departamento,36.0,36.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,argenprop,False,"(35.0, 42.0]",ARS,650000.0,438.83337834188495,650000.0,1481.2,2026-05-13T14:00:00.000Z,0.3061538461538461,GUISE,1900.0,14.0,Palermo,-34.59144889194552,-58.41353081002359,True,100.0,exacto,True,0.6061421210433481,1.8102790079314393,0.3173293561387364,bajo,monoamb,0,0,438.83337834188495,12.18981606505236,35-55,0.0020354411558041806
USD 650,65000.0,Dorrego,2400.0,https://www.argenprop.com/departamento-en-alquiler-temporal-en-palermo-1-ambiente--19374237,1.0,0.0,1,35.0,No informado,Norte,0,0,Departamento,33.0,33.0,0.0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,argenprop,False,"(0.999, 35.0]",USD,650.0,650.0,962780.0,1481.2,2026-05-13T14:00:00.000Z,0.1246390660379318,DORREGO,2400.0,14.0,Palermo,-34.57652349638272,-58.43741915645863,True,100.0,exacto,True,0.3411365241065162,0.9937815273133936,0.3173293561387364,bajo,monoamb,0,3,650.0,19.696969696969695,<35,0.0020354411558041806
ARS 600.000,65000.0,Adolfo Alsina,2100.0,https://www.argenprop.com/departamento-en-alquiler-en-balvanera-1-ambiente--19304331,1.0,0.0,1,35.0,Frente,No informado,1,0,Departamento,31.0,35.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,argenprop,False,"(0.999, 35.0]",ARS,600000.0,405.0769646232784,600000.0,1481.2,2026-05-13T14:00:00.000Z,0.2166666666666666,ADOLFO ALSINA,2100.0,3.0,Balvanera,-34.61173717282283,-58.39547008151789,True,100.0,exacto,True,0.02217057296832549,2.332461766046959,0.9331491918927998,alto,monoamb,0,1,405.0769646232784,13.066998858815433,<35,0.0010344625327268753
ARS 570.000,25000.0,ROQUE PEREZ,2500.0,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-1-ambiente--19247614,1.0,0.0,1,2.0,Contrafrente,Noreste,0,0,Departamento,31.0,36.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,argenprop,False,"(35.0, 42.0]",ARS,570000.0,384.8231163921145,570000.0,1481.2,2026-05-13T14:00:00.000Z,0.1666666666666666,ROQUE PEREZ,2500.0,12.0,Saavedra,-34.54488527106295,-58.48630453051049,False,100.0,exacto_altura_fuera,True,3.062994438708939,4.113836954154834,0.4997101681025006,medio,monoamb,0,3,384.8231163921145,12.413648915874662,<35,0.0016590377581003019
ARS 700.000,25000.0,Blanco Encalada,5350.0,https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-2-ambientes--17962329,2.0,1.0,1,15.0,Contrafrente,Noreste,0,0,Departamento,38.0,41.0,3.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,argenprop,False,"(35.0, 42.0]",ARS,700000.0,472.5897920604915,700000.0,1481.2,2026-05-13T14:00:00.000Z,0.4214285714285714,BLANCO ENCALADA,5350.0,12.0,Villa Urquiza,-34.57748836730781,-58.48967145881203,True,100.0,exacto,True,0.9304274490787209,2.3509432252854134,0.4997101681025006,medio,2A,0,1,472.5897920604915,12.436573475276091,35-55,0.0016590377581003019
USD 1.100,20000.0,Emilio Ravignani,2300.0,https://www.argenprop.com/departamento-en-alquiler-temporal-en-palermo-hollywood-3-ambientes--19243137,3.0,2.0,1,35.0,No informado,Norte,0,0,Departamento,66.0,66.0,0.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,argenprop,False,"(52.274, 76.0]",USD,1100.0,1100.0,1629320.0,1481.2,2026-05-13T14:00:00.000Z,0.1227505953403874,EMILIO RAVIGNANI,2300.0,14.0,Palermo,-34.57748450969244,-58.43450434727942,True,,recovery,True,0.6062547050057644,0.9288175280514926,0.3173293561387364,bajo,3A,0,3,1100.0,16.666666666666668,55-75,0.0020354411558041806
ARS 500.000,100000.0,Avenida Rivadavia,1500.0,https://www.argenprop.com/departamento-en-alquiler-en-congreso--18020378,3.0,2.0,1,35.0,Contrafrente,No informado,1,0,Departamento,101.41,101.41,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,argenprop,False,"(76.0, 900.0]",ARS,500000.0,337.5641371860653,500000.0,1481.2,2026-05-13T14:00:00.000Z,0.74,AVENIDA RIVADAVIA,1500.0,6.0,Caballito,-34.62046231016562,-58.4413373652287,True,100.0,exacto,True,0.9356439208294927,0.12593494855798512,0.6815238874122538,alto,3A,0,0,337.5641371860653,3.328706608678289,>100,0.001470955723664781
ARS 700.000,100000.0,Rivadavia,1500.0,https://www.argenprop.com/departamento-en-alquiler-en-congreso-4-ambientes--14707437,4.0,3.0,1,35.0,Frente,No informado,0,0,Departamento,101.39,106.41,5.019999999999996,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,argenprop,False,"(76.0, 900.0]",ARS,700000.0,472.5897920604915,700000.0,1481.2,2026-05-13T14:00:00.000Z,0.5285714285714286,RIVADAVIA,1500.0,1.0,Monserrat,-34.608841852224735,-58.38697084310184,True,100.0,recovery,True,0.41409691053222036,2.2005915520560735,1.3599759089981835,alto,4+A,0,1,472.5897920604915,4.661108512284165,>100,0.0018408245339653984
ARS 820.000,20000.0,Alberti,1200.0,https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-3-ambientes--19298080,3.0,2.0,1,35.0,Frente,No informado,0,0,Departamento,52.0,59.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,argenprop,False,"(52.274, 76.0]",ARS,820000.0,553.6051849851472,820000.0,1481.2,2026-05-13T14:00:00.000Z,0.2536585365853658,ALBERTI,1200.0,3.0,San Cristobal,-34.62289021542895,-58.40051690240131,True,100.0,exacto,True,0.4512098778859362,1.0181415667273463,0.9331491918927998,alto,3A,0,0,553.6051849851472,10.646253557406677,35-55,0.0010344625327268753
ARS 540.000,7633.0,Avenida Eva Peron,2600.0,https://www.argenprop.com/departamento-en-alquiler-en-flores-1-ambiente--10873526,1.0,0.0,1,35.0,Frente,No informado,1,0,Departamento,36.0,46.0,10.0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,argenprop,False,"(42.0, 52.274]",ARS,540000.0,364.56926816095057,540000.0,1481.2,2026-05-13T14:00:00.000Z,0.3231481481481481,AVENIDA EVA PERON,2600.0,7.0,Flores,-34.64096044197254,-58.456552024569476,True,100.0,exacto,True,1.1118734747748658,1.0850444967385895,0.43066126904542795,bajo,monoamb,0,1,364.56926816095057,10.12692411558196,35-55,0.000738924072151629
ARS 570.000,25000.0,LISANDRO DE LA TORRE,300.0,https://www.argenprop.com/departamento-en-alquiler-en-liniers-2-ambientes--18607434,2.0,1.0,1,30.0,Frente,Norte,0,0,Departamento,42.0,42.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,argenprop,False,"(35.0, 42.0]",ARS,570000.0,384.8231163921145,570000.0,1481.2,2026-05-13T14:00:00.000Z,0.043859649122807,LISANDRO DE LA TORRE,300.0,9.0,Liniers,-34.642003618032774,-58.52090443018025,True,100.0,exacto,True,4.55384361343647,3.3104606789374085,0.5253496665574764,medio,2A,0,0,384.8231163921145,9.162455152193203,35-55,0.0005686137567445627
ARS 980.000,20000.0,CRAMER,300.0,https://www.argenprop.com/departamento-en-alquiler-en-colegiales-3-ambientes--19295867,3.0,2.0,1,35.0,Lateral,No informado,0,0,Departamento,65.0,65.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,argenprop,False,"(52.274, 76.0]",ARS,980000.0,661.625708884688,980000.0,1481.2,2026-05-13T14:00:00.000Z,0.1224489795918367,CRAMER,300.0,13.0,Colegiales,-34.5695485946757,-58.45670315262184,True,100.0,exacto,True,0.21215377439349076,1.0643526989606222,0.32421076293276735,bajo,3A,0,0,661.625708884688,10.17885705976443,55-75,0.0018112574622510603
ARS 850.000,7633.0,Blanco Encalada,2300.0,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--19374512,2.0,1.0,1,40.0,Contrafrente,Oeste,1,0,Departamento,45.0,45.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,argenprop,False,"(42.0, 52.274]",ARS,850000.0,573.8590332163111,850000.0,1481.2,2026-05-13T14:00:00.000Z,0.2588235294117647,BLANCO ENCALADA,2300.0,13.0,Belgrano,-34.55836836331277,-58.45764933059759,True,100.0,exacto,True,1.2771426029779873,2.1518029989682073,0.32421076293276735,bajo,2A,0,0,573.8590332163111,12.75242296036247,35-55,0.0018112574622510603
ARS 900.000,7633.0,QUESADA al,2200.0,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--19369707,2.0,1.0,1,4.0,Contrafrente,Sudoeste,1,0,Departamento,52.0,52.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,argenprop,False,"(42.0, 52.274]",ARS,900000.0,607.6154469349176,900000.0,1481.2,2026-05-13T14:00:00.000Z,0.2777777777777778,QUESADA,2200.0,13.0,Nuñez,-34.5530749329303,-58.460846166591324,True,100.0,exacto,True,1.8047624454871014,2.6759744771053184,0.32421076293276735,bajo,2A,0,1,607.6154469349176,11.684912441056108,35-55,0.0018112574622510603
ARS 500.000,65000.0,Virrey J Del Pino,2400.0,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-1-ambiente--8891285,1.0,0.0,1,40.0,Frente,No informado,0,0,Departamento,35.0,35.0,0.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,argenprop,False,"(0.999, 35.0]",ARS,500000.0,337.5641371860653,500000.0,1481.2,2026-05-13T14:00:00.000Z,0.24,VIRREY J DEL PINO,2400.0,13.0,Belgrano,-34.5658972694887,-58.45178145479744,True,93.75,fuzzy,True,0.753119303385596,1.6660475237342378,0.32421076293276735,bajo,monoamb,0,1,337.5641371860653,9.64468963388758,<35,0.0018112574622510603
ARS 750.000,20000.0,Peron,1200.0,https://www.argenprop.com/departamento-en-alquiler-en-san-nicolas--12118023,3.0,2.0,1,80.0,Contrafrente,Norte,0,0,Departamento,70.0,70.0,0.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,argenprop,False,"(52.274, 76.0]",ARS,750000.0,506.346205779098,750000.0,1481.2,2026-05-13T14:00:00.000Z,0.3333333333333333,PERON,1200.0,,,,,False,,sin_match,False,,,,,3A,0,1,506.346205779098,7.233517225415686,55-75,
USD 600,65000.0,Fray Justo Santa María De Oro,2100.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo-1-ambiente--18541731,1.0,0.0,1,10.0,Frente,No informado,0,0,Departamento,35.0,35.0,0.0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,argenprop,False,"(0.999, 35.0]",USD,600.0,600.0,888720.0,1481.2,2026-05-13T14:00:00.000Z,0.1350256548744261,FRAY JUSTO SANTA MARIA DE ORO,2100.0,14.0,Palermo,-34.5835782993213,-58.42822760689665,True,,recovery,True,0.13702826279716807,1.3309583900297715,0.3173293561387364,bajo,monoamb,0,2,600.0,17.142857142857142,<35,0.0020354411558041806
ARS 750.000,7633.0,Av. Directorio,100.0,https://www.argenprop.com/departamento-en-alquiler-en-caballito-3-ambientes--17289635,3.0,2.0,1,50.0,Frente,Norte,0,0,Departamento,48.0,51.0,3.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,argenprop,False,"(42.0, 52.274]",ARS,750000.0,506.346205779098,750000.0,1481.2,2026-05-13T14:00:00.000Z,0.2266666666666666,AVENIDA DIRECTORIO,100.0,6.0,Caballito,-34.62709856502601,-58.42745959472127,True,100.0,recovery,True,0.15175685015784246,1.3431041126757373,0.6815238874122538,alto,3A,0,0,506.346205779098,10.548879287064542,35-55,0.001470955723664781
ARS 750.000,7633.0,Av. Scalabrini Ortiz,1400.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo-soho-2-ambientes--19120747,2.0,1.0,1,3.0,Contrafrente,Este,0,0,Departamento,42.0,50.0,8.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,argenprop,False,"(42.0, 52.274]",ARS,750000.0,506.346205779098,750000.0,1481.2,2026-05-13T14:00:00.000Z,0.3466666666666667,AVENIDA SCALABRINI ORTIZ,1400.0,14.0,Palermo,-34.59257469248178,-58.427462484258974,True,90.56603773584906,fuzzy,True,0.5311019931001917,1.6634735357762949,0.3173293561387364,bajo,2A,0,4,506.346205779098,12.055862042359475,35-55,0.0020354411558041806
ARS 1.500.000,100000.0,Monroe,2500.0,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-3-ambientes--19151588,3.0,2.0,1,35.0,Frente,No informado,0,0,Departamento,82.0,87.0,5.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,argenprop,False,"(76.0, 900.0]",ARS,1500000.0,1012.692411558196,1500000.0,1481.2,2026-05-13T14:00:00.000Z,0.1446666666666666,MONROE,2500.0,13.0,Belgrano,-34.55857596419915,-58.46040102775274,True,100.0,exacto,True,1.2546320310207615,2.0749938082288977,0.32421076293276735,bajo,3A,0,0,1012.692411558196,12.349907458026781,75-100,0.0018112574622510603
USD 2.700,25000.0,Sinclair,3000.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--19184518,4.0,3.0,3,15.0,Contrafrente,Este,0,0,Semipiso,140.0,157.0,17.0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,argenprop,False,"(76.0, 900.0]",USD,2700.0,2700.0,3999240.0,1481.2,2026-05-13T14:00:00.000Z,0.2750522599293866,SINCLAIR,3000.0,14.0,Palermo,-34.57571411733471,-58.42389418338602,True,100.0,exacto,True,0.7109942167889272,0.5859063539701236,0.3173293561387364,bajo,4+A,0,3,2700.0,19.285714285714285,>100,0.0020354411558041806
ARS 750.000,25000.0,Av Beiro,4900.0,https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-1-ambiente--19200740,1.0,0.0,1,3.0,Frente,Norte,1,0,Departamento,33.0,36.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,argenprop,False,"(35.0, 42.0]",ARS,750000.0,506.346205779098,750000.0,1481.2,2026-05-13T14:00:00.000Z,0.16,AVENIDA BEIRO,4900.0,5.0,Almagro,-34.616173007331,-58.416971730362874,True,,recovery,True,1.0360994868322015,1.7705997933456126,0.7262366972989581,alto,monoamb,0,2,506.346205779098,15.343824417548424,<35,0.0013072260551381246
ARS 900.000,7633.0,José Mármol,1800.0,https://www.argenprop.com/departamento-en-alquiler-en-boedo-1-ambiente--19247639,1.0,0.0,1,35.0,Frente,Norte,0,0,Departamento,46.0,46.0,0.0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,argenprop,False,"(42.0, 52.274]",ARS,900000.0,607.6154469349176,900000.0,1481.2,2026-05-13T14:00:00.000Z,0.0555555555555555,JOSE MARMOL,1800.0,5.0,Boedo,-34.63532662960239,-58.42205097702434,True,100.0,exacto,True,0.8162422112274048,1.828879819720373,0.7262366972989581,alto,monoamb,0,2,607.6154469349176,13.209031455106905,35-55,0.0013072260551381246
ARS 650.000,65000.0,BOULEVARD INDALECIO CHENAUT,1800.0,https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-1-ambiente--19201248,1.0,0.0,1,12.0,Contrafrente,No informado,0,0,Departamento,35.0,35.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,argenprop,False,"(0.999, 35.0]",ARS,650000.0,438.83337834188495,650000.0,1481.2,2026-05-13T14:00:00.000Z,0.2026153846153846,BOULEVARD INDALECIO CHENAUT,1800.0,,,,,False,,sin_match,False,,,,,monoamb,0,1,438.83337834188495,12.538096524053856,<35,
USD 700,7633.0,Julián Álvarez,1900.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo-soho-2-ambientes--19327703,2.0,1.0,1,4.0,Contrafrente,No informado,0,0,Departamento,43.0,46.0,3.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,argenprop,False,"(42.0, 52.274]",USD,700.0,700.0,1036840.0,1481.2,2026-05-13T14:00:00.000Z,0.2893406890166274,JULIAN ALVAREZ,1900.0,14.0,Palermo,-34.59083339978536,-58.42135078751785,True,100.0,exacto,True,0.13310540421025768,1.7410596337403546,0.3173293561387364,bajo,2A,0,1,700.0,16.27906976744186,35-55,0.0020354411558041806
ARS 1.350.000,25000.0,PERU,1300.0,https://www.argenprop.com/departamento-en-alquiler-en-san-telmo-3-ambientes--19113108,3.0,2.0,1,15.0,Frente,Este,0,0,Piso,62.0,65.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,argenprop,False,"(52.274, 76.0]",ARS,1350000.0,911.4231704023764,1350000.0,1481.2,2026-05-13T14:00:00.000Z,0.2222222222222222,PERU,1300.0,1.0,San Telmo,-34.6225997584326,-58.374141490413024,True,100.0,exacto,True,0.8815502385987635,0.3129365942243949,1.3599759089981835,alto,3A,0,1,911.4231704023764,14.70037371616736,55-75,0.0018408245339653984
ARS 900.000,20000.0,GUTENBERG,3300.0,https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-2-ambientes--19324388,2.0,1.0,1,35.0,Frente,Norte,1,0,Departamento,49.0,60.0,11.0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,argenprop,False,"(52.274, 76.0]",ARS,900000.0,607.6154469349176,900000.0,1481.2,2026-05-13T14:00:00.000Z,0.2311111111111111,GUTENBERG,3300.0,11.0,Villa Devoto,-34.59441612183271,-58.50331237710277,True,100.0,exacto,True,1.1914831602035365,4.086796200526511,0.579459732816385,medio,2A,0,0,607.6154469349176,12.400315243569747,35-55,0.0010693665978338742
ARS 1.200.000,20000.0,Vuelta De Obligado,3300.0,https://www.argenprop.com/departamento-en-alquiler-en-nunez-4-ambientes--19380411,4.0,3.0,1,40.0,Frente,Sudeste,0,0,Departamento,73.0,73.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,argenprop,False,"(52.274, 76.0]",ARS,1200000.0,810.1539292465568,1200000.0,1481.2,2026-05-13T14:00:00.000Z,0.1416666666666666,VUELTA DE OBLIGADO,3300.0,13.0,Nuñez,-34.551128561964404,-58.465048299580204,True,100.0,exacto,True,1.9104855404959755,2.878373699501996,0.32421076293276735,bajo,4+A,0,0,810.1539292465568,11.097999030774751,55-75,0.0018112574622510603
ARS 750.000,25000.0,Austria,2400.0,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--18810726,3.0,1.0,1,40.0,Frente,No informado,0,0,Piso,50.0,58.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,argenprop,False,"(52.274, 76.0]",ARS,750000.0,506.346205779098,750000.0,1481.2,2026-05-13T14:00:00.000Z,0.4666666666666667,AUSTRIA,2400.0,2.0,Recoleta,-34.586201142203606,-58.40154609754965,True,100.0,exacto,True,1.5846754727776071,1.8839243357696074,1.0447534381885875,alto,3A,0,0,506.346205779098,10.12692411558196,35-55,0.0014373274573867233
