Precio,Expensas,Calle,Altura,Piso,Link,Ambientes,Dormitorios,Baños,Toilettes,Estado,Antiguedad,Disposicion,Orientacion,Tipo_Balcon,Apto_Profesional,Apto_Credito,Tipo_Unidad,Tipo_Operacion,Sup_Cubierta_m2,Sup_Total_m2,Sup_Descubierta_m2,Precio_Ficha,Expensas_Ficha,Cant_Pisos_Edificio,Deptos_Por_Piso,Antiguedad_Edificio,Estado_Edificio,Aire_acondicionado_individual,Electricidad,Losa_radiante,Gas_natural,Agua_corriente,Agua_caliente,Balcón,Terraza,Jardín,Patio,Baulera,Cochera,Muebles_de_cocina,Lavarropas,Lavavajillas,Conexión_para_lavarropas,Permite_Mascotas,Apto_Crédito,Ascensor,Pileta,Piscina,Parrilla,SUM,Gimnasio,Sauna,Laundry,Seguridad_24hs,Vigilancia,Acceso_para_personas_con_movilidad_reducida,Pavimento,ABL,Smart_Amenities,Smart_Losa_Central,Smart_Luminoso,Smart_Balcon_Aterrazado,Precio_m2,Barrio
139999,0,Avenida Chivilcoy,2800,PB,https://click1.mercadolibre.com.ar/brand_ads/clicks/MLA/count?a=hXCr35gsEtdx2BP6GtPAITOkrGv7AfD5zXjOLudqgnDS9Jpnq0iDPSuNEiZqvFu9C%2BvGZiwddFeV5yMDYp4tLKBw35iFA4W7JwioeWeqq0%2BzpAZ%2FWLIC2C9B%2FDUiwBc0xPXGMuBvfxKAH2uQdA0CqZ2CM7kX%2B%2BZajlfj5gBCkCBv080q9ikZnOgDqGuYFe9h8NKEHpmmBSaQtxyI7sUNJKFHbk1pn6YJ5Otl9lYcXYvMABKIAWcNswVHeFv8ZkrgBco7n6mgStTJNgPfACKd8KbBDFJ0H%2FZdWKLqkrConLtSIbEOCWYLLgoLsMbdRdUBekVdvdxC1H2XmS2CBXNwXH5gOjTk2fXtX5haPToUpCeAJkW5Rmi%2BYKhANN70jwR9iSnF4i97NLiLYy1xLNEfb0A66VeY8Re4q0QOtv3Rx7YtSFmgaUxkxTBnPZCr8con0BGpcCpmr68Eehv99bLVrAUrxQU1m1fcroePuq%2BVknxhkZ2ETYqjnqYh66%2FRzONQ4fVey21otrMZYjN03HBP1kxnWTKXE54SB0jreP0THFTcr2GnMZ9pbWwKgQ%2FZ6bVsGGuNcDVO4KgDaqhndaRGqi21YwF32E3aG9J4YbGU%2BjPt3Qy5RA8v0cLWRiRwUn8olJzjb2k29Yf6qSBxCvnNUcH94QxL4zHoPZIROeExLW8miilyRKtegXImSGGfN7wFKYjTqwMGDGORahfU8FDCOczllq1BvlJBUnaP5G8iIG4kocZEPbh6QDOl3mkDV8ep1zBcTrYj4ww0vVWV0UxIQsyJtJGHeiPacDWJQMUmMacTLz%2B%2BVj6bNRqmIdXwtF76S7uoBWz5D6LRY4JzVyKnq03hr5ySrdH4d5dtZ4bRJAHu1f%2F%2B54Sksqxh6ILJ4lBbYvDq1ODaeCZrjDTW7P%2FP%2FjE6li4P3X45uvsC%2BkuL6M9pv43SlfeIloQcLrGtXLPkrgapD6uwysx2XtDSYzpcbl%2F9FGK7Q8m09T4SuOun8oxMPuS%2BeCZrn8RKUR1xcPEsBU1txbAOaNq7VR6MgTTq6tNfLSdOI60hIqMz1AMZiSY8dhtpZ2eV1QInrQi02W7NH0%2FAabXfLfjsQ5GHA8FTvgVz5iTxqsxVreJsKKBoBFvlcJ6viIRLvZjHW1rTR3NfFUTc7VawRK%2BK8KxzQ88ESIU0CAmdKk1vIeTmiqzrZEyvzEBrR%2FaDJA3FJMgfZCk4hs7a15JC2IuRQhLM#polycard_client=search_search-categories&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703,1,0,1,0,Bueno,0,0,0,0,0,0,0,0,0,0,0,139999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Villa Devoto
129000,0,Juana Azurduy Al,2700,PB,https://click1.mercadolibre.com.ar/brand_ads/clicks/MLA/count?a=E0ie6GGgPZ%2B1mJa6xzMY4NbGjpsqAD%2FbtAt1fby%2BbOLvf8%2Bjt6Q6i0VgNGbRBc5%2FD%2BLJGYXWayP0Kne9iwLPQ1s48uhRjJF%2BQG1Sovy2wLNGVgpNaxH7RbSQxuNmSv5wgPOLPw93LLwlvx%2B8ql1CH3BrGmUUkGsOMVfUxsMtObUZlDKu%2BrgXFgQEHwx3bZ6ppfAneYA0AexfgflPWJnWoI0oO3zrtz9Q0McZX1%2F4DkiXIrEI2uAvPyRuYLHnc6z8ReyJ5UAWVOSd7IBF%2B0SEK2aO8%2FGTyK98odl6kCLSodpER76NjU6UVyuwvBrEJ4ZzJpEdAOzVnf9%2B%2FhBs6Uolnq%2FRm03mhdLCWX0hNrAw1OVYFqGuHm3cCnUfDwIRr4D%2BHzhQmRibNs09OYQH25ENfyybPAEwxa1lBcjfR5N%2FvQCf0%2F7INhvnOEiVJBsnSD3p41lPs8Doq4jZFlTVpCs7bjzEsUI8Fic%2BykNxdPEeCerWdq1VjTceEQiMJMlSxQvT1ifNOfraV%2B%2FZ6n9P%2BcUx1nWYaWEnSmht9L3kbIQG2CchiF1KDSNkoE8Nmk6bybr7fp7HM3iSZbNLjCo0HpUMGRe61MeomS8ilVsSGk5vXtQzukRT6oiAMX5C9YPXBgtcIUdZ8LcZLXSFdjqS%2BHiZxRvWAsK2vv%2BZw01WEHNp2uTrGUjUfYt3GId%2Bk3s3ahACECUZ4P52mQVEVVWQZLV%2FWW%2BVX3PMcJ%2F19DDJjxjizxV2O0UJ46WaYYshswbYAv01D7kBFb6bx3kszJyfPfo9tgtoziB5DRuTUQK11sJg4VOqQjrh902dQ9AsPAY24upX9wL9px3v3ACXRj1jlajDQctEzaDeC8Yc2FuBaCtQQywx5trBaMEyPC4dYxBOVyW9lG1%2BShDPJWrPfKtPGWHRKuNQ%2FtRzgOfsaVvQMtkQ1VCHzVJq%2FcTplHsgs4NFte64YlmLUPDqKkVxGkD2N9vFHAvXxaf%2Bfv2P%2FcZUQCx7aEyey8Z5LFV4a9KfcYN%2BmT9pnNT%2FuwWbze%2BE%2B0g8U0waJ9IUoBUoHMoZ%2BU4Pnvt%2FPkDlPIfwoF4o2sOlplE%2BmFvvYWYw%2FZKQBIv8oaLWPUEZ9fyCufKF42A%2BvbkkZQnSt61aDh7weTXOZGadeBs%2BFzZVv2llcQHg4u1gL5C8lveC9%2BCRpAA%2FSsOHFfVho%2B6b68OaCb4FikjUr12wJmXUFvYK6hs%3D#polycard_client=search_search-categories&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703,3,2,1,0,Bueno,0,0,0,0,0,0,0,0,0,0,0,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Núñez
165000,0,Directorio Al,1000,PB,https://click1.mercadolibre.com.ar/brand_ads/clicks/MLA/count?a=5hqrs4Qu8L5jRdupZjS61eD%2FyM%2Boi8oeRVVkV8%2B8BEY49Sfd7H86oeikG8d9wXxGL%2FPlMocIEmbXQdK3L3RJDX5XA4otFuyeL3aYG8OoL0mKjiGW9H3LZQyWdt1eYXFMnssr0sdmLrZgsYUtdgO7Emfl7D%2BJs%2F9boXwid5qfQ5OMRT%2F%2FLQqrUBcl7Fyp9phLtbKutIz21AyIMVNQt0WavvgB3gn%2FWe9WBjGvV3L5ey2rJkmrt%2BCfA1kbpolBQ0E3aXOssaGP2bnrcrCA6eA7BS4PK9mCb0LcVp%2FRPYUxbVJqZ8s1J2Qdr1Ve7fgRGvtJyKpQLu61UAtje6I2ho0N7LYu3rpWZoCWUTWsi%2BuMQT5x%2BhhslkJYtow7H7JL1Z%2BPUpblf0mGhvsHm5pHVVBt3KR1oqwbLmn7Eb1GwWIyDABo4n8LjU7w2QRcVXtVw8GRR0mmUPmE8ImFnk71FxxEYFHOv%2FYYp3E1umwWLC1aq3e0VNki9FVPUyRzWTJz9Jt19s8HERTTXSyTnWKm60Wgcp6m8toVJ5B4dCegIFGrX9V7dCKhKGHsx9CqJ6wzLuMfu3tHn3TRE1ErHCBbX%2Bc9OLnPKvmRR8kX4tO21YnyiJkAexNQ9VWioJZ3wR9nztIIg8ZZp1HSIqafpL5Hopln6XV3gYK8uOrlFu0JXxQaMVbQd%2BylaiD0z4%2F87uFuioruChim0GMPpnzRwzPyQ6bSzUtEHQSrZQsVYsGi7T2HP%2FUMdjJfD%2B2STsg9zKrzCM6qL77lhuXVptDhVUnez6KFMtjf4uEeZhqVOOqJszmxo%2F9Yh91w2GFmXyzQiqGFWgPRRnAcz670P6rm3eGDD6%2BcbMVUKa9r5HYZ8lYSpT381iMer2AFSu7jZasWhBzgtkAvS4jAQxFkY1lnotjI5fYwnN55eTWgbk1rZdlTWx%2F8no3iFoxivclC79U4bzRIDg3dO43ZwPyHgzM6UdBGcFNhiNzXmOf59rilJi7jsM2%2FmJGkMPLSrXsN6V%2BB%2B2hOfXwJAwHstUMQiFETMHGIMw9g0DXy6%2FO8XKs1NBE2qXQQQLUn5RcwptpaOHfyXVks2cvmIrAqyaARQbBgARs9B9qgo3M9i9u2t4XAoSPhMPcw%2FZHTRdxg4wn9Jewa5RropW%2BQ4Hc2GHybb0m9hue87RHLLMu5alDRd1VX%2BvokVc2SGCJ0Mc4GvQjbh4%2FdKmcw723y%2F5PjsnMYuCJ71gEh8t6zyoYE9Q%3D%3D#polycard_client=search_search-categories&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703,3,2,1,0,Bueno,0,0,0,0,0,0,0,0,0,0,0,165000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Caballito
49000,0,Sarmiento,1169,PB,https://departamento.mercadolibre.com.ar/MLA-1735372111-venta-depto-2-amb-zona-obelisco-apto-credito-y-profes-_JM#polycard_client=search-desktop&search_layout=grid&position=1&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,2,1,1,0,Bueno,0,0,0,0,0,1,0,0,0,0,0,49000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,San Nicolás
62000,0,Beruti,2877,3,https://departamento.mercadolibre.com.ar/MLA-3153577634-departamento-2-ambientes-en-recoleta-_JM#polycard_client=search-desktop&search_layout=grid&position=2&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,2,1,1,0,Excelente,0,0,0,0,0,0,0,0,25,25,0,62000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2480.0,Recoleta
50000,98000,Yerbal,600,PB,https://departamento.mercadolibre.com.ar/MLA-1736334249-dos-ambientes-con-patio-caballito-_JM#polycard_client=search-desktop&search_layout=grid&position=3&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,1,0,1,0,Excelente,0,0,0,0,0,0,0,0,100,100,0,50000,98000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.0,Caballito
100000,0,Charcas,2900,PB,https://departamento.mercadolibre.com.ar/MLA-1736382783-venta-apto-credito-dpto-3-ambientes-c-baulera-recoleta-excelente-ubicacion-_JM#polycard_client=search-desktop&search_layout=grid&position=4&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,3,2,1,0,Excelente,0,0,0,0,0,1,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,Recoleta
589000,0,Av La Plata,300,PB,https://departamento.mercadolibre.com.ar/MLA-3159440938-departamento-en-venta-caballito-con-patio-capital-federal-buenos-aires-_JM#polycard_client=search-desktop&search_layout=grid&position=5&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,1,0,1,0,Bueno,0,0,0,0,0,0,0,0,0,0,0,589000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Caballito
65000,0,La Pampa,2500,PB,https://departamento.mercadolibre.com.ar/MLA-3154243030-venta-departamento-2-ambientes-apto-credito-belgrano-r-_JM#polycard_client=search-desktop&search_layout=grid&position=6&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,2,1,1,0,Excelente,0,0,0,0,0,1,0,0,31,31,0,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2096.77,Belgrano R
89000,0,Alejandro Magariños Cervantes,1900,PB,https://departamento.mercadolibre.com.ar/MLA-1735699093-venta-departamento-dos-ambientes-_JM#polycard_client=search-desktop&search_layout=grid&position=7&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,1,0,1,0,Bueno,0,0,0,0,0,0,0,0,0,0,0,89000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,Villa Gral. Mitre
68000,0,Virrey Loreto Al,2500,PB,https://departamento.mercadolibre.com.ar/MLA-1736216919-venta-departamento-1-dormitorio-en-belgrano-con-terraza-_JM#polycard_client=search-desktop&search_layout=grid&position=8&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,1,1,1,0,Excelente,0,0,0,0,0,0,0,0,32,32,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2125.0,Belgrano
80000,0,Aguirre,50,7,https://departamento.mercadolibre.com.ar/MLA-1737984245-aguirre-50-_JM#polycard_client=search-desktop&search_layout=grid&position=9&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,3,2,1,0,A refaccionar,0,0,0,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,Villa Crespo
999000,0,Humberto Primo,986,6,https://departamento.mercadolibre.com.ar/MLA-1736315729-venta-departamento-4-ambientes-san-telmo-_JM#polycard_client=search-desktop&search_layout=grid&position=10&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,4,3,1,1,Excelente,0,0,0,0,0,0,0,0,0,0,0,999000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,San Telmo
128000,0,Acoyte,200,PB,https://departamento.mercadolibre.com.ar/MLA-3151831124-venta-departamento-tres-ambientes-apto-credito-caballito-_JM#polycard_client=search-desktop&search_layout=grid&position=11&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,3,2,1,0,Excelente,0,0,0,0,0,1,0,0,0,0,0,128000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,Caballito
120000,0,Jorge Newbery,3900,PB,https://departamento.mercadolibre.com.ar/MLA-3154509556-venta-3-ambientes-remodelado-balcon-luminoso-piso-alto-en-chacarita-_JM#polycard_client=search-desktop&search_layout=grid&position=12&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,3,2,1,0,Excelente,0,0,0,0,0,0,0,0,64,64,0,120000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1875.0,Chacarita
695000,0,Lavalleja,200,1,https://departamento.mercadolibre.com.ar/MLA-3154434462-departamento-en-venta-2-ambientes-villa-crespo-apto-credito-_JM#polycard_client=search-desktop&search_layout=grid&position=13&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,2,1,1,0,Bueno,0,0,0,0,0,1,0,0,36,36,0,695000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19305.56,Villa Crespo
125000,0,Cabrera,3000,PB,https://departamento.mercadolibre.com.ar/MLA-3159893600-venta-departamento-tres-ambientes-frente-apto-credito-recoleta-_JM#polycard_client=search-desktop&search_layout=grid&position=14&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,3,2,1,0,Bueno,0,0,0,0,0,1,0,0,0,0,0,125000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Recoleta
77000,226000,Tacuarí,1300,PB,https://departamento.mercadolibre.com.ar/MLA-3158553178-departamento-frente-balcon-amplio-y-luminoso-san-telmo-_JM#polycard_client=search-desktop&search_layout=grid&position=15&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,1,0,1,0,Bueno,0,0,0,0,0,0,0,0,0,0,0,77000,226000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,San Telmo
389000,0,Ciudad De La Paz,1000,PB,https://departamento.mercadolibre.com.ar/MLA-1735645279-venta-4-ambientes-luminoso-con-cochera-colegiales-_JM#polycard_client=search-desktop&search_layout=grid&position=16&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,4,3,1,0,Excelente,0,0,0,0,0,0,0,0,156,156,0,389000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493.59,Colegiales
95000,0,Bonpland Al,2300,2,https://departamento.mercadolibre.com.ar/MLA-3152874938-venta-departamento-3-ambientes-palermo-_JM#polycard_client=search-desktop&search_layout=grid&position=17&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,3,2,1,0,Excelente,0,0,0,0,0,0,0,0,0,0,0,95000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Palermo
846000,0,Mansilla,2900,PB,https://departamento.mercadolibre.com.ar/MLA-1736361567-dos-ambientes-2-patios-contrafrente-recoleta-_JM#polycard_client=search-desktop&search_layout=grid&position=18&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,1,0,1,0,Bueno,0,0,0,0,0,0,0,0,0,0,0,846000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Recoleta
75000,0,La Rioja,1700,PB,https://departamento.mercadolibre.com.ar/MLA-3147996582-venta-departamento-2-amb-parque-patricios-balcon-_JM#polycard_client=search-desktop&search_layout=grid&position=19&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,2,1,1,0,Excelente,0,0,0,0,0,0,0,0,0,0,0,75000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Parque Patricios
120000,0,Bolivar,1071,6,https://departamento.mercadolibre.com.ar/MLA-3150503960-venta-departamento-de-3-ambientes-en-san-telmo-_JM#polycard_client=search-desktop&search_layout=grid&position=20&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,3,2,1,0,Excelente,0,0,0,0,0,0,0,0,0,0,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,San Telmo
110000,0,Thames,1300,PB,https://departamento.mercadolibre.com.ar/MLA-1737872159-venta-dpto-3-amb-c-balcon-al-frente-luminoso-apto-credito-palermo-_JM#polycard_client=search-desktop&search_layout=grid&position=21&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,3,2,1,0,Bueno,0,0,0,0,0,0,0,0,0,0,0,110000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Palermo
155000,0,Venezuela,4400,PB,https://departamento.mercadolibre.com.ar/MLA-3154214380-venta-dpto-3-ambientes-c-balcon-terraza-y-cochera-_JM#polycard_client=search-desktop&search_layout=grid&position=22&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,3,2,1,0,Excelente,0,0,0,0,0,0,0,0,0,0,0,155000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Almagro
95000,0,General Martin De Gainza Al,500,PB,https://departamento.mercadolibre.com.ar/MLA-3168722594-caballito-departamento-3-ambientes-muy-luminoso-_JM#polycard_client=search-desktop&search_layout=grid&position=23&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,3,2,1,0,Bueno,0,0,0,0,0,0,0,0,52,52,0,95000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826.92,Caballito
57000,0,Colombres,915,8,https://departamento.mercadolibre.com.ar/MLA-1736353459-monoambiente-refaccionado-balcon-cocina-separada-_JM#polycard_client=search-desktop&search_layout=grid&position=24&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,1,0,1,0,Excelente,0,0,0,0,0,0,0,0,0,0,0,57000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Boedo
180000,0,Segui F.j. Alte. Al,500,PB,https://departamento.mercadolibre.com.ar/MLA-3155816066-venta-3-ambientes-impecable-triplex-tipo-casa-amenities-seguridad-caballito-_JM#polycard_client=search-desktop&search_layout=grid&position=25&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,3,2,1,0,Excelente,0,0,0,0,0,0,0,0,0,0,0,180000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Caballito
158000,0,Espinosa,70,PB,https://departamento.mercadolibre.com.ar/MLA-1736443747-venta-departamento-4-ambientes-apto-credito-caballito-_JM#polycard_client=search-desktop&search_layout=grid&position=26&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,4,3,2,0,Excelente,0,0,0,0,0,1,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,Caballito
162000,450000,Avenida Pedro Goyena,600,PB,https://departamento.mercadolibre.com.ar/MLA-3151872824-venta-departamento-3-ambientes-balcon-caballito-_JM#polycard_client=search-desktop&search_layout=grid&position=27&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,3,2,1,0,Excelente,0,0,0,0,0,1,0,0,55,55,0,162000,450000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2945.45,Caballito
60000,0,Osvaldo Cruz 3841 Piso 2 A,S/N,PB,https://departamento.mercadolibre.com.ar/MLA-3159918952-venta-departamento-4-ambientes-pompeya-_JM#polycard_client=search-desktop&search_layout=grid&position=28&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,4,3,1,1,Excelente,0,0,0,0,0,0,0,0,81,81,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,740.74,Nueva Pompeya
65000,0,Monroe Al,5800,6,https://departamento.mercadolibre.com.ar/MLA-1738013831-venta-monoambiente-al-frente-apto-profesional-sum-y-parrilla-en-villa-urquiza-_JM#polycard_client=search-desktop&search_layout=grid&position=29&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,1,0,1,0,Bueno,0,0,0,0,0,0,0,0,0,0,0,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Villa Urquiza
52000,0,Pasco,200,8,https://departamento.mercadolibre.com.ar/MLA-1740867675-venta-departamento-2-amb-balcon-balvanera-oportunidad-_JM#polycard_client=search-desktop&search_layout=grid&position=30&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,2,1,1,0,Bueno,0,0,0,0,0,1,0,0,35,35,0,52000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485.71,Balvanera
69000,0,Acevedo,600,PB,https://departamento.mercadolibre.com.ar/MLA-1739456221-venta-departamento-2-ambientes-villa-crespo-apto-profesional-_JM#polycard_client=search-desktop&search_layout=grid&position=31&type=item&float_highlight=recent_publication&tracking_id=91a3f80c-fe52-49fc-ba5d-c07efdaec703&price_drop=not_apply,2,1,1,0,Bueno,0,0,0,0,0,1,0,0,0,0,0,69000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Villa Crespo
